travelTimeMeta_ID,site_ID,citation_ID,name,longitude,latitude,method,date,quality,VelocityDataType,vsz_value,vsz_unit,z_value,z_unit,depth_unit,traveltime_unit,DGWT,,
238,3465,80,CLN004,-92.5853,33.4356,SCPT,2005.12.13,,Vs,211.0164,m/s,10.65,m,m,m/s,-,,old
239,3466,80,CLN005,-92.528,33.339,SCPT,2005.12.13,,Vs,187.0324,m/s,20.25,m,m,m/s,-,,old
240,3467,80,CLN006,-92.5304,33.3477,SCPT,2005.12.13,,Vs,202.4291,m/s,17,m,m,m/s,-,,old
241,3468,80,CLY001,-90.2322,36.2373,SCPT,2008.10.9,,Vs,223.8899,m/s,18.05,m,m,m/s,-,,old
242,3469,80,CMN001,-97.5469,25.9473,SCPT,2005.1.14,,Vs,212.8219,m/s,20.25,m,m,m/s,-,,old
243,3470,80,CMN002,-97.5597,25.9527,SCPT,2005.1.14,,Vs,213.1803,m/s,20.25,m,m,m/s,-,,old
244,3471,80,CMN003,-97.5684,25.9572,SCPT,2005.1.14,,Vs,190.0181,m/s,19.95,m,m,m/s,-,,old
245,3472,80,CMN004,-97.5761,25.9611,SCPT,2005.1.14,,Vs,215.5126,m/s,19.95,m,m,m/s,-,,old
246,3473,80,CMN005,-97.5842,25.9655,SCPT,2005.1.15,,Vs,214.0592,m/s,20.25,m,m,m/s,-,,old
247,3474,80,CMN006,-97.5921,25.9729,SCPT,2005.1.15,,Vs,230.2183,m/s,20.25,m,m,m/s,-,,old
248,3475,80,CMN007,-97.5979,25.9816,SCPT,2005.1.15,,Vs,220.8047,m/s,20.25,m,m,m/s,-,,old
249,3476,80,CMN008,-97.6018,25.9903,SCPT,2005.1.15,,Vs,206.5483,m/s,20.25,m,m,m/s,-,,old
250,3477,80,CMN009,-97.6037,25.9993,SCPT,2005.1.15,,Vs,226.5861,m/s,20.25,m,m,m/s,-,,old
251,3478,80,CMN010,-97.6055,26.0079,SCPT,2005.1.16,,Vs,211.7758,m/s,20.25,m,m,m/s,-,,old
252,3479,80,CMN011,-97.607,26.0154,SCPT,2005.1.16,,Vs,242.9514,m/s,20.25,m,m,m/s,-,,old
253,3480,80,CMN012,-97.6224,26.0232,SCPT,2005.1.16,,Vs,200.9583,m/s,20.55,m,m,m/s,-,,old
254,3481,80,CMN013,-97.6308,26.0258,SCPT,2005.1.16,,Vs,227.6809,m/s,17.75,m,m,m/s,-,,old
255,3482,80,CMN014,-97.641,26.029,SCPT,2005.1.16,,Vs,217.0883,m/s,20.25,m,m,m/s,-,,old
256,3483,80,CMN015,-97.651,26.0329,SCPT,2005.1.17,,Vs,217.0883,m/s,20.25,m,m,m/s,-,,old
257,3484,80,CMN016,-97.6587,26.0392,SCPT,2005.1.17,,Vs,209.043,m/s,20.25,m,m,m/s,-,,old
258,3485,80,CMN017,-97.6713,26.0452,SCPT,2005.1.17,,Vs,201.7189,m/s,19.95,m,m,m/s,-,,old
259,3486,80,CMN018,-97.6827,26.0449,SCPT,2005.1.17,,Vs,211.5813,m/s,19.95,m,m,m/s,-,,old
260,3487,80,CMN019,-97.7047,26.0444,SCPT,2005.1.17,,Vs,213.3528,m/s,18.95,m,m,m/s,-,,old
261,3488,80,CMN020,-97.7206,26.0492,SCPT,2005.1.18,,Vs,215.5126,m/s,19.95,m,m,m/s,-,,old
262,3489,80,CMN021,-97.6181,26.057,SCPT,2005.1.18,,Vs,227.4597,m/s,19.35,m,m,m/s,-,,old
263,3490,80,CMN022,-97.6243,26.0468,SCPT,2005.1.19,,Vs,221.5864,m/s,19.75,m,m,m/s,-,,old
264,3491,80,CMN023,-97.6197,26.0739,SCPT,2005.1.19,,Vs,226.5428,m/s,19.75,m,m,m/s,-,,old
265,3492,80, CMN024,-97.6302,26.0847,SCPT,2005.1.19,,Vs,243.1895,m/s,19.55,m,m,m/s,#N/A,,#N/A
266,3493,80,CMN025,-97.644,26.0921,SCPT,2005.1.20,,Vs,219.4688,m/s,19.75,m,m,m/s,-,,old
267,3494,80,CMN026,-97.6472,26.1066,SCPT,2005.1.20,,Vs,224.0063,m/s,19.95,m,m,m/s,-,,old
268,3495,80,CMN027,-97.6644,26.1187,SCPT,2005.1.20,,Vs,220.4804,m/s,19.55,m,m,m/s,-,,old
269,3496,80,CMN028,-97.6653,26.0618,SCPT,2005.1.20,,Vs,232.1617,m/s,19.75,m,m,m/s,-,,old
270,3497,80,CMN029,-97.6059,26.1127,SCPT,2005.1.21,,Vs,205.7449,m/s,18.05,m,m,m/s,-,,old
271,3498,80,CMN030,-97.5749,26.1246,SCPT,2005.1.21,,Vs,209.6863,m/s,19.05,m,m,m/s,-,,old
272,3499,80,CMN031,-97.5435,26.0895,SCPT,2005.1.21,,Vs,226.5475,m/s,17.75,m,m,m/s,-,,old
273,3500,80,CMN032,-97.5756,26.0741,SCPT,2005.1.21,,Vs,215.5235,m/s,14.8,m,m,m/s,-,,old
274,3501,80,CNC001,-90.204,35.211,SCPT,2003.9.29,,Vs,191.7913,m/s,20,m,m,m/s,1.4,,old
275,3502,80,CNC002,-90.1843,35.2192,SCPT,2003.9.29,,Vs,222.6754,m/s,13.65,m,m,m/s,5.3,,old
276,3503,80,CNC003,-90.1398,35.2181,SCPT,2003.9.29,,Vs,220.2552,m/s,16.05,m,m,m/s,4.6,,old
277,3504,80,CNC004,-90.2545,35.2561,SCPT,2003.9.29,,Vs,204.9714,m/s,15.75,m,m,m/s,>6.6,,old
278,3505,80,CNC005,-90.2233,35.2767,SCPT,2003.9.30,,Vs,217.0624,m/s,18.65,m,m,m/s,>5.3,,old
279,3506,80,CNC006,-90.2006,35.2989,SCPT,2003.9.30,,Vs,201.8802,m/s,16.75,m,m,m/s,>6,,old
280,3507,80,CNC007,-90.2719,35.3101,SCPT,2003.9.30,,Vs,212.0464,m/s,19.75,m,m,m/s,>1.5,,old
281,3508,80,CNC008,-90.3255,35.263,SCPT,2003.9.30,,Vs,215.7803,m/s,19.8,m,m,m/s,10.1,,old
282,3509,80,CNC009,-90.3272,35.2061,SCPT,2003.10.1,,Vs,158.7063,m/s,26.45,m,m,m/s,2.1,,old
283,3510,80,CNC010,-90.3635,35.1665,SCPT,2003.10.1,,Vs,210.2593,m/s,25.7,m,m,m/s,>1.3,,old
284,3511,80,CNC011,-90.2926,35.1546,SCPT,2003.10.1,,Vs,203.9275,m/s,27,m,m,m/s,>2.2,,old
285,3512,80,CNC012,-90.365,35.1188,SCPT,2003.10.3,,Vs,191.6777,m/s,21.65,m,m,m/s,7.3,,old
286,3513,80,CNC013,-90.2807,35.2114,SCPT,2003.10.6,,Vs,125.192,m/s,30.15,m,m,m/s,>.4,,old
287,3514,80,CNC014,-90.2547,35.2107,SCPT,2003.10.6,,Vs,228.8443,m/s,20.85,m,m,m/s,>.3,,old
288,3515,80,CNC015,-90.298,35.2638,SCPT,2003.10.7,,Vs,228.513,m/s,20.1,m,m,m/s,>8.7,,old
289,3516,80,CNC016,-90.1291,35.1928,SCPT,2003.10.7,,Vs,206.1481,m/s,19.85,m,m,m/s,>4.8,,old
290,3517,80,CNC017,-90.1405,35.143,SCPT,2003.10.7,,Vs,234.2378,m/s,29.35,m,m,m/s,>1.1,,old
291,3518,80,CNC018,-90.1318,35.1614,SCPT,2003.10.8,,Vs,182.8933,m/s,19.95,m,m,m/s,>1.3,,old
292,3519,80,CNC019,-90.1272,35.1708,SCPT,2003.10.8,,Vs,182.2518,m/s,20.25,m,m,m/s,>.9,,old
293,3520,80,CNC020,-90.1158,35.2097,SCPT,2003.10.8,,Vs,198.9775,m/s,19.85,m,m,m/s,>3.7,,old
294,3521,80,CNC021,-90.1129,35.2401,SCPT,2003.10.8,,Vs,210.9772,m/s,19.95,m,m,m/s,>4.4,,old
295,3522,80,CNC022,-90.166,35.2482,SCPT,2003.10.9,,Vs,135.0071,m/s,19.95,m,m,m/s,>1.1,,old
296,3523,80,CNC023,-90.2012,35.2701,SCPT,2003.10.9,,Vs,209.7939,m/s,19.75,m,m,m/s,>2.4,,old
297,3524,80,CNC024,-90.2009,35.2871,SCPT,2003.10.9,,Vs,181.0636,m/s,19.85,m,m,m/s,>3.1,,old
298,3525,80,CNC025,-90.1961,35.3089,SCPT,2003.10.9,,Vs,209.0319,m/s,19.95,m,m,m/s,>.3,,old
299,3526,80,CNC026,-90.2153,35.3794,SCPT,2003.10.10,,Vs,190.1766,m/s,20.25,m,m,m/s,>0,,old
300,3527,80,CNC027,-90.3076,35.307,SCPT,2003.10.10,,Vs,185.9504,m/s,19.8,m,m,m/s,>4.1,,old
301,3528,80,CNC028,-90.3252,35.3004,SCPT,2003.10.10,,Vs,209.0242,m/s,17.65,m,m,m/s,>2.1,,old
302,3529,80,CNC029,-90.1936,35.3791,SCPT,2003.10.13,,Vs,191.0679,m/s,20.45,m,m,m/s,>1.4,,old
303,3530,80,CNC030,-90.2317,35.3796,SCPT,2003.10.13,,Vs,121.9443,m/s,21.45,m,m,m/s,>2,,old
304,3531,80,CNC031,-90.3063,35.3513,SCPT,2003.10.13,,Vs,200.4219,m/s,19.95,m,m,m/s,>3,,old
305,3532,80,CNC032,-90.3063,35.3655,SCPT,2003.10.13,,Vs,237.3775,m/s,18.9,m,m,m/s,>2.2,,old
306,3533,80,CNC033,-90.1823,35.3297,SCPT,2003.10.14,,Vs,181.8516,m/s,19.8,m,m,m/s,>4.7,,old
307,3534,80,CNC034,-90.3857,35.432,SCPT,2003.10.14,,Vs,218.8153,m/s,15.7,m,m,m/s,>1.8,,old
308,3535,80,CNC035,-90.3859,35.4184,SCPT,2003.10.14,,Vs,209.0993,m/s,18.2,m,m,m/s,>.4,,old
309,3536,80,CNC036,-90.4198,35.3651,SCPT,2003.10.14,,Vs,231.7554,m/s,18.8,m,m,m/s,>1.7,,old
310,3537,80,CNC037,-90.4841,35.4198,SCPT,2008.10.11,,Vs,245.4843,m/s,20.25,m,m,m/s,-,,old
311,3538,80,CNC038,-90.2449,35.4194,SCPT,2008.10.18,,Vs,193.4467,m/s,20.25,m,m,m/s,-,,old
312,3539,80,CSC001,-90.5221,35.2988,SCPT,2003.10.2,,Vs,226.4319,m/s,17.75,m,m,m/s,>.5,,old
313,3540,80,CSC002,-90.5218,35.3097,SCPT,2003.10.2,,Vs,202.9445,m/s,19.85,m,m,m/s,>1.1,,old
314,3541,80,CSC003,-90.5227,35.326,SCPT,2003.10.2,,Vs,228.9053,m/s,23.9,m,m,m/s,>9.3,,old
315,3542,80,CSC004,-90.5609,35.1611,SCPT,2003.10.6,,Vs,210.8252,m/s,17.45,m,m,m/s,>7.7,,old
316,3543,80,CSC005,-90.5598,35.1793,SCPT,2003.10.6,,Vs,238.4774,m/s,20.8,m,m,m/s,>.8,,old
317,3544,80,CSC006,-90.5031,35.3745,SCPT,2003.10.15,,Vs,229.466,m/s,21.4,m,m,m/s,>2.3,,old
318,3545,80,CSC007,-90.5031,35.3545,SCPT,2003.10.15,,Vs,232.1386,m/s,19.3,m,m,m/s,>.4,,old
319,3546,80,CSC008,-90.5302,35.4019,SCPT,2008.10.11,,Vs,182.2282,m/s,20.2,m,m,m/s,-,,old
320,3547,80,DKN001,-89.9611,36.2205,SCPT,2008.9.22,,Vs,228.0544,m/s,15.25,m,m,m/s,-,,old
321,3548,80,DKN002,-89.9769,36.1034,SCPT,2008.9.23,,Vs,211.6375,m/s,20.55,m,m,m/s,-,,old
322,3549,80,DKN009,-90.0715,36.1562,SCPT,2008.9.27,,Vs,234.88,m/s,20.35,m,m,m/s,-,,old
323,3550,80,DKN010,-90.0871,36.1268,SCPT,2008.9.27,,Vs,226.7157,m/s,20.35,m,m,m/s,-,,old
324,3551,80,DKN011,-90.0999,36.0975,SCPT,2008.9.27,,Vs,223.9956,m/s,20.35,m,m,m/s,-,,old
325,3552,80,DKN012,-90.1503,36.047,SCPT,2008.9.27,,Vs,220.7637,m/s,20.35,m,m,m/s,-,,old
326,3553,80,DKN013,-90.2478,36.0173,SCPT,2008.9.27,,Vs,217.1102,m/s,20.15,m,m,m/s,-,,old
327,3554,80,DSA001,-91.3335,33.7972,SCPT,2004.11.30,,Vs,236.7314,m/s,20.25,m,m,m/s,#N/A,,old
328,3555,80,DSA002,-91.3336,33.7958,SCPT,2004.11.30,,Vs,252.6329,m/s,20.15,m,m,m/s,#N/A,,old
329,3556,80,DSA003,-91.3337,33.7933,SCPT,2004.11.30,,Vs,236.8207,m/s,20.35,m,m,m/s,#N/A,,old
330,3557,80,DSO001,-90.0016,34.9921,SCPT,2004.12.8,,Vs,208.4691,m/s,6.4,m,m,m/s,#N/A,,old
331,3558,80,DSO002,-89.9979,34.953,SCPT,2004.12.8,,Vs,190.9662,m/s,10.95,m,m,m/s,#N/A,,old
332,3559,80,DSO003,-89.9957,34.9348,SCPT,2004.12.8,,Vs,213.3106,m/s,3.75,m,m,m/s,#N/A,,old
333,3560,80,DSO004,-89.9915,34.8705,SCPT,2004.12.8,,Vs,238.8897,m/s,15.75,m,m,m/s,#N/A,,old
334,3561,80,DSO005,-89.9916,34.8614,SCPT,2004.12.9,,Vs,200,m/s,1.75,m,m,m/s,#N/A,,old
335,3562,80,DSO006,-89.9896,34.8579,SCPT,2004.12.9,,Vs,161.7375,m/s,1.75,m,m,m/s,#N/A,,old
336,3563,80,DSO007,-90.0778,34.8612,SCPT,2004.12.11,,Vs,267.9411,m/s,17.1,m,m,m/s,#N/A,,old
337,3564,80,DSO008,-90.0782,34.8639,SCPT,2004.12.11,,Vs,237.1472,m/s,20.25,m,m,m/s,#N/A,,old
338,3565,80,DSO009,-89.9896,34.8625,SCPT,2004.12.11,,Vs,227.477,m/s,20.25,m,m,m/s,#N/A,,old
339,3566,80,DSO010,-89.9931,34.933,SCPT,2004.12.11,,Vs,232.942,m/s,6.35,m,m,m/s,#N/A,,old
340,3567,80,DSO011,-89.9898,34.7231,SCPT,2004.12.12,,Vs,231.455,m/s,20.25,m,m,m/s,#N/A,,old
341,3568,80,DSO012,-90.2248,34.8758,SCPT,2004.12.13,,Vs,179.5618,m/s,19.75,m,m,m/s,-,,old
342,3569,80,DSO013,-90.2255,34.8673,SCPT,2004.12.13,,Vs,162.74,m/s,18.65,m,m,m/s,-,,old
343,3570,80,DYR002,-89.5315,36.1511,SCPT,2008.10.15,,Vs,201.5728,m/s,20.25,m,m,m/s,-,,old
344,3571,80,GEE001,-90.3013,36.1571,SCPT,2008.10.9,,Vs,227.1205,m/s,20.35,m,m,m/s,-,,old
345,3572,80,GEE002,-90.3198,36.1097,SCPT,2008.10.9,,Vs,229.5423,m/s,16.55,m,m,m/s,-,,old
346,3573,80,GEE003,-90.3687,36.0478,SCPT,2008.10.9,,Vs,232.1734,m/s,20.35,m,m,m/s,-,,old
347,3574,80,GEE004,-90.4415,35.9722,SCPT,2008.10.9,,Vs,225.1291,m/s,20.05,m,m,m/s,-,,old
348,3575,80,HNC001,-87.5922,37.8153,SCPT,2003.12.5,,Vs,173.3806,m/s,11.75,m,m,m/s,#N/A,,old
349,3576,80,HNC002,-87.6669,37.8043,SCPT,2003.12.5,,Vs,192.5327,m/s,19.75,m,m,m/s,#N/A,,old
350,3577,80,HNC003,-87.6908,37.8382,SCPT,2003.12.6,,Vs,252.1651,m/s,19.8,m,m,m/s,#N/A,,old
351,3578,80,HNC004,-87.6978,37.8552,SCPT,2003.12.6,,Vs,245.7246,m/s,13.65,m,m,m/s,#N/A,,old
352,3579,80,HNC005,-87.7019,37.8721,SCPT,2003.12.6,,Vs,200.4873,m/s,19.75,m,m,m/s,#N/A,,old
353,3580,80,HNC006,-87.7073,37.8204,SCPT,2003.12.6,,Vs,224.6147,m/s,20.55,m,m,m/s,#N/A,,old
354,3581,80,HPD001,-93.8101,33.6062,SCPT,2005.12.21,,Vs,228.8996,m/s,13.75,m,m,m/s,-,,old
355,3582,80,HPD002,-93.8103,33.597,SCPT,2005.12.21,,Vs,227.1226,m/s,13.75,m,m,m/s,-,,old
356,3583,80,HPD003,-93.8151,33.6107,SCPT,2005.12.21,,Vs,212.1849,m/s,15.15,m,m,m/s,-,,old
357,3584,80,HTH007,-88.2449,47.1664,SCPT,2004.9.16,,Vs,231.5166,m/s,15.25,m,m,m/s,#N/A,,#N/A
358,3585,80,HTN001,-88.2634,47.1777,SCPT,2004.9.15,,Vs,230.9043,m/s,13.15,m,m,m/s,-,,old
359,3586,80,HTN002,-88.2442,47.1795,SCPT,2004.9.15,,Vs,232.1941,m/s,8.9,m,m,m/s,-,,old
360,3587,80,HTN003,-88.2449,47.1588,SCPT,2004.9.15,,Vs,245.3493,m/s,16.75,m,m,m/s,-,,old
361,3588,80,HTN004,-88.2658,47.1579,SCPT,2004.9.15,,Vs,259.088,m/s,16.25,m,m,m/s,-,,old
362,3589,80,HTN005,-88.2688,47.168,SCPT,2004.9.15,,Vs,258.4085,m/s,15.75,m,m,m/s,-,,old
363,3590,80,HTN006,-88.2585,47.178,SCPT,2004.9.16,,Vs,228.9696,m/s,9.2,m,m,m/s,-,,old
364,3591,80,HTN008,-88.2664,47.1617,SCPT,2004.9.16,,Vs,255.3664,m/s,17.25,m,m,m/s,-,,old
365,3592,80,IMC001,-115.5347,33.0966,SCPT,2003.4.7,,Vs,194.0467,m/s,25.75,m,m,m/s,#N/A,,old
366,3593,80,IMC002,-115.5344,33.0966,SCPT,2003.4.7,,Vs,200.8235,m/s,29.75,m,m,m/s,#N/A,,old
367,3594,80,IMC003,-115.5333,33.0966,SCPT,2003.4.7,,Vs,190.6015,m/s,31.15,m,m,m/s,#N/A,,old
368,3595,80,IMC004,-115.5325,33.0966,SCPT,2003.4.7,,Vs,184.7407,m/s,21.55,m,m,m/s,#N/A,,old
369,3596,80,IMC005,-115.5322,33.0971,SCPT,2003.4.8,,Vs,176.5644,m/s,22.15,m,m,m/s,#N/A,,old
370,3597,80,IMC006,-115.5314,33.0972,SCPT,2003.4.8,,Vs,184.7675,m/s,21.3,m,m,m/s,#N/A,,old
371,3598,80,IMC007,-115.5312,33.0969,SCPT,2003.4.8,,Vs,170.0938,m/s,24.65,m,m,m/s,#N/A,,old
372,3599,80,IMC008,-115.5307,33.0966,SCPT,2003.4.8,,Vs,166.2773,m/s,21.35,m,m,m/s,#N/A,,old
373,3600,80,IMC009,-115.5328,33.0966,SCPT,2003.4.8,,Vs,182.1963,m/s,21.9,m,m,m/s,#N/A,,old
374,3601,80,IMC010,-115.5338,33.0966,SCPT,2003.4.9,,Vs,181.7138,m/s,23.75,m,m,m/s,#N/A,,old
375,3602,80,IMC031,-115.5306,33.0975,SCPT,2003.4.12,,Vs,184.0473,m/s,31.75,m,m,m/s,#N/A,,old
376,3603,80,IMC038,-115.5305,33.0973,SCPT,2003.4.13,,Vs,178.7643,m/s,31.45,m,m,m/s,#N/A,,old
377,3604,80,IMC050,-115.5305,33.0974,SCPT,2003.4.14,,Vs,185.098,m/s,31.45,m,m,m/s,#N/A,,old
378,3605,80,KER006,-118.2913,34.8212,SCPT,2011.1.20,,Vs,286.8042,m/s,10.15,m,m,m/s,#N/A,,old
379,3606,80,KNX001,-87.6039,38.6446,SCPT,2004.10.6,,Vs,241.4557,m/s,17.45,m,m,m/s,#N/A,,old
380,3607,80,LAC001,-118.2233,33.7964,SCPT,2002.9.12,,Vs,207.8729,m/s,19.75,m,m,m/s,#N/A,,#N/A
381,3608,80,LAC010,-118.2234,33.7962,SCPT,2002.9.14,,Vs,222.8012,m/s,24.8,m,m,m/s,#N/A,,#N/A
382,3609,80,LAC019,-118.1734,33.88,SCPT,2002.9.18,,Vs,226.0164,m/s,25.35,m,m,m/s,#N/A,,old
383,3610,80,LAC020,-118.1482,33.9743,SCPT,2002.9.19,,Vs,366.4576,m/s,11.1,m,m,m/s,#N/A,,old
384,3611,80,LAC021,-118.3321,33.8705,SCPT,2002.9.19,,Vs,293.5792,m/s,22.45,m,m,m/s,#N/A,,old
385,3612,80,LAC027,-117.9507,34.0093,SCPT,2002.9.23,,Vs,305.3161,m/s,12.75,m,m,m/s,#N/A,,old
386,3613,80,LAC028,-118.0809,34.0512,SCPT,2002.9.23,,Vs,276.9564,m/s,14.05,m,m,m/s,#N/A,,old
387,3614,80,LAC120,-118.3965,34.8056,SCPT,2009.9.16,,Vs,327.9409,m/s,18.65,m,m,m/s,#N/A,,old
388,3615,80,LEE001,-90.8196,34.7205,SCPT,2004.12.2,,Vs,230.2401,m/s,19.75,m,m,m/s,#N/A,,old
389,3616,80,LEE002,-90.8196,34.7235,SCPT,2004.12.2,,Vs,234.4636,m/s,22.75,m,m,m/s,#N/A,,old
390,3617,80,LEE003,-90.8204,34.7157,SCPT,2004.12.2,,Vs,231.5065,m/s,29.95,m,m,m/s,#N/A,,old
391,3618,80,LEE004,-90.8108,34.7157,SCPT,2004.12.2,,Vs,215.485,m/s,20.15,m,m,m/s,#N/A,,old
392,3619,80,LFE001,-93.6989,33.4245,SCPT,2005.12.19,,Vs,198.0645,m/s,15.35,m,m,m/s,-,,old
393,3620,80,LFE002,-93.692,33.4146,SCPT,2005.12.19,,Vs,188.6911,m/s,15.05,m,m,m/s,-,,old
394,3621,80,LFE003,-93.6942,33.4714,SCPT,2005.12.19,,Vs,204.0378,m/s,14.25,m,m,m/s,-,,old
395,3622,80,LFE004,-93.676,33.4489,SCPT,2005.12.19,,Vs,198.7839,m/s,12.75,m,m,m/s,-,,old
396,3623,80,LFE005,-93.8502,33.0909,SCPT,2005.12.22,,Vs,209.4059,m/s,15.05,m,m,m/s,-,,old
397,3624,80,LFE006,-93.8339,33.1028,SCPT,2005.12.22,,Vs,251.8703,m/s,15.15,m,m,m/s,-,,old
398,3625,80,LFE007,-93.8213,33.1134,SCPT,2005.12.22,,Vs,221.3353,m/s,15.25,m,m,m/s,-,,old
399,3626,80,LFE008,-93.822,33.1219,SCPT,2005.12.22,,Vs,176.5019,m/s,13.25,m,m,m/s,-,,old
400,3627,80,LFE009,-93.7921,33.1303,SCPT,2005.12.22,,Vs,215.6863,m/s,13.75,m,m,m/s,-,,old
401,3628,80,LFE010,-93.7787,33.1374,SCPT,2005.12.22,,Vs,193.4168,m/s,13.75,m,m,m/s,-,,old
402,3629,80,LVR001,-94.1409,33.5956,SCPT,2005.12.23,,Vs,209.622,m/s,12.2,m,m,m/s,-,,old
403,3630,80,LVR002,-94.1262,33.5953,SCPT,2005.12.23,,Vs,199.7806,m/s,12.75,m,m,m/s,-,,old
404,3631,80,LVR003,-94.1106,33.5913,SCPT,2005.12.23,,Vs,216.0796,m/s,13.25,m,m,m/s,-,,old
405,3632,80,LWE001,-87.5111,38.7472,SCPT,2004.10.6,,Vs,284.8525,m/s,12.75,m,m,m/s,#N/A,,old
406,3633,80,MGA001,-95.769,28.75,SCPT,2006.1.5,,Vs,182.1291,m/s,21.3,m,m,m/s,-,,old
407,3634,80,MGA002,-95.7747,28.7582,SCPT,2006.1.5,,Vs,197.6775,m/s,22.3,m,m,m/s,-,,old
408,3635,80,MGA003,-95.7867,28.7651,SCPT,2006.1.5,,Vs,190.6143,m/s,17.75,m,m,m/s,-,,old
409,3636,80,MGA004,-95.6124,28.7747,SCPT,2006.1.5,,Vs,135.9084,m/s,23.75,m,m,m/s,-,,old
410,3637,80,MGA005,-95.6044,28.7964,SCPT,2006.1.8,,Vs,155.3682,m/s,21.75,m,m,m/s,-,,old
411,3638,80,MGA006,-95.6102,28.802,SCPT,2006.1.8,,Vs,158.3516,m/s,20.25,m,m,m/s,-,,old
412,3639,80,MGA007,-95.6167,28.7966,SCPT,2006.1.8,,Vs,130.8478,m/s,20.25,m,m,m/s,-,,old
413,3640,80,MGA008,-95.6293,28.7899,SCPT,2006.1.8,,Vs,145.0573,m/s,20.25,m,m,m/s,-,,old
414,3641,80,MGA009,-95.6365,28.8331,SCPT,2006.1.8,,Vs,149.8335,m/s,20.25,m,m,m/s,-,,old
415,3642,80,MGA010,-95.6446,28.8254,SCPT,2006.1.8,,Vs,153.7469,m/s,20.25,m,m,m/s,-,,old
416,3643,80,MLR001,-93.9544,33.5381,SCPT,2005.12.20,,Vs,150.8538,m/s,11.75,m,m,m/s,-,,old
417,3644,80,MLR002,-93.9141,33.4908,SCPT,2005.12.20,,Vs,255.8409,m/s,13.25,m,m,m/s,-,,old
418,3645,80,MLR003,-93.9233,33.491,SCPT,2005.12.20,,Vs,205.4696,m/s,14.35,m,m,m/s,-,,old
419,3646,80,MLR004,-93.9158,33.4788,SCPT,2005.12.20,,Vs,230.456,m/s,14.15,m,m,m/s,-,,old
420,3647,80,MLR005,-93.8856,33.4725,SCPT,2005.12.20,,Vs,226.7321,m/s,15.25,m,m,m/s,-,,old
421,3648,80,MLR006,-93.8201,33.4901,SCPT,2005.12.20,,Vs,267.8419,m/s,15.65,m,m,m/s,-,,old
422,3649,80,MLR007,-93.8089,33.4917,SCPT,2005.12.20,,Vs,237.0384,m/s,13.35,m,m,m/s,-,,old
423,3650,80,MLR008,-93.8879,33.5549,SCPT,2005.12.21,,Vs,200.2616,m/s,12.25,m,m,m/s,-,,old
424,3651,80,MLR009,-93.8752,33.5899,SCPT,2005.12.21,,Vs,215.2755,m/s,13.05,m,m,m/s,-,,old
425,3652,80,MLR010,-93.8756,33.5794,SCPT,2005.12.21,,Vs,169.5771,m/s,11.75,m,m,m/s,-,,old
426,3653,80,MLR011,-93.8757,33.5713,SCPT,2005.12.21,,Vs,251.3966,m/s,15.75,m,m,m/s,-,,old
427,3654,80,MLR012,-93.7041,33.363,SCPT,2005.12.22,,Vs,217.6403,m/s,15.2,m,m,m/s,-,,old
428,3655,80,MLR013,-94.0108,33.5056,SCPT,2005.12.23,,Vs,196.9865,m/s,14.25,m,m,m/s,-,,old
429,3656,80,MLR014,-94.0421,33.5512,SCPT,2005.12.23,,Vs,232,m/s,10.15,m,m,m/s,-,,old
430,3657,80,MSC001,-89.9855,35.9817,SCPT,2003.10.16,,Vs,207.498,m/s,20.7,m,m,m/s,2.8,,old
431,3658,80,MSC002,-90.0181,35.9814,SCPT,2003.10.16,,Vs,197.7509,m/s,20.75,m,m,m/s,2,,old
432,3659,80,MSC003,-89.9144,35.9822,SCPT,2003.10.16,,Vs,191.9514,m/s,18.65,m,m,m/s,>0,,old
433,3660,80,MSC004,-89.9121,35.9818,SCPT,2003.10.16,,Vs,189.4142,m/s,17.75,m,m,m/s,2.1,,old
434,3661,80,MSC005,-90.0344,35.9813,SCPT,2003.10.17,,Vs,196.9127,m/s,19.9,m,m,m/s,2.6,,old
435,3662,80,MSC006,-90.0351,35.8141,SCPT,2003.10.17,,Vs,198.8122,m/s,19.75,m,m,m/s,>0,,old
436,3663,80,MSC007,-90.0174,35.842,SCPT,2003.10.17,,Vs,196.0863,m/s,24.35,m,m,m/s,>0,,old
437,3664,80,MSC008,-90.0987,35.6838,SCPT,2003.10.19,,Vs,171.2433,m/s,16.9,m,m,m/s,3.3,,old
438,3665,80,MSC009,-90.0729,35.7151,SCPT,2003.10.19,,Vs,166.4167,m/s,17.75,m,m,m/s,3.2,,old
439,3666,80,MSC010,-90.0737,35.771,SCPT,2003.10.19,,Vs,179.0831,m/s,16.25,m,m,m/s,>1,,old
440,3667,80,MSC011,-90.0572,35.9812,SCPT,2003.10.20,,Vs,169.2056,m/s,16.55,m,m,m/s,4.3,,old
441,3668,80,MSC012,-90.0368,35.9669,SCPT,2003.10.20,,Vs,179.8333,m/s,19.85,m,m,m/s,>.5,,old
442,3669,80,MSC013,-90.0366,35.9521,SCPT,2003.10.20,,Vs,179.583,m/s,14.9,m,m,m/s,2.3,,old
443,3670,80,MSC014,-89.9831,35.9519,SCPT,2003.10.20,,Vs,208.2785,m/s,23.75,m,m,m/s,2.7,,old
444,3671,80,MSC015,-90.0049,35.952,SCPT,2003.10.21,,Vs,200.7281,m/s,19.85,m,m,m/s,4,,old
