travelTimeMeta_ID,site_ID,citation_ID,name,longitude,latitude,method,date,quality,VelocityDataType,vsz_value,vsz_unit,z_value,z_unit,depth_unit,traveltime_unit,DGWT,,
653,3880,80,POT008,-90.4531,35.5139,SCPT,2008.10.16,,Vs,248.8079,m/s,20.35,m,m,m/s,-,,old
654,3881,80,POT009,-90.5552,35.5384,SCPT,2008.10.16,,Vs,217.9968,m/s,20.35,m,m,m/s,-,,old
655,3882,80,POT010,-90.6086,35.5503,SCPT,2008.10.16,,Vs,210.2367,m/s,20.25,m,m,m/s,-,,old
656,3883,80,POT011,-90.6004,35.6055,SCPT,2008.10.16,,Vs,235.5324,m/s,20.35,m,m,m/s,-,,old
657,3884,80,POT012,-90.5667,35.6347,SCPT,2008.10.17,,Vs,222.161,m/s,20.15,m,m,m/s,-,,old
658,3885,80,PST001,-89.9584,36.1323,SCPT,2008.9.22,,Vs,209.638,m/s,19.75,m,m,m/s,-,,old
659,3886,80,PST002,-89.9587,36.0089,SCPT,2008.9.23,,Vs,206.5897,m/s,23.45,m,m,m/s,-,,old
660,3887,80,PST003,-89.9585,36.0307,SCPT,2008.9.23,,Vs,205.3251,m/s,20.05,m,m,m/s,-,,old
661,3888,80,PST004,-89.9582,36.0598,SCPT,2008.9.23,,Vs,208.0564,m/s,20.35,m,m,m/s,-,,old
662,3889,80,PST005,-89.9585,36.1034,SCPT,2008.9.23,,Vs,197.8185,m/s,19.95,m,m,m/s,-,,old
663,3890,80,PST006,-89.7881,36.0145,SCPT,2008.9.24,,Vs,193.6186,m/s,20.45,m,m,m/s,-,,old
664,3891,80,PST007,-89.7882,36.0064,SCPT,2008.9.23,,Vs,212.6443,m/s,20.45,m,m,m/s,-,,old
665,3892,80,PST008,-89.784,36.0005,SCPT,2008.9.24,,Vs,208.5883,m/s,20.45,m,m,m/s,-,,old
666,3893,80,PST009,-89.7702,36.0087,SCPT,2008.9.23,,Vs,192.053,m/s,20.3,m,m,m/s,-,,old
667,3894,80,PST010,-89.7703,36.0279,SCPT,2008.9.24,,Vs,191.4414,m/s,20.4,m,m,m/s,-,,old
668,3895,80,PST015,-89.7659,36.0159,SCPT,2008.10.1,,Vs,166.5303,m/s,20.35,m,m,m/s,-,,old
669,3896,80,PST016,-89.7661,36.074,SCPT,2008.10.1,,Vs,175.2967,m/s,9.75,m,m,m/s,-,,old
670,3897,80,PST017,-89.7176,36.0883,SCPT,2008.10.1,,Vs,196.3891,m/s,20.45,m,m,m/s,-,,old
671,3898,80,PST018,-89.695,36.0961,SCPT,2008.10.1,,Vs,202.864,m/s,18.7,m,m,m/s,-,,old
672,3899,80,PST019,-89.7042,36.1325,SCPT,2008.10.1,,Vs,175.1894,m/s,20.35,m,m,m/s,-,,old
673,3900,80,PST020,-89.7234,36.1765,SCPT,2008.10.2,,Vs,195.5551,m/s,20.15,m,m,m/s,-,,old
674,3901,80,PST021,-89.7,36.1922,SCPT,2008.10.2,,Vs,188.4957,m/s,20.35,m,m,m/s,-,,old
675,3902,80,PST022,-89.6892,36.3018,SCPT,2008.10.2,,Vs,150.7931,m/s,20.25,m,m,m/s,-,,old
676,3903,80,PST023,-89.7081,36.3056,SCPT,2008.10.2,,Vs,213.3571,m/s,20.35,m,m,m/s,-,,old
677,3904,80,PST025,-89.7379,36.387,SCPT,2008.10.5,,Vs,213.5101,m/s,20.45,m,m,m/s,-,,old
678,3905,80,PST027,-89.8155,36.3788,SCPT,2008.10.5,,Vs,206.9141,m/s,20.35,m,m,m/s,-,,old
679,3906,80,PST028,-89.8087,36.3285,SCPT,2008.10.5,,Vs,214.3911,m/s,20.35,m,m,m/s,-,,old
680,3907,80,PST030,-89.9352,36.3802,SCPT,2008.10.8,,Vs,200.1622,m/s,19.75,m,m,m/s,-,,old
681,3908,80,PSY001,-87.7167,37.9806,SCPT,2004.10.6,,Vs,190.8311,m/s,8.45,m,m,m/s,#N/A,,old
682,3909,80,PSY002,-87.9066,38.1937,SCPT,2004.10.7,,Vs,243.2647,m/s,15.35,m,m,m/s,#N/A,,old
683,3910,80,PSY003,-87.936,38.1305,SCPT,2004.10.7,,Vs,229.1105,m/s,14.45,m,m,m/s,#N/A,,old
684,3911,80,RCD001,-96.9739,46.4708,SCPT,2004.8.25,,Vs,137.7074,m/s,19.75,m,m,m/s,-,,old
685,3912,80,RCD002,-97.0405,46.4708,SCPT,2004.8.25,,Vs,213.9194,m/s,14.6,m,m,m/s,-,,old
686,3913,80,RCD004,-97.1554,46.4708,SCPT,2004.8.25,,Vs,224.5849,m/s,19.75,m,m,m/s,-,,old
687,3914,80,RCD005,-97.2183,46.4273,SCPT,2004.8.25,,Vs,213.6397,m/s,20.55,m,m,m/s,-,,old
688,3915,80,RCD006,-96.8937,46.4709,SCPT,2004.8.26,,Vs,156.7267,m/s,20.55,m,m,m/s,-,,old
689,3916,80,RCD007,-97.1384,46.4706,SCPT,2004.8.26,,Vs,237.5645,m/s,20.25,m,m,m/s,-,,old
690,3917,80,RCD008,-97.1763,46.4563,SCPT,2004.8.26,,Vs,204.7721,m/s,17.25,m,m,m/s,-,,old
691,3918,80,RCD009,-97.2604,46.3982,SCPT,2004.8.26,,Vs,212.5239,m/s,17.75,m,m,m/s,-,,old
692,3919,80,RCD010,-97.239,46.4128,SCPT,2004.8.26,,Vs,204.5838,m/s,14.55,m,m,m/s,-,,old
693,3920,80,RCD011,-97.1973,46.4417,SCPT,2004.8.27,,Vs,219.1766,m/s,19.75,m,m,m/s,-,,old
694,3921,80,RCD012,-97.1078,46.4705,SCPT,2004.8.27,,Vs,208.9433,m/s,15.7,m,m,m/s,-,,old
695,3922,80,RCD013,-97.0935,46.4705,SCPT,2004.8.27,,Vs,215.1141,m/s,17.25,m,m,m/s,-,,old
696,3923,80,RCD014,-97.0719,46.471,SCPT,2004.8.27,,Vs,235.3718,m/s,37.45,m,m,m/s,-,,old
697,3924,80,RCD015,-97.0513,46.4707,SCPT,2004.8.27,,Vs,220.5882,m/s,18.45,m,m,m/s,-,,old
698,3925,80,RCD016,-96.9183,46.4708,SCPT,2004.8.28,,Vs,126.1123,m/s,22.25,m,m,m/s,-,,old
699,3926,80,RCD017,-96.9298,46.4707,SCPT,2004.8.28,,Vs,135.2871,m/s,20.45,m,m,m/s,-,,old
700,3927,80,RCD018,-96.9419,46.4707,SCPT,2004.8.28,,Vs,119.3603,m/s,20.45,m,m,m/s,-,,old
701,3928,80,RCD019,-96.9535,46.4707,SCPT,2004.8.28,,Vs,154.2251,m/s,20.35,m,m,m/s,-,,old
702,3929,80,RCD020,-96.9889,46.4707,SCPT,2004.8.28,,Vs,150.1973,m/s,20.55,m,m,m/s,-,,old
703,3930,80,RCD021,-97.0054,46.4708,SCPT,2004.8.30,,Vs,163.697,m/s,18.65,m,m,m/s,-,,old
704,3931,80,RCD022,-97.0203,46.4707,SCPT,2004.8.30,,Vs,196.2499,m/s,20.2,m,m,m/s,-,,old
705,3932,80,RCD023,-97.1693,46.4707,SCPT,2004.8.30,,Vs,219.5797,m/s,17.45,m,m,m/s,-,,old
706,3933,80,RCD024,-97.1836,46.4707,SCPT,2004.8.30,,Vs,225.5499,m/s,18.15,m,m,m/s,-,,old
707,3934,80,RCD025,-97.2749,46.3982,SCPT,2004.8.30,,Vs,213.6817,m/s,14.15,m,m,m/s,-,,old
708,3935,80,RCD026,-97.2476,46.3983,SCPT,2004.8.31,,Vs,219.5233,m/s,19.25,m,m,m/s,-,,old
709,3936,80,RCD027,-97.2346,46.3983,SCPT,2004.8.31,,Vs,222.6595,m/s,10.75,m,m,m/s,-,,old
710,3937,80,RCD028,-97.2207,46.3983,SCPT,2004.8.31,,Vs,231.2549,m/s,14.65,m,m,m/s,-,,old
711,3938,80,RCD029,-97.2081,46.3984,SCPT,2004.8.31,,Vs,232.4665,m/s,14.75,m,m,m/s,-,,old
712,3939,80,RCD030,-97.1808,46.3984,SCPT,2004.8.31,,Vs,218.7948,m/s,15.25,m,m,m/s,-,,old
713,3940,80,RCD031,-97.1623,46.3983,SCPT,2004.9.1,,Vs,201.94,m/s,11.45,m,m,m/s,-,,old
714,3941,80,RCD032,-97.1491,46.3983,SCPT,2004.9.1,,Vs,197.2809,m/s,13.35,m,m,m/s,-,,old
715,3942,80,RCD033,-97.1353,46.3983,SCPT,2004.9.1,,Vs,205.35,m/s,20.65,m,m,m/s,-,,old
716,3943,80,RCD034,-97.124,46.3983,SCPT,2004.9.1,,Vs,204.3416,m/s,18.45,m,m,m/s,-,,old
717,3944,80,RCD035,-97.1108,46.3983,SCPT,2004.9.1,,Vs,205.7678,m/s,19.55,m,m,m/s,-,,old
718,3945,80,RCD036,-97.0965,46.3982,SCPT,2004.9.2,,Vs,195.1399,m/s,13.25,m,m,m/s,-,,old
719,3946,80,RCD037,-97.0717,46.3956,SCPT,2004.9.2,,Vs,212.878,m/s,14.15,m,m,m/s,-,,old
720,3947,80,RCD038,-97.0602,46.3836,SCPT,2004.9.2,,Vs,211.1312,m/s,16.35,m,m,m/s,-,,old
721,3948,80,RCD039,-97.0441,46.3836,SCPT,2004.9.2,,Vs,174.0337,m/s,16.3,m,m,m/s,-,,old
722,3949,80,RCD040,-97.0294,46.3836,SCPT,2004.9.2,,Vs,158.2669,m/s,19.25,m,m,m/s,-,,old
723,3950,80,RCD041,-97.2185,46.3838,SCPT,2004.9.2,,Vs,206.8702,m/s,13.55,m,m,m/s,-,,old
724,3951,80,RCD042,-97.0096,46.3835,SCPT,2004.9.3,,Vs,144.3726,m/s,20.55,m,m,m/s,-,,old
725,3952,80,RCD043,-96.9955,46.3837,SCPT,2004.9.3,,Vs,154.2214,m/s,20.55,m,m,m/s,-,,old
726,3953,80,RCD044,-96.9837,46.3836,SCPT,2004.9.3,,Vs,144.933,m/s,19.25,m,m,m/s,-,,old
727,3954,80,RCD045,-96.9566,46.3838,SCPT,2004.9.3,,Vs,124.362,m/s,19.25,m,m,m/s,-,,old
728,3955,80,RCD046,-97.2183,46.4127,SCPT,2004.9.3,,Vs,222.7267,m/s,18.15,m,m,m/s,-,,old
729,3956,80,RCD047,-96.9359,46.3837,SCPT,2004.9.4,,Vs,115.9676,m/s,20.35,m,m,m/s,-,,old
730,3957,80,RCD048,-96.9152,46.3837,SCPT,2004.9.4,,Vs,118.2454,m/s,18.25,m,m,m/s,-,,old
731,3958,80,RCD049,-96.8963,46.3837,SCPT,2004.9.4,,Vs,122.4123,m/s,19.75,m,m,m/s,-,,old
732,3959,80,RCD050,-96.8721,46.3839,SCPT,2004.9.4,,Vs,111.0165,m/s,19.55,m,m,m/s,-,,old
733,3960,80,RCD051,-96.835,46.3839,SCPT,2004.9.4,,Vs,147.2704,m/s,19.45,m,m,m/s,-,,old
734,3961,80,RCD052,-96.8345,46.471,SCPT,2008.9.8,,Vs,164.5269,m/s,17.3,m,m,m/s,-,,old
735,3962,80,RCD053,-96.7478,46.4999,SCPT,2008.9.8,,Vs,170.249,m/s,16,m,m,m/s,-,,old
736,3963,80,RCD054,-96.7853,46.4999,SCPT,2008.9.8,,Vs,162.2039,m/s,15.75,m,m,m/s,-,,old
737,3964,80,RCD055,-96.8277,46.4999,SCPT,2008.9.8,,Vs,167.3702,m/s,17.05,m,m,m/s,-,,old
738,3965,80,RCD056,-96.8414,46.4889,SCPT,2008.9.8,,Vs,167.4503,m/s,17.45,m,m,m/s,-,,old
739,3966,80,RCD057,-96.82,46.4706,SCPT,2008.9.11,,Vs,138.8265,m/s,15.45,m,m,m/s,-,,old
740,3967,80,RCD058,-96.7991,46.4711,SCPT,2008.9.11,,Vs,154.3082,m/s,14.9,m,m,m/s,-,,old
741,3968,80,RCD059,-96.8203,46.485,SCPT,2008.9.11,,Vs,146.73,m/s,15.75,m,m,m/s,-,,old
742,3969,80,RCD060,-96.8411,46.4782,SCPT,2008.9.11,,Vs,151.381,m/s,17.1,m,m,m/s,-,,old
743,3970,80,RCD061,-96.7361,46.4708,SCPT,2008.9.12,,Vs,168.319,m/s,15.45,m,m,m/s,-,,old
744,3971,80,RCD062,-96.7515,46.4708,SCPT,2008.9.12,,Vs,159.1231,m/s,15.75,m,m,m/s,-,,old
745,3972,80,RCD063,-96.7709,46.4708,SCPT,2008.9.12,,Vs,158.371,m/s,15.75,m,m,m/s,-,,old
746,3973,80,RCD064,-96.7426,46.4275,SCPT,2008.9.12,,Vs,155.5387,m/s,14.35,m,m,m/s,-,,old
747,3974,80,RCD065,-96.7611,46.4275,SCPT,2008.9.12,,Vs,150.4011,m/s,13.5,m,m,m/s,-,,old
748,3975,80,RCD066,-96.7936,46.4275,SCPT,2008.9.12,,Vs,150.4368,m/s,13.95,m,m,m/s,-,,old
749,3976,80,RCD067,-96.8257,46.4275,SCPT,2008.9.13,,Vs,152.3496,m/s,17.15,m,m,m/s,-,,old
750,3977,80,RCD068,-96.8197,46.4201,SCPT,2008.9.13,,Vs,146.7354,m/s,19.35,m,m,m/s,-,,old
751,3978,80,RCD069,-96.8198,46.4055,SCPT,2008.9.13,,Vs,173.9057,m/s,20.5,m,m,m/s,-,,old
752,3979,80,RCD070,-96.8284,46.3984,SCPT,2008.9.13,,Vs,144.3192,m/s,18.05,m,m,m/s,-,,old
753,3980,80,RCD071,-96.809,46.4274,SCPT,2008.9.13,,Vs,154.1519,m/s,17.45,m,m,m/s,-,,old
754,3981,80,RCD072,-96.8205,46.4927,SCPT,2008.9.14,,Vs,155.8858,m/s,16.05,m,m,m/s,-,,old
755,3982,80,RCD073,-96.7682,46.4999,SCPT,2008.9.14,,Vs,149.9001,m/s,15.75,m,m,m/s,-,,old
756,3983,80,RCD074,-96.7428,46.4564,SCPT,2008.9.14,,Vs,154.655,m/s,15.15,m,m,m/s,-,,old
757,3984,80,RCD075,-96.7465,46.4418,SCPT,2008.9.14,,Vs,151.0823,m/s,13.75,m,m,m/s,-,,old
758,3985,80,RCD076,-96.7987,46.4183,SCPT,2008.9.14,,Vs,159.3357,m/s,17.75,m,m,m/s,-,,old
759,3986,80,RDC003,-97.124,46.4706,SCPT,2004.8.25,,Vs,220.2336,m/s,20.55,m,m,m/s,#N/A,,#N/A
760,3987,80,SBC001,-117.3,34.0626,SCPT,2001.3.8,,Vs,205.9465,m/s,7.55,m,m,m/s,#N/A,,old
761,3988,80,SBC002,-117.217,34.0522,SCPT,2001.3.8,,Vs,304.6745,m/s,18.25,m,m,m/s,#N/A,,old
762,3989,80,SBC003,-117.155,34.081,SCPT,2001.3.8,,Vs,220.9782,m/s,3.75,m,m,m/s,#N/A,,old
763,3990,80,SBC004,-117.178,34.0812,SCPT,2001.3.8,,Vs,240.6739,m/s,8,m,m,m/s,#N/A,,old
764,3991,80,SBC005,-117.216,34.0776,SCPT,2001.3.9,,Vs,262.2814,m/s,15.75,m,m,m/s,#N/A,,old
765,3992,80,SBC006,-117.226,34.0557,SCPT,2001.3.9,,Vs,243.4018,m/s,16.6,m,m,m/s,#N/A,,old
766,3993,80,SBC007,-117.168,34.0048,SCPT,2001.3.9,,Vs,298.468,m/s,11.3,m,m,m/s,#N/A,,old
767,3994,80,SBC008,-117.189,34.0187,SCPT,2001.3.9,,Vs,258.9183,m/s,15.75,m,m,m/s,#N/A,,old
768,3995,80,SBC009,-117.203,34.0275,SCPT,2001.3.9,,Vs,232.6303,m/s,3.75,m,m,m/s,#N/A,,old
769,3996,80,SBC010,-117.343,34.145,SCPT,2001.3.10,,Vs,156.25,m/s,1.75,m,m,m/s,#N/A,,old
770,3997,80,SBC011,-117.385,34.1491,SCPT,2001.3.10,,Vs,325.1721,m/s,8.5,m,m,m/s,#N/A,,old
771,3998,80,SBC012,-117.359,34.1284,SCPT,2001.3.10,,Vs,272.2872,m/s,6.75,m,m,m/s,#N/A,,old
772,3999,80,SBC013,-117.279,34.1635,SCPT,2001.3.12,,Vs,254.8194,m/s,11.5,m,m,m/s,#N/A,,old
773,4000,80,SBC014,-117.282,34.1493,SCPT,2001.3.12,,Vs,236.9116,m/s,15.25,m,m,m/s,#N/A,,old
774,4001,80,SBC015,-117.311,34.114,SCPT,2001.3.12,,Vs,231.0818,m/s,9.1,m,m,m/s,#N/A,,old
775,4002,80,SBC016,-117.344,34.1075,SCPT,2001.3.12,,Vs,235.27,m/s,5.75,m,m,m/s,#N/A,,old
776,4003,80,SBC017,-117.283,34.1074,SCPT,2001.3.14,,Vs,238.8664,m/s,14.75,m,m,m/s,#N/A,,old
777,4004,80,SBC018,-117.255,34.1032,SCPT,2001.3.14,,Vs,175.4386,m/s,4.2,m,m,m/s,#N/A,,old
778,4005,80,SBC019,-117.263,34.0712,SCPT,2001.3.14,,Vs,265.5717,m/s,24.9,m,m,m/s,#N/A,,old
779,4006,80,SBC020,-117.295,34.0775,SCPT,2001.3.15,,Vs,176.1767,m/s,6.7,m,m,m/s,#N/A,,old
780,4007,80,SBC021,-117.302,34.0865,SCPT,2001.3.15,,Vs,213.1036,m/s,9.4,m,m,m/s,#N/A,,old
781,4008,80,SBC022,-117.197,34.0806,SCPT,2001.3.22,,Vs,294.9357,m/s,25.45,m,m,m/s,#N/A,,old
782,4009,80,SBC023,-117.243,34.0745,SCPT,2001.3.22,,Vs,261.1743,m/s,19.75,m,m,m/s,#N/A,,old
783,4010,80,SBC024,-117.211,34.0376,SCPT,2001.3.22,,Vs,250.8903,m/s,7.75,m,m,m/s,#N/A,,old
784,4011,80,SBC025,-117.221,34.0461,SCPT,2001.3.22,,Vs,240.3846,m/s,13,m,m,m/s,#N/A,,old
785,4012,80,SBC026,-117.213,34.0466,SCPT,2001.3.23,,Vs,362.5424,m/s,11.75,m,m,m/s,#N/A,,old
786,4013,80,SBC027,-117.221,34.0533,SCPT,2001.3.23,,Vs,290.9091,m/s,17.6,m,m,m/s,#N/A,,old
787,4014,80,SBC028,-117.23,34.0633,SCPT,2001.3.23,,Vs,270.7006,m/s,17,m,m,m/s,#N/A,,old
788,4015,80,SBC029,-117.283,34.1216,SCPT,2001.3.23,,Vs,246.4346,m/s,11.75,m,m,m/s,#N/A,,old
789,4016,80,SBC030,-117.29,34.0702,SCPT,2001.3.24,,Vs,240.6172,m/s,18.4,m,m,m/s,#N/A,,old
790,4017,80,SBC031,-117.286,34.0686,SCPT,2001.3.24,,Vs,221.6669,m/s,13.75,m,m,m/s,#N/A,,old
791,4018,80,SBC032,-117.285,34.065,SCPT,2001.3.24,,Vs,201.2072,m/s,15,m,m,m/s,#N/A,,old
792,4019,80,SBC033,-117.283,34.0804,SCPT,2001.3.26,,Vs,190.0325,m/s,12.85,m,m,m/s,#N/A,,old
793,4020,80,SBC034,-117.275,34.0868,SCPT,2001.3.26,,Vs,219.4463,m/s,9.75,m,m,m/s,#N/A,,old
794,4021,80,SBC035,-117.262,34.0979,SCPT,2001.3.26,,Vs,242.9044,m/s,13.95,m,m,m/s,#N/A,,old
795,4022,80,SBC036,-117.286,34.0937,SCPT,2001.3.26,,Vs,223.3921,m/s,7.85,m,m,m/s,#N/A,,old
796,4023,80,SBC037,-117.282,34.1047,SCPT,2001.3.27,,Vs,172.6519,m/s,3.75,m,m,m/s,#N/A,,old
797,4024,80,SBC038,-117.301,34.0789,SCPT,2001.3.27,,Vs,223.2965,m/s,4.85,m,m,m/s,#N/A,,old
798,4025,80,SBC039,-117.299,34.069,SCPT,2001.3.27,,Vs,228.5977,m/s,7.45,m,m,m/s,#N/A,,old
799,4026,80,SBC040,-117.293,34.081,SCPT,2001.3.28,,Vs,236.3558,m/s,5.5,m,m,m/s,#N/A,,old
800,4027,80,SBC041,-117.292,34.0617,SCPT,2001.3.28,,Vs,245.4132,m/s,15.65,m,m,m/s,#N/A,,old
801,4028,80,SBC042,-117.308,34.0564,SCPT,2001.3.28,,Vs,251.526,m/s,11.95,m,m,m/s,#N/A,,old
802,4029,80,SBC043,-117.319,34.0448,SCPT,2001.3.28,,Vs,224.4992,m/s,9.75,m,m,m/s,#N/A,,old
803,4030,80,SBC044,-117.313,34.0481,SCPT,2001.3.28,,Vs,242.3565,m/s,9.75,m,m,m/s,#N/A,,old
804,4031,80,SBC045,-117.333,34.0932,SCPT,2001.3.29,,Vs,319.7091,m/s,12.75,m,m,m/s,#N/A,,old
805,4032,80,SBC046,-117.338,34.1025,SCPT,2001.3.29,,Vs,311.4534,m/s,9.3,m,m,m/s,#N/A,,old
806,4033,80,SBC047,-117.351,34.1163,SCPT,2001.3.29,,Vs,291.5704,m/s,10.1,m,m,m/s,#N/A,,old
807,4034,80,SBC048,-117.304,34.1021,SCPT,2001.3.29,,Vs,240.0129,m/s,14.9,m,m,m/s,#N/A,,old
808,4035,80,SBC049,-117.321,34.1271,SCPT,2001.3.29,,Vs,269.5914,m/s,8.05,m,m,m/s,#N/A,,old
809,4036,80,SBC050,-117.255,34.0606,SCPT,2001.3.30,,Vs,243.2825,m/s,16.75,m,m,m/s,#N/A,,old
810,4037,80,SBC051,-117.253,34.052,SCPT,2001.3.30,,Vs,274.2057,m/s,21.75,m,m,m/s,#N/A,,old
811,4038,80,SBC052,-117.247,34.0414,SCPT,2001.3.30,,Vs,294.4889,m/s,7,m,m,m/s,#N/A,,old
812,4039,80,SBC053,-117.28,34.0682,SCPT,2001.3.31,,Vs,249.8674,m/s,18.85,m,m,m/s,#N/A,,old
813,4040,80,SBC054,-117.275,34.0686,SCPT,2001.3.31,,Vs,259.5948,m/s,26.65,m,m,m/s,#N/A,,old
814,4041,80,SBC055,-117.253,34.0711,SCPT,2001.3.31,,Vs,283.1727,m/s,19.1,m,m,m/s,#N/A,,old
815,4042,80,SBC056,-117.29,34.0774,SCPT,2001.4.1,,Vs,233.8675,m/s,5.4,m,m,m/s,#N/A,,old
816,4043,80,SBC057,-117.293,34.0744,SCPT,2001.4.1,,Vs,228.0891,m/s,6.35,m,m,m/s,#N/A,,old
817,4044,80,SBC058,-117.297,34.1186,SCPT,2001.4.2,,Vs,245.6276,m/s,9.55,m,m,m/s,#N/A,,old
818,4045,80,SBC059,-117.296,34.1224,SCPT,2001.4.2,,Vs,244.744,m/s,15.25,m,m,m/s,#N/A,,old
819,4046,80,SBC060,-117.292,34.1166,SCPT,2001.4.2,,Vs,273.9595,m/s,14.35,m,m,m/s,#N/A,,old
820,4047,80,SBC061,-117.3,34.12,SCPT,2001.4.2,,Vs,260.364,m/s,10.3,m,m,m/s,#N/A,,old
821,4048,80,SBC062,-117.299,34.1161,SCPT,2001.4.3,,Vs,233.3042,m/s,8,m,m,m/s,#N/A,,old
822,4049,80,SBC063,-117.346,34.1104,SCPT,2001.4.3,,Vs,334.8124,m/s,8.3,m,m,m/s,#N/A,,old
823,4050,80,SBC064,-117.28,34.0838,SCPT,2001.4.4,,Vs,190.4949,m/s,4.85,m,m,m/s,#N/A,,old
824,4051,80,SBC065,-117.289,34.0871,SCPT,2001.4.4,,Vs,220.9782,m/s,3.75,m,m,m/s,#N/A,,old
825,4052,80,SBC066,-117.27,34.0913,SCPT,2001.4.4,,Vs,216.5627,m/s,6.25,m,m,m/s,#N/A,,old
826,4053,80,SBC067,-117.284,34.1,SCPT,2001.4.4,,Vs,228.1818,m/s,12.55,m,m,m/s,#N/A,,old
827,4054,80,SBC068,-117.283,34.1147,SCPT,2001.4.4,,Vs,284.1694,m/s,12.35,m,m,m/s,#N/A,,old
828,4055,80,SBC069,-117.284,34.1187,SCPT,2001.4.5,,Vs,250.4174,m/s,15,m,m,m/s,#N/A,,old
829,4056,80,SBC070,-117.294,34.1195,SCPT,2001.4.5,,Vs,243.8808,m/s,13.75,m,m,m/s,#N/A,,old
830,4057,80,SBC071,-117.315,34.1185,SCPT,2001.4.5,,Vs,239.9651,m/s,13.75,m,m,m/s,#N/A,,old
831,4058,80,SBC072,-117.308,34.1093,SCPT,2001.4.5,,Vs,267.5219,m/s,17.1,m,m,m/s,#N/A,,old
832,4059,80,SBC073,-117.254,34.056,SCPT,2001.4.6,,Vs,262.2126,m/s,18.25,m,m,m/s,#N/A,,old
833,4060,80,SBC074,-117.248,34.0447,SCPT,2001.4.6,,Vs,303.3311,m/s,13.75,m,m,m/s,#N/A,,old
834,4061,80,SBC075,-117.243,34.0441,SCPT,2001.4.6,,Vs,304.3991,m/s,7.75,m,m,m/s,#N/A,,old
835,4062,80,SBC076,-117.243,34.0399,SCPT,2001.4.6,,Vs,287.1434,m/s,7.75,m,m,m/s,#N/A,,old
836,4063,80,SBC077,-117.302,34.0943,SCPT,2001.4.6,,Vs,208.9632,m/s,11.75,m,m,m/s,#N/A,,old
837,4064,80,SBC078,-117.281,34.1424,SCPT,2001.4.7,,Vs,305.0024,m/s,19.45,m,m,m/s,#N/A,,old
838,4065,80,SBC079,-117.282,34.1549,SCPT,2001.4.7,,Vs,239.4339,m/s,12.35,m,m,m/s,#N/A,,old
839,4066,80,SBC080,-117.281,34.1363,SCPT,2001.4.7,,Vs,267.3671,m/s,17.05,m,m,m/s,#N/A,,old
840,4067,80,SBC081,-117.283,34.1319,SCPT,2001.4.7,,Vs,274.3695,m/s,16.1,m,m,m/s,#N/A,,old
841,4068,80,SBC082,-117.283,34.126,SCPT,2001.4.8,,Vs,269.9229,m/s,15.75,m,m,m/s,#N/A,,old
842,4069,80,SBC083,-117.283,34.129,SCPT,2001.4.8,,Vs,258.177,m/s,15.55,m,m,m/s,#N/A,,old
843,4070,80,SBC084,-117.282,34.1586,SCPT,2001.4.19,,Vs,229.9413,m/s,11.75,m,m,m/s,#N/A,,old
844,4071,80,SBC085,-117.335,34.1375,SCPT,2001.4.19,,Vs,265.7116,m/s,11.5,m,m,m/s,#N/A,,old
845,4072,80,SBC086,-117.349,34.1541,SCPT,2001.4.19,,Vs,254.3248,m/s,9.85,m,m,m/s,#N/A,,old
846,4073,80,SBC087,-117.365,34.1355,SCPT,2001.4.20,,Vs,300.514,m/s,7.6,m,m,m/s,#N/A,,old
847,4074,80,SBC088,-117.369,34.1372,SCPT,2001.4.20,,Vs,259.9914,m/s,6.05,m,m,m/s,#N/A,,old
848,4075,80,SBC089,-117.375,34.1432,SCPT,2001.4.20,,Vs,334.3313,m/s,3.35,m,m,m/s,#N/A,,old
849,4076,80,SBC090,-117.168,34.0807,SCPT,2001.4.23,,Vs,269.635,m/s,9.75,m,m,m/s,#N/A,,old
850,4077,80,SBC091,-117.19,34.0811,SCPT,2001.4.23,,Vs,285.7618,m/s,25.75,m,m,m/s,#N/A,,old
851,4078,80,SBC092,-117.208,34.0819,SCPT,2001.4.23,,Vs,292.7467,m/s,25.75,m,m,m/s,#N/A,,old
852,4079,80,SBC093,-117.225,34.0753,SCPT,2001.4.24,,Vs,236.7614,m/s,17.75,m,m,m/s,#N/A,,old
853,4080,80,SBC094,-117.242,34.1067,SCPT,2001.4.24,,Vs,205.6317,m/s,5.55,m,m,m/s,#N/A,,old
854,4081,80,SBC096,-117.283,34.0692,SCPT,2001.4.25,,Vs,221.6362,m/s,19.75,m,m,m/s,#N/A,,old
855,4082,80,SBC097,-117.035,34.0462,SCPT,2001.4.25,,Vs,334.7128,m/s,13.75,m,m,m/s,#N/A,,old
856,4083,80,SBC098,-117.035,34.0128,SCPT,2001.4.25,,Vs,302.71,m/s,15.75,m,m,m/s,#N/A,,old
857,4084,80,SBC099,-117.361,34.4645,SCPT,2001.5.3,,Vs,326.0412,m/s,7.75,m,m,m/s,#N/A,,old
858,4085,80,SBC100,-117.358,34.4644,SCPT,2001.5.3,,Vs,306.4452,m/s,7.75,m,m,m/s,#N/A,,old
859,4086,80,SBC102,-117.361,34.4609,SCPT,2001.5.3,,Vs,456.4265,m/s,18.75,m,m,m/s,#N/A,,old
860,4087,80,SBC103,-117.365,34.4606,SCPT,2001.5.3,,Vs,478.45,m/s,12.1,m,m,m/s,#N/A,,old
