travelTimeMeta_ID,Vsi,Qtn_TT,Ic_TT,fz_TT,ztop_TT,zbot_TT,Group,Group_ID
274,184.1264568,146.6126883,2.316508958,0.856740881,9.8,11.75,Floodplain,2
274,259.036158,175.2672552,1.657470494,1.039096851,11.75,13.75,Floodplain,2
274,277.5351957,189.6510981,1.706823629,1.232399462,13.75,15.75,Floodplain,2
274,250.7813322,262.7637635,1.695471822,1.443409542,15.75,17.75,Floodplain,2
274,280.8167684,293.6923403,1.645165989,1.685446316,17.75,20,Floodplain,2
275,233.7852423,203.5370365,1.886779625,0.502936812,1.75,3.75,Floodplain,2
275,220.750671,168.3165008,1.79319967,0.878506438,3.75,5.75,Floodplain,2
275,215.501296,172.4434491,1.721302769,1.13181788,5.75,7.75,Floodplain,2
275,220.6118311,198.1192976,1.757077377,1.333420332,7.75,9.75,Floodplain,2
275,241.7239365,196.291318,1.718939327,1.558895347,9.75,12.1,Floodplain,2
275,301.1439169,172.3425627,2.003374942,1.756845211,12.1,13.65,Floodplain,2
276,250.7907814,174.6225342,1.764777876,0.49932433,1.75,3.75,Floodplain,2
276,230.0722717,143.1113151,1.701131949,0.831669736,3.75,5.75,Floodplain,2
276,211.8828114,139.91714,1.644704017,1.028733018,5.75,7.75,Floodplain,2
276,205.6855551,193.5684311,1.835524406,1.213790798,7.75,9.75,Floodplain,2
276,208.1780871,178.7460905,1.862711748,1.400930157,9.75,11.75,Floodplain,2
276,215.1063439,199.1498146,1.79161774,1.598387522,11.75,13.75,Floodplain,2
276,235.5039967,169.0616008,1.907791643,1.796996949,13.75,15.75,Floodplain,2
276,239.4453671,170.4831782,1.870570805,1.914909911,15.75,16.05,Floodplain,2
277,174.5319642,157.3855398,2.597211784,0.476126074,1.75,3.75,Floodplain,2
277,226.7935064,278.3324363,1.786575974,0.838875181,3.75,5.75,Floodplain,2
277,203.4578363,220.4192041,1.634576669,1.209874417,5.75,7.9,Floodplain,2
277,223.0141915,184.644259,1.765366814,1.4185007,7.9,9.75,Floodplain,2
277,231.1280013,158.9098138,1.735607635,1.610234259,9.75,11.75,Floodplain,2
277,240.1857313,154.1859595,1.651922599,1.808520407,11.75,13.75,Floodplain,2
277,253.252202,119.07023,1.815525469,2.004971943,13.75,15.75,Floodplain,2
278,235.1962232,179.9688087,1.877610991,0.505063571,1.75,3.75,Floodplain,2
278,175.9591245,159.3426643,1.868845099,0.881011552,3.75,5.75,Floodplain,2
278,197.5114355,167.5514346,1.693495887,1.131258203,5.75,7.75,Floodplain,2
278,201.7173114,174.6880155,1.868709856,1.325404697,7.75,9.75,Floodplain,2
278,203.3918218,158.6435973,2.019840221,1.515730142,9.75,11.75,Floodplain,2
278,211.6030928,219.928324,2.033355551,1.699536054,11.75,13.75,Floodplain,2
278,308.6719861,176.1555522,1.80937523,1.917063625,13.75,15.75,Floodplain,2
278,238.4247593,147.7949718,1.814004107,2.133470467,15.75,17.75,Floodplain,2
278,269.6619145,179.6903001,1.899616126,2.285903862,17.75,18.65,Floodplain,2
279,149.1720067,126.4432205,2.630284071,0.484353198,1.75,3.75,Floodplain,2
279,164.6257398,137.6895334,2.536235158,0.820435517,3.75,5.75,Floodplain,2
279,203.5494042,155.7512312,1.736492316,1.122959655,5.75,7.75,Floodplain,2
279,232.7680454,124.3483032,1.769461615,1.312282578,7.75,9.75,Floodplain,2
279,213.3631063,182.6063749,1.957529843,1.499676393,9.75,11.75,Floodplain,2
279,258.3652483,192.6389265,1.844072603,1.704487656,11.75,13.75,Floodplain,2
279,264.9274239,181.451721,1.842712319,1.913859877,13.75,15.75,Floodplain,2
279,224.199156,145.8686843,1.906514851,2.072123562,15.75,16.75,Floodplain,2
280,163.98186,142.1036722,2.874509127,0.365410741,1.75,3.75,Floodplain,2
280,187.8824709,257.6555193,2.475251831,0.523809165,3.75,5.75,Floodplain,2
280,196.9686147,242.4803728,2.070045594,0.704199367,5.75,7.75,Floodplain,2
280,188.7837142,254.8456382,2.067969761,0.892231971,7.75,9.75,Floodplain,2
280,253.8623086,164.7406352,1.610695068,1.07931193,9.75,11.75,Floodplain,2
280,252.8893967,233.8617579,1.559389769,1.272291587,11.75,13.75,Floodplain,2
280,254.8585148,178.6787085,1.6115561,1.471562127,13.75,15.75,Floodplain,2
280,218.6182221,164.0761285,1.682423904,1.664434666,15.75,17.75,Floodplain,2
280,284.2045603,132.8738602,1.753802086,1.851410889,17.75,19.75,Floodplain,2
281,195.6980091,133.2970145,2.86214041,0.485422651,1.75,3.8,Floodplain,2
281,186.9469434,162.3854879,2.665461806,0.830114939,3.8,5.75,Floodplain,2
281,215.0600448,253.3312005,2.319178927,1.194600408,5.75,7.75,Floodplain,2
281,229.1939511,196.1647445,1.956470887,1.570644762,7.75,9.75,Floodplain,2
281,232.8682378,178.3588168,2.118646036,1.898468683,9.75,11.75,Floodplain,2
281,219.7354565,195.2265781,2.195591829,2.093073405,11.75,13.75,Floodplain,2
281,244.6403385,173.2239132,2.150974003,2.280839204,13.75,15.75,Floodplain,2
281,239.8448055,126.9195272,1.861804394,2.481257986,15.75,17.75,Floodplain,2
281,237.4107629,129.5471642,1.895585408,2.678613276,17.75,19.8,Floodplain,2
282,140.4236456,125.8818722,2.837987799,0.395143665,1.75,3.75,Floodplain,2
282,148.8395048,94.92811854,2.895601136,0.541704392,3.75,5.75,Floodplain,2
282,145.5793978,78.39409955,2.902065352,0.67691033,5.75,7.75,Floodplain,2
282,139.7181478,68.40137341,2.840181271,0.788397612,7.75,9.75,Floodplain,2
282,122.1372412,43.01802119,3.109485383,0.911752683,9.75,11.75,Floodplain,2
282,122.8414505,30.68940848,3.182333756,1.029271856,11.75,13.75,Floodplain,2
282,114.6177378,30.0423722,3.275671612,1.152291029,13.75,15.75,Floodplain,2
282,139.1922307,112.6063738,2.749410928,1.288758098,15.75,17.75,Floodplain,2
282,263.1147109,210.6430977,1.660721614,1.480621446,17.75,19.75,Floodplain,2
282,285.5297628,186.3940411,1.583874002,1.687302048,19.75,21.75,Floodplain,2
282,255.1522809,187.2297909,1.56861548,1.880085055,21.75,23.75,Floodplain,2
282,285.4910015,236.657557,1.569388495,2.081741175,23.75,25.75,Floodplain,2
282,270.8342981,220.9242134,1.863917695,2.224801841,25.75,26.45,Floodplain,2
283,192.7828729,279.3310462,2.555591171,0.37200569,1.75,3.75,Floodplain,2
283,145.2380751,86.3406647,2.820658049,0.518870027,3.75,5.85,Floodplain,2
283,197.2744317,164.1365884,2.289144881,0.668591753,5.85,7.75,Floodplain,2
283,177.093257,179.3685561,2.368241737,0.82344781,7.75,9.75,Floodplain,2
283,168.5398935,33.93145374,3.278368492,0.960185999,9.75,11.75,Floodplain,2
283,205.5642539,201.3828645,2.388594831,1.108165807,11.75,13.75,Floodplain,2
283,234.4439918,186.0023549,1.683521442,1.298962193,13.75,15.75,Floodplain,2
283,244.6957399,185.0357929,1.650136957,1.501938378,15.75,17.75,Floodplain,2
283,258.4485921,150.057567,1.757579994,1.699707263,17.75,19.75,Floodplain,2
283,306.0083747,151.0298866,1.778282842,1.905832371,19.75,21.75,Floodplain,2
283,269.8421715,113.6353597,1.858895597,2.106483601,21.75,23.75,Floodplain,2
283,268.6186783,150.5696437,1.828219767,2.304850483,23.75,25.7,Floodplain,2
284,163.5967145,135.3760078,2.836043184,0.426566696,1.75,3.75,Floodplain,2
284,144.9823384,80.90172638,2.959986581,0.571903767,3.75,5.75,Floodplain,2
284,140.7413529,54.31749342,3.149398081,0.701554117,5.75,7.75,Floodplain,2
284,185.2781626,76.66246916,2.95723651,0.837851382,7.75,9.75,Floodplain,2
284,203.3954104,127.8243566,2.54994421,0.985904879,9.75,11.75,Floodplain,2
284,219.4332996,186.5227032,2.083521078,1.154343837,11.75,13.75,Floodplain,2
284,219.2629831,218.8995019,1.756627699,1.357068323,13.75,15.75,Floodplain,2
284,248.2897075,206.6979176,1.803866397,1.567250674,15.75,17.75,Floodplain,2
284,210.3657431,190.7339878,1.742059654,1.777452438,17.75,19.75,Floodplain,2
284,237.6724185,127.9155143,2.593934934,1.954197847,19.75,21.75,Floodplain,2
284,274.6100869,213.5346078,1.801397348,2.151382936,21.75,23.75,Floodplain,2
284,287.3208643,124.2539173,1.874389899,2.360901215,23.75,25.75,Floodplain,2
284,351.4852489,165.4995949,1.903290062,2.529547815,25.75,27,Floodplain,2
285,134.8750045,48.28130106,3.193914912,0.828552139,3.75,5.75,Floodplain,2
285,132.6253668,19.31694737,3.585564244,1.144175613,5.75,7.75,Floodplain,2
285,225.6071156,155.0984241,2.754763803,1.350015119,7.75,9.75,Floodplain,2
285,195.4276421,166.5417238,2.455947739,1.520989101,9.75,11.75,Floodplain,2
285,211.9691688,151.3173601,2.099008652,1.698015974,11.75,13.75,Floodplain,2
285,242.8772995,185.8875962,1.723359283,1.906487389,13.75,15.75,Floodplain,2
285,244.6344908,159.4782299,1.75937915,2.125307919,15.75,17.75,Floodplain,2
285,293.6369856,117.9513461,1.781234205,2.337573159,17.75,19.75,Floodplain,2
285,236.4963274,112.9504348,1.824854261,2.53226612,19.75,21.65,Floodplain,2
286,76.76064949,121.4563153,2.968307045,0.248071258,1.75,3.75,Floodplain,2
286,57.69460657,20.31429439,3.7778979,0.353380276,3.75,5.75,Floodplain,2
286,58.93971255,19.1188615,3.821163655,0.450528111,5.75,7.75,Floodplain,2
286,69.69090023,18.65464325,3.69047099,0.560156158,7.75,9.8,Floodplain,2
286,82.80777085,25.41551207,3.606422769,0.675019894,9.8,11.75,Floodplain,2
286,157.960768,254.9750347,2.166364594,0.819116802,11.75,13.75,Floodplain,2
286,192.5522898,234.6955821,1.556443097,1.024874052,13.75,15.75,Floodplain,2
286,235.1726186,191.9723451,1.620861058,1.224343946,15.75,17.75,Floodplain,2
286,208.4254059,204.2874094,1.567882328,1.423782472,17.75,19.75,Floodplain,2
286,202.336751,167.6031263,1.593753022,1.623104005,19.75,21.75,Floodplain,2
286,279.7422405,165.5056831,1.638484794,1.82105432,21.75,23.75,Floodplain,2
286,266.9133768,157.3566761,1.711233113,2.02207783,23.75,25.75,Floodplain,2
286,276.2880308,105.4202531,1.897100215,2.219205476,25.75,27.75,Floodplain,2
286,272.1658455,208.107229,1.789378366,2.442061668,27.75,30.15,Floodplain,2
287,214.7422928,175.1696211,1.693850467,0.280329164,1.75,3.75,Floodplain,2
287,233.9771535,188.8430359,1.668062071,0.457828006,3.75,5.75,Floodplain,2
287,227.6693547,224.2362739,1.622155995,0.648594677,5.75,7.75,Floodplain,2
287,292.3435042,200.278028,1.659476885,0.837799575,7.75,9.75,Floodplain,2
287,234.5288563,226.1736668,1.774302068,1.030507458,9.75,11.75,Floodplain,2
287,209.3361279,177.7620479,1.713896887,1.236224743,11.75,13.75,Floodplain,2
287,180.9059613,155.307024,2.150923443,1.416578605,13.75,15.75,Floodplain,2
287,230.2375793,155.2671564,1.766013155,1.611131649,15.75,17.75,Floodplain,2
287,276.0504079,124.6111457,1.708443032,1.796717806,17.75,19.75,Floodplain,2
287,282.2700385,111.3394022,1.750150505,1.942984703,19.75,20.85,Floodplain,2
288,269.1907743,181.9650873,1.808351799,0.495310446,1.75,3.75,Floodplain,2
288,233.8836906,161.6353862,1.757797548,0.866674139,3.75,5.75,Floodplain,2
288,288.9626865,193.3364446,1.722112738,1.25784222,5.75,7.75,Floodplain,2
288,195.7250148,173.604771,1.760282983,1.624176691,7.75,9.75,Floodplain,2
288,227.028288,145.9319158,1.705072436,1.841503061,9.75,11.75,Floodplain,2
288,254.7630079,128.8963077,1.884730297,2.045591501,11.75,13.75,Floodplain,2
288,240.3516119,127.0213516,1.882624678,2.251126313,13.75,15.75,Floodplain,2
288,209.3309521,132.8808762,1.90493884,2.457139866,15.75,17.75,Floodplain,2
288,245.1632037,119.6358351,1.933469064,2.675434739,17.75,20.1,Floodplain,2
289,218.2003593,184.0359861,2.127852112,0.507356387,1.75,3.75,Floodplain,2
289,220.5070366,173.4230102,2.057406056,0.845990782,3.75,5.75,Floodplain,2
289,164.6053096,154.8348624,2.268139611,1.051423431,5.75,7.75,Floodplain,2
289,205.8034165,167.7683913,2.297534412,1.226465479,7.75,9.75,Floodplain,2
289,177.6373338,150.7173806,2.357262691,1.408655453,9.75,11.75,Floodplain,2
289,175.9252004,145.8590648,2.448316624,1.591218615,11.75,13.75,Floodplain,2
289,260.4382556,245.3635534,2.147429868,1.778633635,13.75,15.75,Floodplain,2
289,263.4417847,278.2555884,2.074736694,1.987899385,15.75,17.75,Floodplain,2
289,221.857616,273.5711206,2.051907742,2.20894461,17.75,19.85,Floodplain,2
290,309.1787312,308.9043251,1.970343534,0.355578135,1.75,3.75,Floodplain,2
290,221.4603841,186.2320501,1.704546319,0.54664464,3.75,5.75,Floodplain,2
290,179.6108803,210.9475325,2.229095844,0.728061102,5.75,7.75,Floodplain,2
290,216.5472168,176.3438835,1.88169465,0.916619941,7.75,9.75,Floodplain,2
290,166.9033439,102.694511,2.67570799,1.09273403,9.75,11.75,Floodplain,2
290,281.3549819,240.9420407,2.00958992,1.272443649,11.75,13.75,Floodplain,2
290,269.3099787,202.8093886,2.005690258,1.472553432,13.75,15.75,Floodplain,2
290,295.8298523,261.7935888,1.979372844,1.680944517,15.75,17.75,Floodplain,2
290,239.9888694,198.9925072,2.044128585,1.87995726,17.75,19.75,Floodplain,2
290,242.6845277,204.4571718,2.016823042,2.083739631,19.75,21.75,Floodplain,2
290,272.1106933,196.3857582,2.050416951,2.286857034,21.75,23.75,Floodplain,2
290,256.8092637,198.46637,1.949646136,2.501903812,23.75,25.75,Floodplain,2
290,248.5558702,127.4562887,1.959264685,2.713932517,25.75,27.75,Floodplain,2
290,296.016188,182.4158736,1.972945289,2.89839258,27.75,29.35,Floodplain,2
291,168.430189,187.5868581,2.790879288,0.352332771,1.75,3.75,Floodplain,2
291,146.6966566,135.1798799,2.88086275,0.51144431,3.75,5.75,Floodplain,2
291,149.4570555,121.807234,2.873209747,0.671501733,5.75,7.75,Floodplain,2
291,160.3174246,106.7441329,2.879262646,0.830957303,7.75,9.75,Floodplain,2
291,158.4103813,80.73984151,2.833562554,0.973754589,9.75,11.75,Floodplain,2
291,187.5383593,150.9830058,2.346907281,1.124756003,11.75,13.75,Floodplain,2
291,272.5267027,188.3548325,1.72190196,1.32302313,13.75,15.75,Floodplain,2
291,241.0665033,274.4533422,1.562073898,1.529936515,15.75,17.75,Floodplain,2
291,273.5221776,182.1362305,1.644928292,1.746308542,17.75,19.95,Floodplain,2
292,166.2380554,194.2715153,2.811902991,0.302465096,1.75,3.75,Floodplain,2
292,170.5450858,143.7223484,2.858710439,0.461668624,3.75,5.75,Floodplain,2
292,181.6448087,123.0783913,2.922098718,0.614669928,5.75,7.75,Floodplain,2
292,159.3404689,56.98670714,3.166336793,0.755523571,7.75,9.75,Floodplain,2
292,158.0553955,56.58931873,3.178793735,0.889450228,9.75,11.75,Floodplain,2
292,169.0543836,35.35221283,3.356291724,1.022537422,11.75,13.75,Floodplain,2
292,214.939874,115.3301405,2.604611379,1.162178229,13.75,15.75,Floodplain,2
292,307.6799038,223.9844215,1.708037691,1.360994753,15.75,17.75,Floodplain,2
292,258.9215835,220.2506578,1.639451084,1.593442681,17.75,20.25,Floodplain,2
293,185.2166215,249.0944803,2.447898846,0.481853545,1.75,3.75,Floodplain,2
293,150.2441516,118.5683235,2.812185437,0.71761459,3.75,5.75,Floodplain,2
293,164.2397523,250.1772755,2.238324104,0.868740611,5.75,7.75,Floodplain,2
293,237.5059087,235.955293,2.154168817,1.047313271,7.75,9.75,Floodplain,2
293,204.5809297,211.7176396,2.028065607,1.234338259,9.75,11.75,Floodplain,2
293,239.7483753,144.2213302,1.772398544,1.42732,11.75,13.75,Floodplain,2
293,247.5162579,182.7572448,1.766826703,1.625757069,13.75,15.75,Floodplain,2
293,224.9441757,155.3326844,1.757662445,1.82697705,15.75,17.75,Floodplain,2
293,247.4028372,145.3225952,1.832236142,2.026225948,17.75,19.85,Floodplain,2
294,216.9226605,267.5238874,2.605698265,0.499124806,1.75,3.75,Floodplain,2
294,175.2682901,185.5325706,2.276259343,0.821351047,3.75,5.75,Floodplain,2
294,179.1092053,136.2117606,2.29040781,0.998421971,5.75,7.75,Floodplain,2
294,287.2683795,218.859484,1.919043162,1.177804957,7.75,9.75,Floodplain,2
294,283.4959757,183.0654003,1.727372437,1.383022317,9.75,11.75,Floodplain,2
294,192.3567911,146.7321346,1.772354724,1.580965381,11.75,13.75,Floodplain,2
294,199.7666423,162.3395588,1.820263823,1.774254422,13.75,15.75,Floodplain,2
294,206.8791235,148.9747282,2.33429137,1.948786113,15.75,17.75,Floodplain,2
294,271.9957133,151.8952971,1.948691776,2.152936392,17.75,19.95,Floodplain,2
295,125.9428177,139.6739731,2.832299017,0.315640809,1.75,3.75,Floodplain,2
295,119.0966379,70.50212787,3.110062721,0.454983288,3.75,5.75,Floodplain,2
295,76.89027948,28.98839454,3.367959634,0.573635867,5.75,7.75,Floodplain,2
295,85.45049974,26.76429537,3.37863258,0.687660667,7.75,9.75,Floodplain,2
295,119.3001798,185.5308034,2.35839097,0.818398214,9.75,11.75,Floodplain,2
295,234.2919424,267.7881535,1.519718121,1.015292581,11.75,13.75,Floodplain,2
295,233.9641012,233.2481674,1.572390804,1.224844301,13.75,15.75,Floodplain,2
295,209.2050952,171.6146315,1.522468898,1.418849172,15.75,17.75,Floodplain,2
295,241.379298,162.0563898,1.547322644,1.612034708,17.75,19.95,Floodplain,2
296,196.3475781,260.9329079,2.155985591,0.454156922,1.75,3.75,Floodplain,2
296,172.679466,196.4560162,2.118886602,0.635534687,3.75,5.75,Floodplain,2
296,200.4961566,189.7829672,1.916104562,0.808966561,5.75,7.75,Floodplain,2
296,204.2232769,190.1178304,1.854915439,1.007560763,7.75,9.75,Floodplain,2
296,207.9447021,196.3865712,1.569533062,1.205031402,9.75,11.75,Floodplain,2
296,219.6665522,223.9134197,1.545455973,1.407032115,11.75,13.75,Floodplain,2
296,244.5852098,190.6082222,1.597567602,1.609649106,13.75,15.75,Floodplain,2
296,234.2011822,162.0316895,1.782167033,1.811417816,15.75,17.75,Floodplain,2
296,254.2531945,185.8217273,1.683713952,2.027291715,17.75,19.75,Floodplain,2
297,201.1552321,202.0102836,2.478878088,0.477311102,1.75,3.75,Floodplain,2
297,139.9207064,70.48538315,3.046730633,0.658666137,3.75,5.75,Floodplain,2
297,152.1134611,63.476076,3.167078956,0.793490999,5.75,7.75,Floodplain,2
297,171.8746101,71.38549895,3.025566035,0.933065991,7.75,9.75,Floodplain,2
297,192.6701373,146.6189138,2.479754886,1.094254399,9.75,11.75,Floodplain,2
297,179.7072577,185.1640582,2.373621479,1.260821226,11.75,13.75,Floodplain,2
297,205.5161281,182.4037343,2.136060305,1.444794049,13.75,15.75,Floodplain,2
297,204.2163165,192.5658272,2.228178496,1.637737901,15.75,17.75,Floodplain,2
297,250.2542892,233.2374321,1.95904125,1.857179967,17.75,19.85,Floodplain,2
298,212.5295353,261.9493424,1.837085019,0.259975932,1.75,3.75,Floodplain,2
298,208.8691443,195.0061139,1.872887796,0.439559811,3.75,5.75,Floodplain,2
298,179.4289444,193.5238214,2.290328365,0.613469557,5.75,7.75,Floodplain,2
298,198.1945124,215.8360373,2.144519798,0.779452691,7.75,9.75,Floodplain,2
298,207.2962577,238.492551,2.138850022,0.963129586,9.75,11.75,Floodplain,2
298,223.3327034,202.2737972,1.972010046,1.137026228,11.75,13.75,Floodplain,2
298,211.0930024,198.1908906,1.572262737,1.331889672,13.75,15.75,Floodplain,2
298,238.9346406,176.1442728,1.676819242,1.531568787,15.75,17.75,Floodplain,2
298,273.6750121,222.0917532,1.595366365,1.743582612,17.75,19.95,Floodplain,2
299,125.984945,162.9977429,2.745585049,0.189496981,1.75,3.75,Floodplain,2
299,151.8920075,164.3150719,2.293039567,0.334670776,3.75,5.95,Floodplain,2
299,194.1770185,232.2377534,1.823302439,0.510447206,5.95,7.75,Floodplain,2
299,191.3930019,294.1114149,1.714505766,0.709882177,7.75,10.15,Floodplain,2
299,240.4038784,248.2275426,1.612747531,0.921177269,10.15,11.75,Floodplain,2
299,225.5756078,249.8636674,1.615321401,1.10674607,11.75,13.75,Floodplain,2
299,262.9809147,234.4837276,1.474252334,1.316989305,13.75,15.75,Floodplain,2
299,226.6637162,193.6464089,1.542756792,1.510327453,15.75,17.75,Floodplain,2
299,261.4001752,226.4610544,1.516426796,1.738739509,17.75,20.25,Floodplain,2
300,184.4195583,264.9370912,2.70400317,0.516746262,1.75,3.75,Floodplain,2
300,152.3852003,109.0497039,2.925089175,0.814668657,3.75,5.75,Floodplain,2
300,178.9282838,113.6525264,2.810540946,0.965706719,5.75,7.75,Floodplain,2
300,177.3174488,143.7068625,2.732606161,1.10190266,7.75,9.75,Floodplain,2
300,196.545888,200.3381302,2.38973658,1.269101568,9.75,11.75,Floodplain,2
300,177.3776106,142.1840177,2.597190133,1.435711208,11.75,13.75,Floodplain,2
300,204.5121076,137.9315549,2.703002162,1.590292968,13.75,15.75,Floodplain,2
300,211.1349361,255.7581216,2.260829083,1.767282859,15.75,17.75,Floodplain,2
300,230.1053416,220.315729,2.303788376,1.958921691,17.75,19.8,Floodplain,2
301,254.4053278,442.8885199,2.173738799,0.478461581,1.75,3.75,Floodplain,2
301,248.7725979,268.4251222,2.379897993,0.662528501,3.75,5.75,Floodplain,2
301,170.0992833,135.5847591,2.434464562,0.831769359,5.75,7.75,Floodplain,2
301,169.9387031,175.1018376,2.379277071,0.99458854,7.75,9.75,Floodplain,2
301,187.9694219,164.8125498,2.48573573,1.157954071,9.75,11.75,Floodplain,2
301,234.6118882,241.0211592,2.128572498,1.343044376,11.75,13.75,Floodplain,2
301,193.7713023,236.4941477,1.991764211,1.541889408,13.75,15.75,Floodplain,2
301,283.9601386,210.9069463,1.91377781,1.742711043,15.75,17.65,Floodplain,2
302,159.7222971,156.8747954,2.005703543,0.345583531,1.75,3.75,Floodplain,2
302,138.0860685,99.93766453,2.458827087,0.469420627,3.75,5.75,Floodplain,2
302,187.0187467,200.6299419,1.867803691,0.612371904,5.75,7.75,Floodplain,2
302,153.272922,100.7779984,2.281797001,0.789067847,7.75,9.75,Floodplain,2
302,199.9219077,173.733783,1.855160215,0.951404099,9.75,11.75,Floodplain,2
302,230.7707962,191.1944334,1.716753773,1.137858215,11.75,13.75,Floodplain,2
302,252.0718624,176.1032847,1.601356697,1.333608331,13.75,15.75,Floodplain,2
302,281.8337079,147.9624982,1.60775729,1.523272502,15.75,17.75,Floodplain,2
302,227.9827173,90.49467343,1.810791475,1.726828751,17.75,20.45,Floodplain,2
303,129.3962081,70.03951282,3.153572641,0.389493643,1.75,3.75,Floodplain,2
303,103.4252591,66.06502239,3.392086424,0.518003285,3.75,5.75,Floodplain,2
303,85.07031795,15.63847032,3.889097771,0.644754467,5.75,7.75,Floodplain,2
303,82.96408615,7.879968572,4.439486139,0.762242889,7.75,9.75,Floodplain,2
303,91.11790217,9.524695927,4.122608531,0.883063967,9.75,11.75,Floodplain,2
303,95.37028811,10.13579765,4.021575371,1.006019042,11.75,13.75,Floodplain,2
303,198.652821,189.9530028,1.631241512,1.160540963,13.75,15.75,Floodplain,2
303,237.5011117,192.5451079,1.538004766,1.350662176,15.75,17.75,Floodplain,2
303,216.0632938,225.112612,1.5043168,1.549500737,17.75,19.75,Floodplain,2
303,223.8457008,183.6492612,1.587071962,1.739556773,19.75,21.45,Floodplain,2
304,174.8623456,239.9978546,2.710267853,0.498000101,1.75,3.75,Floodplain,2
304,182.209922,272.1339691,2.374962721,0.709116773,3.75,5.75,Floodplain,2
304,187.6617428,221.1647109,2.591025181,0.87785997,5.75,7.75,Floodplain,2
304,214.2296078,275.7756557,1.792910228,1.058988813,7.75,9.75,Floodplain,2
304,189.765639,135.2958107,2.480641898,1.252410825,9.75,11.75,Floodplain,2
304,208.6127557,235.929645,1.84326756,1.430703569,11.75,13.75,Floodplain,2
304,257.0496154,178.7218008,1.570664571,1.625404605,13.75,15.75,Floodplain,2
304,250.2439881,153.1578487,1.767250875,1.820736122,15.75,17.75,Floodplain,2
304,221.8389243,138.5430415,1.878081802,2.009522844,17.75,19.95,Floodplain,2
305,205.2903198,285.1271455,2.236623364,0.446301184,1.75,3.75,Floodplain,2
305,254.7082079,239.922047,1.618353174,0.638244231,3.75,5.75,Floodplain,2
305,241.7746688,386.1447634,1.525368321,0.852210073,5.75,7.75,Floodplain,2
305,260.340874,219.211861,1.535447666,1.063502136,7.75,9.75,Floodplain,2
305,232.925949,226.2685207,1.506020451,1.264303299,9.75,11.75,Floodplain,2
305,221.6113467,176.67916,1.631019337,1.463849327,11.75,13.75,Floodplain,2
305,259.3535438,160.893981,1.573425964,1.66153804,13.75,15.75,Floodplain,2
305,255.8808402,158.0092046,1.638324169,1.856820091,15.75,17.75,Floodplain,2
305,229.6818357,209.9212533,1.619570185,2.016920876,17.75,18.9,Floodplain,2
306,129.4210438,89.05793284,2.683946737,0.43342517,1.75,3.75,Floodplain,2
306,133.8544842,90.52293165,2.689309435,0.703812051,3.75,5.75,Floodplain,2
306,185.7843015,191.0584128,1.660830949,0.879091821,5.75,7.75,Floodplain,2
306,187.8679116,164.5523258,1.829240197,1.058263819,7.75,9.75,Floodplain,2
306,192.9296488,149.9711368,1.941399255,1.239263715,9.75,11.75,Floodplain,2
306,217.4415703,147.7946752,1.641870214,1.425540471,11.75,13.75,Floodplain,2
306,244.6240245,166.8056595,1.679453393,1.618486248,13.75,15.75,Floodplain,2
306,234.0388915,164.1761082,1.639717574,1.81242705,15.75,17.75,Floodplain,2
306,235.0915118,134.6318442,1.767416694,1.998386653,17.75,19.8,Floodplain,2
307,171.7117678,240.3644765,2.559412546,0.400782053,1.75,3.75,Floodplain,2
307,163.0704529,227.6159774,2.476372477,0.562333116,3.75,5.75,Floodplain,2
307,256.2299245,261.6166514,1.617971806,0.749439658,5.75,7.75,Floodplain,2
307,234.8581355,272.6985269,1.595057565,0.983782814,7.75,10.2,Floodplain,2
307,239.686701,205.7632511,1.647772973,1.188552146,10.2,11.75,Floodplain,2
307,283.3932424,217.8866926,1.619538744,1.37026035,11.75,13.75,Floodplain,2
307,275.6055362,224.6693625,1.565886895,1.579453374,13.75,15.7,Floodplain,2
308,221.706078,445.9784679,2.193640163,0.266547646,1.75,3.75,Floodplain,2
308,196.0755029,255.0302693,2.274711367,0.442537825,3.75,5.75,Floodplain,2
308,141.2406063,166.327463,2.484519643,0.606215845,5.75,7.75,Floodplain,2
308,220.2528071,254.8591264,1.943949587,0.777498892,7.75,9.75,Floodplain,2
308,229.8326745,184.7372367,1.731300355,0.969383677,9.75,11.75,Floodplain,2
308,235.1327203,190.4410598,1.788729577,1.16301118,11.75,13.75,Floodplain,2
308,240.4956241,244.5753548,1.880210575,1.358757861,13.75,15.75,Floodplain,2
308,233.938534,204.8451684,1.959390473,1.561955078,15.75,17.75,Floodplain,2
308,268.8057976,198.2243314,1.862210659,1.68817842,17.75,18.2,Floodplain,2
309,265.3012228,295.7575422,1.707981938,0.417812974,1.75,3.75,Floodplain,2
309,240.3130463,202.9332327,1.961417485,0.597766272,3.75,5.75,Floodplain,2
309,185.7541821,223.5958013,2.026205017,0.767250783,5.75,7.75,Floodplain,2
309,180.4178186,121.9546052,2.178991193,0.940329229,7.75,9.75,Floodplain,2
309,277.106074,213.7785651,1.644030881,1.111756068,9.75,11.75,Floodplain,2
309,252.8428177,158.8177842,1.638462298,1.313487598,11.75,13.75,Floodplain,2
309,235.5519879,156.4168834,1.711847902,1.504580752,13.75,15.75,Floodplain,2
309,238.4898487,163.6008747,1.645930164,1.696381505,15.75,17.75,Floodplain,2
309,268.6974189,213.5763009,1.674828472,1.854573967,17.75,18.8,Floodplain,2
