travelTimeMeta_ID,site_ID,Group,citation_ID,name,Geology (Holzer),search (Grant),Geology (Site Table),Geology (Mapping),longitude,latitude,method,date,quality,VelocityDataType,vsz_value,vsz_unit,z_value,z_unit,depth_unit,traveltime_unit,DGWT,Group
145,3372,Lagoonal,80,BZA019,Lagoonal,Texas,"",#N/A,-95.576,28.8838,SCPT,2006.1.7,,Vs,199.9603,m/s,20.15,m,m,m/s,-,Lagoonal
146,3373,Lagoonal,80,BZA020,Lagoonal,Texas,"",#N/A,-95.2183,29.0127,SCPT,2006.1.9,,Vs,123.1756,m/s,13.25,m,m,m/s,-,Lagoonal
147,3374,Floodplain,80,CCT001,Hb,Arkansas,"",#N/A,-91.4037,33.4179,SCPT,2004.11.30,,Vs,245.098,m/s,17.75,m,m,m/s,-,Floodplain
148,3375,Valley_Train,80,CGD001,Pvl2,Arkansas,"",#N/A,-90.303,35.8311,SCPT,2005.11.21,,Vs,273.7226,m/s,20.25,m,m,m/s,-,Valley_Train
149,3376,Valley_Train,80,CGD003,Pvl2,Arkansas,"",#N/A,-90.3987,35.9061,SCPT,2005.11.29,,Vs,230.2183,m/s,20.25,m,m,m/s,-,Valley_Train
150,3377,Valley_Train,80,CGD005,Pvl2,Arkansas,"",#N/A,-90.3329,35.934,SCPT,2005.11.29,,Vs,221.3599,m/s,20.25,m,m,m/s,-,Valley_Train
151,3378,Valley_Train,80,CGD010,Pvl2,Arkansas,"",#N/A,-90.5639,35.7779,SCPT,2005.12.3,,Vs,234.4819,m/s,18.85,m,m,m/s,-,Valley_Train
152,3379,Valley_Train,80,CGD012,Pvl2,Arkansas,"",#N/A,-90.5424,35.7785,SCPT,2005.12.4,,Vs,232.6784,m/s,20.25,m,m,m/s,-,Valley_Train
153,3380,Valley_Train,80,CGD013,Pvl2,Arkansas,"",#N/A,-90.5134,35.7791,SCPT,2005.12.4,,Vs,221.5536,m/s,20.25,m,m,m/s,-,Valley_Train
154,3381,Valley_Train,80,CGD014,Pvl2,Arkansas,"",#N/A,-90.3582,35.8029,SCPT,2005.12.4,,Vs,230.0091,m/s,20.25,m,m,m/s,-,Valley_Train
155,3382,Valley_Train,80,CGD015,Pvl2,Arkansas,"",#N/A,-90.3097,35.802,SCPT,2005.12.4,,Vs,247.6179,m/s,19.75,m,m,m/s,-,Valley_Train
156,3383,Valley_Train,80,CGD016,Pvl2,Arkansas,"",#N/A,-90.4206,35.805,SCPT,2005.12.5,,Vs,230.0091,m/s,20.25,m,m,m/s,-,Valley_Train
157,3384,Valley_Train,80,CGD017,Pvl2,Arkansas,"",#N/A,-90.4703,35.7927,SCPT,2005.12.5,,Vs,227.784,m/s,20.25,m,m,m/s,-,Valley_Train
158,3385,Valley_Train,80,CGD018,Pvl2,Arkansas,"",#N/A,-90.4537,35.8922,SCPT,2005.12.6,,Vs,240.6703,m/s,20.25,m,m,m/s,-,Valley_Train
159,3386,Valley_Train,80,CGD019,Pvl2,Arkansas,"",#N/A,-90.3226,35.7369,SCPT,2008.9.28,,Vs,228.6193,m/s,20.45,m,m,m/s,-,Valley_Train
160,3387,Beach_Dune,80,CHN001,Qhs,South carolina,"",#N/A,-79.79,32.7874,SCPT,2004.10.23,,Vs,237.1472,m/s,20.25,m,m,m/s,-,Beach_Dune
161,3388,Beach_Dune,80,CHN002,Qhs,South carolina,"",#N/A,-79.748,32.803,SCPT,2004.10.23,,Vs,236.2894,m/s,20.25,m,m,m/s,-,Beach_Dune
162,3389,Beach_Dune,80,CHN003,Qhs,South carolina,"",#N/A,-79.7629,32.7987,SCPT,2004.10.23,,Vs,206.0649,m/s,20.25,m,m,m/s,-,Beach_Dune
163,3390,Beach_Dune,80,CHN004,Qhs,South carolina,"",#N/A,-79.7739,32.7953,SCPT,2004.10.23,,Vs,166.9139,m/s,20.25,m,m,m/s,-,Beach_Dune
164,3391,Beach_Dune,80,CHN005,Qhs,South carolina,"",#N/A,-79.7988,32.7838,SCPT,2004.10.23,,Vs,168.5393,m/s,20.25,m,m,m/s,-,Beach_Dune
165,3392,Beach_Dune,80,CHN006,Qsbs,South carolina,"",#N/A,-79.81,32.8193,SCPT,2004.10.24,,Vs,224.054,m/s,20.25,m,m,m/s,-,Beach_Dune
166,3393,Beach_Dune,80,CHN007,Qws,South carolina,"",#N/A,-79.8134,32.8231,SCPT,2004.10.24,,Vs,262.5184,m/s,30.25,m,m,m/s,-,Beach_Dune
167,3394,Beach_Dune,80,CHN008,Qws,South carolina,"",#N/A,-79.8167,32.8287,SCPT,2004.10.24,,Vs,247.3433,m/s,20.25,m,m,m/s,-,Beach_Dune
168,3395,Beach_Dune,80,CHN009,Qsbs,South carolina,"",#N/A,-79.7766,32.8445,SCPT,2004.10.24,,Vs,231.3903,m/s,11.75,m,m,m/s,-,Beach_Dune
169,3396,Beach_Dune,80,CHN010,Qsbs,South carolina,"",#N/A,-79.8154,32.8152,SCPT,2004.10.25,,Vs,204.5868,m/s,20.25,m,m,m/s,-,Beach_Dune
170,3397,Beach_Dune,80,CHN011,Qws,South carolina,"",#N/A,-79.8051,32.8311,SCPT,2004.10.25,,Vs,204.918,m/s,20.25,m,m,m/s,-,Beach_Dune
171,3398,Beach_Dune,80,CHN012,Qsbs,South carolina,"",#N/A,-79.7989,32.831,SCPT,2004.10.25,,Vs,215.8388,m/s,20.25,m,m,m/s,-,Beach_Dune
172,3399,Beach_Dune,80,CHN013,Qsbs,South carolina,"",#N/A,-79.7832,32.8409,SCPT,2004.10.25,,Vs,222.6988,m/s,20.25,m,m,m/s,-,Beach_Dune
173,3400,Beach_Dune,80,CHN014,Qws,South carolina,"",#N/A,-79.787,32.8482,SCPT,2004.10.25,,Vs,219.4884,m/s,20.25,m,m,m/s,-,Beach_Dune
174,3401,Beach_Dune,80,CHN016,Qws,South carolina,"",#N/A,-79.7089,32.9121,SCPT,2004.10.26,,Vs,253.5769,m/s,19.85,m,m,m/s,-,Beach_Dune
175,3402,Beach_Dune,80,CHN017,Qws,South carolina,"",#N/A,-79.7187,32.9163,SCPT,2004.10.26,,Vs,247.3433,m/s,20.25,m,m,m/s,-,Beach_Dune
176,3403,Beach_Dune,80,CHN018,Qsbs,South carolina,"",#N/A,-79.7364,32.8808,SCPT,2004.10.26,,Vs,196.671,m/s,19.85,m,m,m/s,-,Beach_Dune
177,3404,Beach_Dune,80,CHN019,Qsbs,South carolina,"",#N/A,-79.7655,32.8603,SCPT,2004.10.27,,Vs,224.054,m/s,20.25,m,m,m/s,-,Beach_Dune
178,3405,Beach_Dune,80,CHN020,Qws,South carolina,"",#N/A,-79.815,32.8373,SCPT,2004.10.27,,Vs,226.5861,m/s,20.25,m,m,m/s,-,Beach_Dune
179,3406,Beach_Dune,80,CHN021,Qws,South carolina,"",#N/A,-79.825,32.8207,SCPT,2004.10.27,,Vs,233.5371,m/s,20.25,m,m,m/s,-,Beach_Dune
180,3407,Beach_Dune,80,CHN022,Qsbs,South carolina,"",#N/A,-79.8311,32.8049,SCPT,2004.10.30,,Vs,200.4752,m/s,20.25,m,m,m/s,-,Beach_Dune
181,3408,Beach_Dune,80,CHN023,Qsbs,South carolina,"",#N/A,-79.8472,32.7922,SCPT,2004.10.30,,Vs,193.5946,m/s,20.25,m,m,m/s,-,Beach_Dune
182,3409,Beach_Dune,80,CHN024,Qhs,South carolina,"",#N/A,-79.8186,32.7692,SCPT,2004.10.30,,Vs,190.8726,m/s,19.95,m,m,m/s,-,Beach_Dune
183,3410,Beach_Dune,80,CHN025,Qhs,South carolina,"",#N/A,-79.8145,32.7766,SCPT,2004.10.30,,Vs,162.4402,m/s,20.05,m,m,m/s,-,Beach_Dune
184,3411,Beach_Dune,80,CHN026,Qhs,South carolina,"",#N/A,-79.8051,32.7808,SCPT,2004.11.1,,Vs,233.4465,m/s,13.75,m,m,m/s,-,Beach_Dune
185,3412,Beach_Dune,80,CHN027,Qhs,South carolina,"",#N/A,-79.857,32.7602,SCPT,2004.11.1,,Vs,227.7374,m/s,20.05,m,m,m/s,-,Beach_Dune
186,3413,Beach_Dune,80,CHN028,Qhs,South carolina,"",#N/A,-79.8428,32.7597,SCPT,2004.11.1,,Vs,231.9558,m/s,20.15,m,m,m/s,-,Beach_Dune
187,3414,Beach_Dune,80,CHN029,Qws,South carolina,"",#N/A,-79.784,32.8682,SCPT,2004.11.2,,Vs,240.6804,m/s,19.95,m,m,m/s,-,Beach_Dune
188,3415,Beach_Dune,80,CHN030,Qws,South carolina,"",#N/A,-79.7554,32.8848,SCPT,2004.11.2,,Vs,232.5718,m/s,19.75,m,m,m/s,-,Beach_Dune
189,3416,Beach_Dune,80,CHN031,Qsbs,South carolina,"",#N/A,-79.752,32.8741,SCPT,2004.11.2,,Vs,319.5943,m/s,19.85,m,m,m/s,-,Beach_Dune
190,3417,Beach_Dune,80,CHN032,Qts,South carolina,"",#N/A,-80.0267,32.9043,SCPT,2004.11.3,,Vs,277.5493,m/s,20.25,m,m,m/s,-,Beach_Dune
191,3418,Beach_Dune,80,CHN033,Qts,South carolina,"",#N/A,-80.0323,32.9166,SCPT,2004.11.3,,Vs,281.7587,m/s,20.25,m,m,m/s,-,Beach_Dune
192,3419,Beach_Dune,80,CHN034,Qts,South carolina,"",#N/A,-80.0391,32.917,SCPT,2004.11.3,,Vs,237.6083,m/s,19.75,m,m,m/s,-,Beach_Dune
193,3420,Beach_Dune,80,CHN035,Qts,South carolina,"",#N/A,-80.013,32.8994,SCPT,2004.11.3,,Vs,276.3373,m/s,20.25,m,m,m/s,-,Beach_Dune
194,3421,Beach_Dune,80,CHN036,Qws,South carolina,"",#N/A,-79.8234,32.847,SCPT,2004.11.3,,Vs,230.2401,m/s,19.75,m,m,m/s,-,Beach_Dune
195,3422,Beach_Dune,80,CHN037,Qws,South carolina,"",#N/A,-79.4676,33.0991,SCPT,2004.11.5,,Vs,225.2453,m/s,15.15,m,m,m/s,-,Beach_Dune
196,3423,Beach_Dune,80,CHN038,Qsbs,South carolina,"",#N/A,-80.1276,32.5954,SCPT,2004.11.10,,Vs,221.6913,m/s,19.95,m,m,m/s,-,Beach_Dune
197,3424,Beach_Dune,80,CHN039,Qhs,South carolina,"",#N/A,-80.1283,32.5907,SCPT,2004.11.10,,Vs,166.0073,m/s,11.75,m,m,m/s,-,Beach_Dune
198,3425,Beach_Dune,80,CHN040,Qsbs,South carolina,"",#N/A,-80.1175,32.6016,SCPT,2004.11.10,,Vs,221.7908,m/s,18.85,m,m,m/s,-,Beach_Dune
199,3426,Beach_Dune,80,CHN041,Qsbs,South carolina,"",#N/A,-80.105,32.6039,SCPT,2004.11.10,,Vs,202.6821,m/s,19.95,m,m,m/s,-,Beach_Dune
200,3427,Beach_Dune,80,CHN042,Qhs,South carolina,"",#N/A,-80.0564,32.6245,SCPT,2004.11.10,,Vs,195.6802,m/s,19.75,m,m,m/s,-,Beach_Dune
201,3428,Beach_Dune,80,CHN043,Qhs,South carolina,"",#N/A,-80.0184,32.6178,SCPT,2004.11.12,,Vs,234.0879,m/s,19.75,m,m,m/s,-,Beach_Dune
202,3429,Beach_Dune,80,CHN044,Qhs,South carolina,"",#N/A,-80.049,32.6136,SCPT,2004.11.12,,Vs,236.7254,m/s,19.75,m,m,m/s,-,Beach_Dune
203,3430,Beach_Dune,80,CHN045,Qhs,South carolina,"",#N/A,-80.0603,32.6106,SCPT,2004.11.12,,Vs,187.2465,m/s,19.85,m,m,m/s,-,Beach_Dune
204,3431,Beach_Dune,80,CHN046,Qsbs,South carolina,"",#N/A,-80.1423,32.6101,SCPT,2004.11.12,,Vs,205.4583,m/s,19.95,m,m,m/s,-,Beach_Dune
205,3432,Beach_Dune,80,CHN047,Qws,South carolina,"",#N/A,-80.05,32.7444,SCPT,2004.11.13,,Vs,246.413,m/s,19.75,m,m,m/s,-,Beach_Dune
206,3433,Beach_Dune,80,CHN048,Qws,South carolina,"",#N/A,-80.0658,32.7306,SCPT,2004.11.13,,Vs,194.6196,m/s,19.75,m,m,m/s,-,Beach_Dune
207,3434,Beach_Dune,80,CHN049,Qws,South carolina,"",#N/A,-80.1784,32.6685,SCPT,2004.11.13,,Vs,183.7665,m/s,18.95,m,m,m/s,-,Beach_Dune
208,3435,Beach_Dune,80,CHN050,Qws,South carolina,"",#N/A,-80.1235,32.7023,SCPT,2004.11.13,,Vs,203.8815,m/s,19.75,m,m,m/s,-,Beach_Dune
209,3436,Beach_Dune,80,CHN051,Qsbs,South carolina,"",#N/A,-80.1625,32.5916,SCPT,2004.11.15,,Vs,225.9855,m/s,19.95,m,m,m/s,-,Beach_Dune
210,3437,Beach_Dune,80,CHN052,Qhs,South carolina,"",#N/A,-80.1774,32.5617,SCPT,2004.11.15,,Vs,193.4378,m/s,19.75,m,m,m/s,-,Beach_Dune
211,3438,Beach_Dune,80,CHN053,Qhs,South carolina,"",#N/A,-80.1583,32.57,SCPT,2004.11.15,,Vs,209.8309,m/s,19.85,m,m,m/s,-,Beach_Dune
212,3439,Beach_Dune,80,CHN054,Qhs,South carolina,"",#N/A,-79.9452,32.6736,SCPT,2004.11.16,,Vs,181.8932,m/s,19.85,m,m,m/s,-,Beach_Dune
213,3440,Beach_Dune,80,CHN055,Qhs,South carolina,"",#N/A,-79.9496,32.6538,SCPT,2004.11.16,,Vs,217.1547,m/s,19.95,m,m,m/s,-,Beach_Dune
214,3441,Beach_Dune,80,CHN056,Qhs,South carolina,"",#N/A,-79.9607,32.6487,SCPT,2004.11.16,,Vs,211.5754,m/s,19.85,m,m,m/s,-,Beach_Dune
215,3442,Beach_Dune,80,CHN057,Qhs,South carolina,"",#N/A,-79.9433,32.6569,SCPT,2004.11.17,,Vs,220.3446,m/s,19.95,m,m,m/s,-,Beach_Dune
216,3443,Beach_Dune,80,CHN058,Qhs,South carolina,"",#N/A,-79.9271,32.6627,SCPT,2004.11.17,,Vs,194.9261,m/s,16.75,m,m,m/s,-,Beach_Dune
217,3444,Beach_Dune,80,CHN059,Qsbs,South carolina,"",#N/A,-79.9655,32.7575,SCPT,2004.11.17,,Vs,227.3512,m/s,19.75,m,m,m/s,-,Beach_Dune
218,3445,Beach_Dune,80,CHN060,Qsbs,South carolina,"",#N/A,-79.9652,32.695,SCPT,2004.11.18,,Vs,226.7509,m/s,19.75,m,m,m/s,-,Beach_Dune
219,3446,Beach_Dune,80,CHN061,Qhs,South carolina,"",#N/A,-79.9193,32.6677,SCPT,2004.11.18,,Vs,201.9945,m/s,19.85,m,m,m/s,-,Beach_Dune
220,3447,Beach_Dune,80,CHN062,Qhs,South carolina,"",#N/A,-79.9018,32.6758,SCPT,2004.11.18,,Vs,189.9158,m/s,19.85,m,m,m/s,-,Beach_Dune
221,3448,Beach_Dune,80,CHN063,Qhs,South carolina,"",#N/A,-79.8915,32.6833,SCPT,2004.11.18,,Vs,185.6007,m/s,19.85,m,m,m/s,-,Beach_Dune
222,3449,Beach_Dune,80,CHN064,Qts,South carolina,"",#N/A,-80.0604,32.8982,SCPT,2004.11.19,,Vs,270.0313,m/s,19.85,m,m,m/s,-,Beach_Dune
223,3450,Beach_Dune,80,CHN065,Qts,South carolina,"",#N/A,-80.068,32.9118,SCPT,2004.11.19,,Vs,275.684,m/s,19.75,m,m,m/s,-,Beach_Dune
224,3451,Beach_Dune,80,CHN066,Qws,South carolina,"",#N/A,-79.9663,32.7359,SCPT,2004.11.20,,Vs,211.7281,m/s,19.75,m,m,m/s,-,Beach_Dune
225,3452,Beach_Dune,80,CHN067,Qws,South carolina,"",#N/A,-79.992,32.7695,SCPT,2004.11.20,,Vs,250.1254,m/s,19.95,m,m,m/s,-,Beach_Dune
226,3453,Beach_Dune,80,CHN068,Qsbs,South carolina,"",#N/A,-79.9387,32.7085,SCPT,2004.11.20,,Vs,235.8156,m/s,19.95,m,m,m/s,-,Beach_Dune
227,3454,Beach_Dune,80,CHN069,Qsbs,South carolina,"",#N/A,-79.9133,32.731,SCPT,2004.11.20,,Vs,259.2857,m/s,18.15,m,m,m/s,-,Beach_Dune
228,3455,Beach_Dune,80,CHN070,Qhs,South carolina,"",#N/A,-80.1515,32.5892,SCPT,2004.11.22,,Vs,222.736,m/s,19.75,m,m,m/s,-,Beach_Dune
229,3456,Beach_Dune,80,CHN071,Qhs,South carolina,"",#N/A,-80.1675,32.5778,SCPT,2004.11.22,,Vs,199.52,m/s,19.95,m,m,m/s,-,Beach_Dune
230,3457,Beach_Dune,80,CHN072,Qhs,South carolina,"",#N/A,-80.1785,32.5723,SCPT,2004.11.22,,Vs,232.076,m/s,17.35,m,m,m/s,-,Beach_Dune
231,3458,Beach_Dune,80,CHN073,Qhs,South carolina,"",#N/A,-80.1712,32.5753,SCPT,2004.11.22,,Vs,243.0249,m/s,19.25,m,m,m/s,-,Beach_Dune
232,3459,Beach_Dune,80,CHN074,Qws,South carolina,"",#N/A,-79.9679,32.7164,SCPT,2004.11.23,,Vs,255.6303,m/s,19.75,m,m,m/s,-,Beach_Dune
233,3460,Beach_Dune,80,CHN075,Qws,South carolina,"",#N/A,-79.9477,32.7298,SCPT,2004.11.23,,Vs,288.6161,m/s,19.75,m,m,m/s,-,Beach_Dune
234,3461,Beach_Dune,80,CHN076,Qhs,South carolina,"",#N/A,-79.9353,32.6621,SCPT,2004.11.23,,Vs,218.3285,m/s,19.75,m,m,m/s,-,Beach_Dune
235,3462,Floodplain,80,CLN001,Hpb,Arkansas,"",#N/A,-92.5832,33.3959,SCPT,2005.12.13,,Vs,195.0948,m/s,10.5,m,m,m/s,-,Floodplain
236,3463,Floodplain,80,CLN002,Hpb,Arkansas,"",#N/A,-92.5906,33.4169,SCPT,2005.12.13,,Vs,246.1511,m/s,13.75,m,m,m/s,-,Floodplain
237,3464,Floodplain,80,CLN003,Hpb,Arkansas,"",#N/A,-92.5874,33.4267,SCPT,2005.12.13,,Vs,215.0538,m/s,10.4,m,m,m/s,-,Floodplain
238,3465,Floodplain,80,CLN004,Hpb,Arkansas,"",#N/A,-92.5853,33.4356,SCPT,2005.12.13,,Vs,211.0164,m/s,10.65,m,m,m/s,-,Floodplain
239,3466,Floodplain,80,CLN005,Hpb,Arkansas,"",#N/A,-92.528,33.339,SCPT,2005.12.13,,Vs,187.0324,m/s,20.25,m,m,m/s,-,Floodplain
240,3467,Floodplain,80,CLN006,Hpb,Arkansas,"",#N/A,-92.5304,33.3477,SCPT,2005.12.13,,Vs,202.4291,m/s,17,m,m,m/s,-,Floodplain
241,3468,Valley_Train,80,CLY001,Pvl2,Arkansas,"",#N/A,-90.2322,36.2373,SCPT,2008.10.9,,Vs,223.8899,m/s,18.05,m,m,m/s,-,Valley_Train
242,3469,Floodplain,80,CMN001,Qas,Texas,"",#N/A,-97.5469,25.9473,SCPT,2005.1.14,,Vs,212.8219,m/s,20.25,m,m,m/s,-,Floodplain
243,3470,Floodplain,80,CMN002,Qas,Texas,"",#N/A,-97.5597,25.9527,SCPT,2005.1.14,,Vs,213.1803,m/s,20.25,m,m,m/s,-,Floodplain
244,3471,Floodplain,80,CMN003,Qas,Texas,"",#N/A,-97.5684,25.9572,SCPT,2005.1.14,,Vs,190.0181,m/s,19.95,m,m,m/s,-,Floodplain
245,3472,Floodplain,80,CMN004,Qam,Texas,"",#N/A,-97.5761,25.9611,SCPT,2005.1.14,,Vs,215.5126,m/s,19.95,m,m,m/s,-,Floodplain
246,3473,Floodplain,80,CMN005,Qas,Texas,"",#N/A,-97.5842,25.9655,SCPT,2005.1.15,,Vs,214.0592,m/s,20.25,m,m,m/s,-,Floodplain
247,3474,Floodplain,80,CMN006,Qas,Texas,"",#N/A,-97.5921,25.9729,SCPT,2005.1.15,,Vs,230.2183,m/s,20.25,m,m,m/s,-,Floodplain
248,3475,Floodplain,80,CMN007,Qas,Texas,"",#N/A,-97.5979,25.9816,SCPT,2005.1.15,,Vs,220.8047,m/s,20.25,m,m,m/s,-,Floodplain
249,3476,Floodplain,80,CMN008,Qas,Texas,"",#N/A,-97.6018,25.9903,SCPT,2005.1.15,,Vs,206.5483,m/s,20.25,m,m,m/s,-,Floodplain
250,3477,Floodplain,80,CMN009,Qam,Texas,"",#N/A,-97.6037,25.9993,SCPT,2005.1.15,,Vs,226.5861,m/s,20.25,m,m,m/s,-,Floodplain
251,3478,Floodplain,80,CMN010,Qam,Texas,"",#N/A,-97.6055,26.0079,SCPT,2005.1.16,,Vs,211.7758,m/s,20.25,m,m,m/s,-,Floodplain
252,3479,Floodplain,80,CMN011,Qas,Texas,"",#N/A,-97.607,26.0154,SCPT,2005.1.16,,Vs,242.9514,m/s,20.25,m,m,m/s,-,Floodplain
253,3480,Floodplain,80,CMN012,Qam,Texas,"",#N/A,-97.6224,26.0232,SCPT,2005.1.16,,Vs,200.9583,m/s,20.55,m,m,m/s,-,Floodplain
254,3481,Floodplain,80,CMN013,Qas,Texas,"",#N/A,-97.6308,26.0258,SCPT,2005.1.16,,Vs,227.6809,m/s,17.75,m,m,m/s,-,Floodplain
255,3482,Floodplain,80,CMN014,Qam,Texas,"",#N/A,-97.641,26.029,SCPT,2005.1.16,,Vs,217.0883,m/s,20.25,m,m,m/s,-,Floodplain
256,3483,Floodplain,80,CMN015,Qas,Texas,"",#N/A,-97.651,26.0329,SCPT,2005.1.17,,Vs,217.0883,m/s,20.25,m,m,m/s,-,Floodplain
257,3484,Floodplain,80,CMN016,Qas,Texas,"",#N/A,-97.6587,26.0392,SCPT,2005.1.17,,Vs,209.043,m/s,20.25,m,m,m/s,-,Floodplain
258,3485,Floodplain,80,CMN017,Qas,Texas,"",#N/A,-97.6713,26.0452,SCPT,2005.1.17,,Vs,201.7189,m/s,19.95,m,m,m/s,-,Floodplain
259,3486,Floodplain,80,CMN018,Qam,Texas,"",#N/A,-97.6827,26.0449,SCPT,2005.1.17,,Vs,211.5813,m/s,19.95,m,m,m/s,-,Floodplain
260,3487,Floodplain,80,CMN019,Qas,Texas,"",#N/A,-97.7047,26.0444,SCPT,2005.1.17,,Vs,213.3528,m/s,18.95,m,m,m/s,-,Floodplain
261,3488,Floodplain,80,CMN020,Qam,Texas,"",#N/A,-97.7206,26.0492,SCPT,2005.1.18,,Vs,215.5126,m/s,19.95,m,m,m/s,-,Floodplain
262,3489,Floodplain,80,CMN021,Qas,Texas,"",#N/A,-97.6181,26.057,SCPT,2005.1.18,,Vs,227.4597,m/s,19.35,m,m,m/s,-,Floodplain
263,3490,Floodplain,80,CMN022,Qas,Texas,"",#N/A,-97.6243,26.0468,SCPT,2005.1.19,,Vs,221.5864,m/s,19.75,m,m,m/s,-,Floodplain
264,3491,Floodplain,80,CMN023,Qas,Texas,"",#N/A,-97.6197,26.0739,SCPT,2005.1.19,,Vs,226.5428,m/s,19.75,m,m,m/s,-,Floodplain
265,3492,Floodplain,80, CMN024,,Texas,"",Qas,-97.6302,26.0847,SCPT,2005.1.19,,Vs,243.1895,m/s,19.55,m,m,m/s,#N/A,Floodplain
266,3493,Floodplain,80,CMN025,Qas,Texas,"",#N/A,-97.644,26.0921,SCPT,2005.1.20,,Vs,219.4688,m/s,19.75,m,m,m/s,-,Floodplain
267,3494,Floodplain,80,CMN026,Qas,Texas,"",#N/A,-97.6472,26.1066,SCPT,2005.1.20,,Vs,224.0063,m/s,19.95,m,m,m/s,-,Floodplain
268,3495,Floodplain,80,CMN027,Qas,Texas,"",#N/A,-97.6644,26.1187,SCPT,2005.1.20,,Vs,220.4804,m/s,19.55,m,m,m/s,-,Floodplain
269,3496,Floodplain,80,CMN028,Qam,Texas,"",#N/A,-97.6653,26.0618,SCPT,2005.1.20,,Vs,232.1617,m/s,19.75,m,m,m/s,-,Floodplain
270,3497,Floodplain,80,CMN029,Qam,Texas,"",#N/A,-97.6059,26.1127,SCPT,2005.1.21,,Vs,205.7449,m/s,18.05,m,m,m/s,-,Floodplain
271,3498,Floodplain,80,CMN030,Qam,Texas,"",#N/A,-97.5749,26.1246,SCPT,2005.1.21,,Vs,209.6863,m/s,19.05,m,m,m/s,-,Floodplain
272,3499,Floodplain,80,CMN031,Qas,Texas,"",#N/A,-97.5435,26.0895,SCPT,2005.1.21,,Vs,226.5475,m/s,17.75,m,m,m/s,-,Floodplain
273,3500,Floodplain,80,CMN032,Qas,Texas,"",#N/A,-97.5756,26.0741,SCPT,2005.1.21,,Vs,215.5235,m/s,14.8,m,m,m/s,-,Floodplain
274,3501,Floodplain,80,CNC001,Hb,Arkansas,"",#N/A,-90.204,35.211,SCPT,2003.9.29,,Vs,191.7913,m/s,20,m,m,m/s,1.4,Floodplain
275,3502,Floodplain,80,CNC002,Hpm1,Arkansas,"",#N/A,-90.1843,35.2192,SCPT,2003.9.29,,Vs,222.6754,m/s,13.65,m,m,m/s,5.3,Floodplain
276,3503,Floodplain,80,CNC003,Hpm1,Arkansas,"",#N/A,-90.1398,35.2181,SCPT,2003.9.29,,Vs,220.2552,m/s,16.05,m,m,m/s,4.6,Floodplain
277,3504,Floodplain,80,CNC004,Hpm1,Arkansas,"",#N/A,-90.2545,35.2561,SCPT,2003.9.29,,Vs,204.9714,m/s,15.75,m,m,m/s,>6.6,Floodplain
278,3505,Floodplain,80,CNC005,Hpm1,Arkansas,"",#N/A,-90.2233,35.2767,SCPT,2003.9.30,,Vs,217.0624,m/s,18.65,m,m,m/s,>5.3,Floodplain
279,3506,Floodplain,80,CNC006,Hpm1,Arkansas,"",#N/A,-90.2006,35.2989,SCPT,2003.9.30,,Vs,201.8802,m/s,16.75,m,m,m/s,>6,Floodplain
280,3507,Floodplain,80,CNC007,Hpm4,Arkansas,"",#N/A,-90.2719,35.3101,SCPT,2003.9.30,,Vs,212.0464,m/s,19.75,m,m,m/s,>1.5,Floodplain
281,3508,Floodplain,80,CNC008,Hpm4,Arkansas,"",#N/A,-90.3255,35.263,SCPT,2003.9.30,,Vs,215.7803,m/s,19.8,m,m,m/s,10.1,Floodplain
282,3509,Floodplain,80,CNC009,Hb,Arkansas,"",#N/A,-90.3272,35.2061,SCPT,2003.10.1,,Vs,158.7063,m/s,26.45,m,m,m/s,2.1,Floodplain
283,3510,Floodplain,80,CNC010,Hb,Arkansas,"",#N/A,-90.3635,35.1665,SCPT,2003.10.1,,Vs,210.2593,m/s,25.7,m,m,m/s,>1.3,Floodplain
284,3511,Floodplain,80,CNC011,Hb,Arkansas,"",#N/A,-90.2926,35.1546,SCPT,2003.10.1,,Vs,203.9275,m/s,27,m,m,m/s,>2.2,Floodplain
285,3512,Floodplain,80,CNC012,Hb,Arkansas,"",#N/A,-90.365,35.1188,SCPT,2003.10.3,,Vs,191.6777,m/s,21.65,m,m,m/s,7.3,Floodplain
286,3513,Floodplain,80,CNC013,Hb,Arkansas,"",#N/A,-90.2807,35.2114,SCPT,2003.10.6,,Vs,125.192,m/s,30.15,m,m,m/s,>.4,Floodplain
287,3514,Floodplain,80,CNC014,Hpm1,Arkansas,"",#N/A,-90.2547,35.2107,SCPT,2003.10.6,,Vs,228.8443,m/s,20.85,m,m,m/s,>.3,Floodplain
288,3515,Floodplain,80,CNC015,Hchm,Arkansas,"",#N/A,-90.298,35.2638,SCPT,2003.10.7,,Vs,228.513,m/s,20.1,m,m,m/s,>8.7,Floodplain
289,3516,Floodplain,80,CNC016,Hpm1,Arkansas,"",#N/A,-90.1291,35.1928,SCPT,2003.10.7,,Vs,206.1481,m/s,19.85,m,m,m/s,>4.8,Floodplain
290,3517,Floodplain,80,CNC017,Hpm1,Arkansas,"",#N/A,-90.1405,35.143,SCPT,2003.10.7,,Vs,234.2378,m/s,29.35,m,m,m/s,>1.1,Floodplain
291,3518,Floodplain,80,CNC018,Hb,Arkansas,"",#N/A,-90.1318,35.1614,SCPT,2003.10.8,,Vs,182.8933,m/s,19.95,m,m,m/s,>1.3,Floodplain
