travelTimeMeta_ID,site_ID,Group,citation_ID,name,Geology (Holzer),search (Grant),Geology (Site Table),Geology (Mapping),longitude,latitude,method,date,quality,VelocityDataType,vsz_value,vsz_unit,z_value,z_unit,depth_unit,traveltime_unit,DGWT,Group
292,3519,Floodplain,80,CNC019,Hb,Arkansas,"",#N/A,-90.1272,35.1708,SCPT,2003.10.8,,Vs,182.2518,m/s,20.25,m,m,m/s,>.9,Floodplain
293,3520,Floodplain,80,CNC020,Hpm1,Arkansas,"",#N/A,-90.1158,35.2097,SCPT,2003.10.8,,Vs,198.9775,m/s,19.85,m,m,m/s,>3.7,Floodplain
294,3521,Floodplain,80,CNC021,Hpm1,Arkansas,"",#N/A,-90.1129,35.2401,SCPT,2003.10.8,,Vs,210.9772,m/s,19.95,m,m,m/s,>4.4,Floodplain
295,3522,Floodplain,80,CNC022,Hb,Arkansas,"",#N/A,-90.166,35.2482,SCPT,2003.10.9,,Vs,135.0071,m/s,19.95,m,m,m/s,>1.1,Floodplain
296,3523,Floodplain,80,CNC023,Hpm1,Arkansas,"",#N/A,-90.2012,35.2701,SCPT,2003.10.9,,Vs,209.7939,m/s,19.75,m,m,m/s,>2.4,Floodplain
297,3524,Floodplain,80,CNC024,Hpm1,Arkansas,"",#N/A,-90.2009,35.2871,SCPT,2003.10.9,,Vs,181.0636,m/s,19.85,m,m,m/s,>3.1,Floodplain
298,3525,Floodplain,80,CNC025,Hchm,Arkansas,"",#N/A,-90.1961,35.3089,SCPT,2003.10.9,,Vs,209.0319,m/s,19.95,m,m,m/s,>.3,Floodplain
299,3526,Floodplain,80,CNC026,Hpm1,Arkansas,"",#N/A,-90.2153,35.3794,SCPT,2003.10.10,,Vs,190.1766,m/s,20.25,m,m,m/s,>0,Floodplain
300,3527,Floodplain,80,CNC027,Hpm4,Arkansas,"",#N/A,-90.3076,35.307,SCPT,2003.10.10,,Vs,185.9504,m/s,19.8,m,m,m/s,>4.1,Floodplain
301,3528,Floodplain,80,CNC028,Hpm4,Arkansas,"",#N/A,-90.3252,35.3004,SCPT,2003.10.10,,Vs,209.0242,m/s,17.65,m,m,m/s,>2.1,Floodplain
302,3529,Floodplain,80,CNC029,Hpm1,Arkansas,"",#N/A,-90.1936,35.3791,SCPT,2003.10.13,,Vs,191.0679,m/s,20.45,m,m,m/s,>1.4,Floodplain
303,3530,Floodplain,80,CNC030,Hchm,Arkansas,"",#N/A,-90.2317,35.3796,SCPT,2003.10.13,,Vs,121.9443,m/s,21.45,m,m,m/s,>2,Floodplain
304,3531,Floodplain,80,CNC031,Hpm4,Arkansas,"",#N/A,-90.3063,35.3513,SCPT,2003.10.13,,Vs,200.4219,m/s,19.95,m,m,m/s,>3,Floodplain
305,3532,Floodplain,80,CNC032,Hpm4,Arkansas,"",#N/A,-90.3063,35.3655,SCPT,2003.10.13,,Vs,237.3775,m/s,18.9,m,m,m/s,>2.2,Floodplain
306,3533,Floodplain,80,CNC033,Hchm,Arkansas,"",#N/A,-90.1823,35.3297,SCPT,2003.10.14,,Vs,181.8516,m/s,19.8,m,m,m/s,>4.7,Floodplain
307,3534,Floodplain,80,CNC034,Hpm3,Arkansas,"",#N/A,-90.3857,35.432,SCPT,2003.10.14,,Vs,218.8153,m/s,15.7,m,m,m/s,>1.8,Floodplain
308,3535,Floodplain,80,CNC035,Hpm3,Arkansas,"",#N/A,-90.3859,35.4184,SCPT,2003.10.14,,Vs,209.0993,m/s,18.2,m,m,m/s,>.4,Floodplain
309,3536,Floodplain,80,CNC036,Hpm3,Arkansas,"",#N/A,-90.4198,35.3651,SCPT,2003.10.14,,Vs,231.7554,m/s,18.8,m,m,m/s,>1.7,Floodplain
310,3537,Valley_Train,80,CNC037,Pvl1,Arkansas,"",#N/A,-90.4841,35.4198,SCPT,2008.10.11,,Vs,245.4843,m/s,20.25,m,m,m/s,-,Valley_Train
311,3538,Floodplain,80,CNC038,Hchm,Arkansas,"",#N/A,-90.2449,35.4194,SCPT,2008.10.18,,Vs,193.4467,m/s,20.25,m,m,m/s,-,Floodplain
312,3539,Floodplain,80,CSC001,Hpm3,Arkansas,"",#N/A,-90.5221,35.2988,SCPT,2003.10.2,,Vs,226.4319,m/s,17.75,m,m,m/s,>.5,Floodplain
313,3540,Floodplain,80,CSC002,Hpm3,Arkansas,"",#N/A,-90.5218,35.3097,SCPT,2003.10.2,,Vs,202.9445,m/s,19.85,m,m,m/s,>1.1,Floodplain
314,3541,Floodplain,80,CSC003,Hpm3,Arkansas,"",#N/A,-90.5227,35.326,SCPT,2003.10.2,,Vs,228.9053,m/s,23.9,m,m,m/s,>9.3,Floodplain
315,3542,Floodplain,80,CSC004,Hpm4,Arkansas,"",#N/A,-90.5609,35.1611,SCPT,2003.10.6,,Vs,210.8252,m/s,17.45,m,m,m/s,>7.7,Floodplain
316,3543,Floodplain,80,CSC005,Hpm4,Arkansas,"",#N/A,-90.5598,35.1793,SCPT,2003.10.6,,Vs,238.4774,m/s,20.8,m,m,m/s,>.8,Floodplain
317,3544,Floodplain,80,CSC006,Hpm3,Arkansas,"",#N/A,-90.5031,35.3745,SCPT,2003.10.15,,Vs,229.466,m/s,21.4,m,m,m/s,>2.3,Floodplain
318,3545,Floodplain,80,CSC007,Hpm3,Arkansas,"",#N/A,-90.5031,35.3545,SCPT,2003.10.15,,Vs,232.1386,m/s,19.3,m,m,m/s,>.4,Floodplain
319,3546,Floodplain,80,CSC008,Hchm,Arkansas,"",#N/A,-90.5302,35.4019,SCPT,2008.10.11,,Vs,182.2282,m/s,20.2,m,m,m/s,-,Floodplain
320,3547,Valley_Train,80,DKN001,Pvl1,Missouri,"",#N/A,-89.9611,36.2205,SCPT,2008.9.22,,Vs,228.0544,m/s,15.25,m,m,m/s,-,Valley_Train
321,3548,Valley_Train,80,DKN002,Pvl1,Missouri,"",#N/A,-89.9769,36.1034,SCPT,2008.9.23,,Vs,211.6375,m/s,20.55,m,m,m/s,-,Valley_Train
322,3549,Valley_Train,80,DKN009,Pvl2,Missouri,"",#N/A,-90.0715,36.1562,SCPT,2008.9.27,,Vs,234.88,m/s,20.35,m,m,m/s,-,Valley_Train
323,3550,Valley_Train,80,DKN010,Pvl2,Missouri,"",#N/A,-90.0871,36.1268,SCPT,2008.9.27,,Vs,226.7157,m/s,20.35,m,m,m/s,-,Valley_Train
324,3551,Valley_Train,80,DKN011,Pvl2,Missouri,"",#N/A,-90.0999,36.0975,SCPT,2008.9.27,,Vs,223.9956,m/s,20.35,m,m,m/s,-,Valley_Train
325,3552,Valley_Train,80,DKN012,Pvl2,Missouri,"",#N/A,-90.1503,36.047,SCPT,2008.9.27,,Vs,220.7637,m/s,20.35,m,m,m/s,-,Valley_Train
326,3553,Valley_Train,80,DKN013,Pvl2,Missouri,"",#N/A,-90.2478,36.0173,SCPT,2008.9.27,,Vs,217.1102,m/s,20.15,m,m,m/s,-,Valley_Train
327,3554,Floodplain,80,DSA001,Hpm,Arkansas,"",Floodplain,-91.3335,33.7972,SCPT,2004.11.30,,Vs,236.7314,m/s,20.25,m,m,m/s,#N/A,Floodplain
328,3555,Floodplain,80,DSA002,Hpm,Arkansas,"",Floodplain,-91.3336,33.7958,SCPT,2004.11.30,,Vs,252.6329,m/s,20.15,m,m,m/s,#N/A,Floodplain
329,3556,Floodplain,80,DSA003,Hpm,Arkansas,"",Floodplain,-91.3337,33.7933,SCPT,2004.11.30,,Vs,236.8207,m/s,20.35,m,m,m/s,#N/A,Floodplain
330,3557,Floodplain,80,DSO001,Hpm,Mississippi,"",Floodplain,-90.0016,34.9921,SCPT,2004.12.8,,Vs,208.4691,m/s,6.4,m,m,m/s,#N/A,Floodplain
331,3558,Floodplain,80,DSO002,Hpm,Mississippi,"",Floodplain,-89.9979,34.953,SCPT,2004.12.8,,Vs,190.9662,m/s,10.95,m,m,m/s,#N/A,Floodplain
332,3559,Floodplain,80,DSO003,Hpm,Mississippi,"",Floodplain,-89.9957,34.9348,SCPT,2004.12.8,,Vs,213.3106,m/s,3.75,m,m,m/s,#N/A,Floodplain
333,3560,Floodplain,80,DSO004,Hpm,Mississippi,"",Floodplain,-89.9915,34.8705,SCPT,2004.12.8,,Vs,238.8897,m/s,15.75,m,m,m/s,#N/A,Floodplain
334,3561,Floodplain,80,DSO005,Hpm,Mississippi,"",Floodplain,-89.9916,34.8614,SCPT,2004.12.9,,Vs,200,m/s,1.75,m,m,m/s,#N/A,Floodplain
335,3562,Floodplain,80,DSO006,Hpm,Mississippi,"",Floodplain,-89.9896,34.8579,SCPT,2004.12.9,,Vs,161.7375,m/s,1.75,m,m,m/s,#N/A,Floodplain
336,3563,Floodplain,80,DSO007,Hpm,Mississippi,"",Floodplain,-90.0778,34.8612,SCPT,2004.12.11,,Vs,267.9411,m/s,17.1,m,m,m/s,#N/A,Floodplain
337,3564,Floodplain,80,DSO008,Hpm,Mississippi,"",Floodplain,-90.0782,34.8639,SCPT,2004.12.11,,Vs,237.1472,m/s,20.25,m,m,m/s,#N/A,Floodplain
338,3565,Floodplain,80,DSO009,Hpm,Mississippi,"",Floodplain,-89.9896,34.8625,SCPT,2004.12.11,,Vs,227.477,m/s,20.25,m,m,m/s,#N/A,Floodplain
339,3566,Floodplain,80,DSO010,Hpm,Mississippi,"",Floodplain,-89.9931,34.933,SCPT,2004.12.11,,Vs,232.942,m/s,6.35,m,m,m/s,#N/A,Floodplain
340,3567,Floodplain,80,DSO011,Hpm,Mississippi,"",Floodplain,-89.9898,34.7231,SCPT,2004.12.12,,Vs,231.455,m/s,20.25,m,m,m/s,#N/A,Floodplain
341,3568,Floodplain,80,DSO012,Hpm1,Mississippi,"",#N/A,-90.2248,34.8758,SCPT,2004.12.13,,Vs,179.5618,m/s,19.75,m,m,m/s,-,Floodplain
342,3569,Floodplain,80,DSO013,Hb,Mississippi,"",#N/A,-90.2255,34.8673,SCPT,2004.12.13,,Vs,162.74,m/s,18.65,m,m,m/s,-,Floodplain
343,3570,Floodplain,80,DYR002,Hpm1,Tennessee,"",#N/A,-89.5315,36.1511,SCPT,2008.10.15,,Vs,201.5728,m/s,20.25,m,m,m/s,-,Floodplain
344,3571,Valley_Train,80,GEE001,Pvl2,Arkansas,"",#N/A,-90.3013,36.1571,SCPT,2008.10.9,,Vs,227.1205,m/s,20.35,m,m,m/s,-,Valley_Train
345,3572,Valley_Train,80,GEE002,Pvl2,Arkansas,"",#N/A,-90.3198,36.1097,SCPT,2008.10.9,,Vs,229.5423,m/s,16.55,m,m,m/s,-,Valley_Train
346,3573,Valley_Train,80,GEE003,Pvl2,Arkansas,"",#N/A,-90.3687,36.0478,SCPT,2008.10.9,,Vs,232.1734,m/s,20.35,m,m,m/s,-,Valley_Train
347,3574,Valley_Train,80,GEE004,Pvl2,Arkansas,"",#N/A,-90.4415,35.9722,SCPT,2008.10.9,,Vs,225.1291,m/s,20.05,m,m,m/s,-,Valley_Train
348,3575,Floodplain,80,HNC001,Hpb,Kentucky,"",Floodplain,-87.5922,37.8153,SCPT,2003.12.5,,Vs,173.3806,m/s,11.75,m,m,m/s,#N/A,Floodplain
349,3576,Floodplain,80,HNC002,Hpb,Kentucky,"",Floodplain,-87.6669,37.8043,SCPT,2003.12.5,,Vs,192.5327,m/s,19.75,m,m,m/s,#N/A,Floodplain
350,3577,Floodplain,80,HNC003,Hpb,Kentucky,"",Floodplain,-87.6908,37.8382,SCPT,2003.12.6,,Vs,252.1651,m/s,19.8,m,m,m/s,#N/A,Floodplain
351,3578,Floodplain,80,HNC004,Hpb,Kentucky,"",Floodplain,-87.6978,37.8552,SCPT,2003.12.6,,Vs,245.7246,m/s,13.65,m,m,m/s,#N/A,Floodplain
352,3579,Floodplain,80,HNC005,Hpb,Kentucky,"",Floodplain,-87.7019,37.8721,SCPT,2003.12.6,,Vs,200.4873,m/s,19.75,m,m,m/s,#N/A,Floodplain
353,3580,Floodplain,80,HNC006,Hpb,Kentucky,"",Floodplain,-87.7073,37.8204,SCPT,2003.12.6,,Vs,224.6147,m/s,20.55,m,m,m/s,#N/A,Floodplain
354,3581,Floodplain,80,HPD001,Hpb,Arkansas,"",#N/A,-93.8101,33.6062,SCPT,2005.12.21,,Vs,228.8996,m/s,13.75,m,m,m/s,-,Floodplain
355,3582,Floodplain,80,HPD002,Hpb,Arkansas,"",#N/A,-93.8103,33.597,SCPT,2005.12.21,,Vs,227.1226,m/s,13.75,m,m,m/s,-,Floodplain
356,3583,Floodplain,80,HPD003,Hpb,Arkansas,"",#N/A,-93.8151,33.6107,SCPT,2005.12.21,,Vs,212.1849,m/s,15.15,m,m,m/s,-,Floodplain
357,3584,Beach_Dune,80,HTH007,,Michigan,"",Beach ridge,-88.2449,47.1664,SCPT,2004.9.16,,Vs,231.5166,m/s,15.25,m,m,m/s,#N/A,Beach_Dune
358,3585,Beach_Dune,80,HTN001,Beach Ridg,Michigan,"",#N/A,-88.2634,47.1777,SCPT,2004.9.15,,Vs,230.9043,m/s,13.15,m,m,m/s,-,Beach_Dune
359,3586,Beach_Dune,80,HTN002,Beach Ridg,Michigan,"",#N/A,-88.2442,47.1795,SCPT,2004.9.15,,Vs,232.1941,m/s,8.9,m,m,m/s,-,Beach_Dune
360,3587,Beach_Dune,80,HTN003,Beach Ridg,Michigan,"",#N/A,-88.2449,47.1588,SCPT,2004.9.15,,Vs,245.3493,m/s,16.75,m,m,m/s,-,Beach_Dune
361,3588,Beach_Dune,80,HTN004,Beach Ridg,Michigan,"",#N/A,-88.2658,47.1579,SCPT,2004.9.15,,Vs,259.088,m/s,16.25,m,m,m/s,-,Beach_Dune
362,3589,Beach_Dune,80,HTN005,Beach Ridg,Michigan,"",#N/A,-88.2688,47.168,SCPT,2004.9.15,,Vs,258.4085,m/s,15.75,m,m,m/s,-,Beach_Dune
363,3590,Beach_Dune,80,HTN006,Beach Ridg,Michigan,"",#N/A,-88.2585,47.178,SCPT,2004.9.16,,Vs,228.9696,m/s,9.2,m,m,m/s,-,Beach_Dune
364,3591,Beach_Dune,80,HTN008,Beach Ridg,Michigan,"",#N/A,-88.2664,47.1617,SCPT,2004.9.16,,Vs,255.3664,m/s,17.25,m,m,m/s,-,Beach_Dune
365,3592,California,80,IMC001,,California,"Qal2",#N/A,-115.5347,33.0966,SCPT,2003.4.7,,Vs,194.0467,m/s,25.75,m,m,m/s,#N/A,Qal2
366,3593,California,80,IMC002,,California,"Qal2",#N/A,-115.5344,33.0966,SCPT,2003.4.7,,Vs,200.8235,m/s,29.75,m,m,m/s,#N/A,Qal2
367,3594,California,80,IMC003,,California,"Qal1",#N/A,-115.5333,33.0966,SCPT,2003.4.7,,Vs,190.6015,m/s,31.15,m,m,m/s,#N/A,Qal1
368,3595,California,80,IMC004,,California,"Qal1",#N/A,-115.5325,33.0966,SCPT,2003.4.7,,Vs,184.7407,m/s,21.55,m,m,m/s,#N/A,Qal1
369,3596,California,80,IMC005,,California,"Qal1",#N/A,-115.5322,33.0971,SCPT,2003.4.8,,Vs,176.5644,m/s,22.15,m,m,m/s,#N/A,Qal1
370,3597,California,80,IMC006,,California,"Qal1",#N/A,-115.5314,33.0972,SCPT,2003.4.8,,Vs,184.7675,m/s,21.3,m,m,m/s,#N/A,Qal1
371,3598,California,80,IMC007,,California,"Qal1",#N/A,-115.5312,33.0969,SCPT,2003.4.8,,Vs,170.0938,m/s,24.65,m,m,m/s,#N/A,Qal1
372,3599,California,80,IMC008,,California,"Qal1",#N/A,-115.5307,33.0966,SCPT,2003.4.8,,Vs,166.2773,m/s,21.35,m,m,m/s,#N/A,Qal1
373,3600,California,80,IMC009,,California,"Qal1",#N/A,-115.5328,33.0966,SCPT,2003.4.8,,Vs,182.1963,m/s,21.9,m,m,m/s,#N/A,Qal1
374,3601,California,80,IMC010,,California,"Qal2",#N/A,-115.5338,33.0966,SCPT,2003.4.9,,Vs,181.7138,m/s,23.75,m,m,m/s,#N/A,Qal2
375,3602,California,80,IMC031,,California,"Qal1",#N/A,-115.5306,33.0975,SCPT,2003.4.12,,Vs,184.0473,m/s,31.75,m,m,m/s,#N/A,Qal1
376,3603,California,80,IMC038,,California,"Qal1",#N/A,-115.5305,33.0973,SCPT,2003.4.13,,Vs,178.7643,m/s,31.45,m,m,m/s,#N/A,Qal1
377,3604,California,80,IMC050,,California,"Qal1",#N/A,-115.5305,33.0974,SCPT,2003.4.14,,Vs,185.098,m/s,31.45,m,m,m/s,#N/A,Qal1
378,3605,California,80,KER006,,California,"Qal1",#N/A,-118.2913,34.8212,SCPT,2011.1.20,,Vs,286.8042,m/s,10.15,m,m,m/s,#N/A,Qal1
379,3606,Floodplain,80,KNX001,Hb,Indiana,"",Floodplain,-87.6039,38.6446,SCPT,2004.10.6,,Vs,241.4557,m/s,17.45,m,m,m/s,#N/A,Floodplain
380,3607,California,80,LAC001,,California,"Qal1",#N/A,-118.2233,33.7964,SCPT,2002.9.12,,Vs,207.8729,m/s,19.75,m,m,m/s,#N/A,Qal1
381,3608,California,80,LAC010,,California,"Qal2",#N/A,-118.2234,33.7962,SCPT,2002.9.14,,Vs,222.8012,m/s,24.8,m,m,m/s,#N/A,Qal2
382,3609,California,80,LAC019,,California,"Qal1",#N/A,-118.1734,33.88,SCPT,2002.9.18,,Vs,226.0164,m/s,25.35,m,m,m/s,#N/A,Qal1
383,3610,California,80,LAC020,,California,"Qoa",#N/A,-118.1482,33.9743,SCPT,2002.9.19,,Vs,366.4576,m/s,11.1,m,m,m/s,#N/A,Qoa
384,3611,California,80,LAC021,,California,"Qoa",#N/A,-118.3321,33.8705,SCPT,2002.9.19,,Vs,293.5792,m/s,22.45,m,m,m/s,#N/A,Qoa
385,3612,California,80,LAC027,,California,"Qal2",#N/A,-117.9507,34.0093,SCPT,2002.9.23,,Vs,305.3161,m/s,12.75,m,m,m/s,#N/A,Qal2
386,3613,California,80,LAC028,,California,"Qal2",#N/A,-118.0809,34.0512,SCPT,2002.9.23,,Vs,276.9564,m/s,14.05,m,m,m/s,#N/A,Qal2
387,3614,California,80,LAC120,,California,"Qal2",#N/A,-118.3965,34.8056,SCPT,2009.9.16,,Vs,327.9409,m/s,18.65,m,m,m/s,#N/A,Qal2
388,3615,Floodplain,80,LEE001,,Arkansas,"",Floodplain,-90.8196,34.7205,SCPT,2004.12.2,,Vs,230.2401,m/s,19.75,m,m,m/s,#N/A,Floodplain
389,3616,Floodplain,80,LEE002,,Arkansas,"",Floodplain,-90.8196,34.7235,SCPT,2004.12.2,,Vs,234.4636,m/s,22.75,m,m,m/s,#N/A,Floodplain
390,3617,Floodplain,80,LEE003,,Arkansas,"",Floodplain,-90.8204,34.7157,SCPT,2004.12.2,,Vs,231.5065,m/s,29.95,m,m,m/s,#N/A,Floodplain
391,3618,Floodplain,80,LEE004,,Arkansas,"",Floodplain,-90.8108,34.7157,SCPT,2004.12.2,,Vs,215.485,m/s,20.15,m,m,m/s,#N/A,Floodplain
392,3619,Floodplain,80,LFE001,Hpb,Arkansas,"",#N/A,-93.6989,33.4245,SCPT,2005.12.19,,Vs,198.0645,m/s,15.35,m,m,m/s,-,Floodplain
393,3620,Floodplain,80,LFE002,Hpb,Arkansas,"",#N/A,-93.692,33.4146,SCPT,2005.12.19,,Vs,188.6911,m/s,15.05,m,m,m/s,-,Floodplain
394,3621,Floodplain,80,LFE003,Hpb,Arkansas,"",#N/A,-93.6942,33.4714,SCPT,2005.12.19,,Vs,204.0378,m/s,14.25,m,m,m/s,-,Floodplain
395,3622,Floodplain,80,LFE004,Hpb,Arkansas,"",#N/A,-93.676,33.4489,SCPT,2005.12.19,,Vs,198.7839,m/s,12.75,m,m,m/s,-,Floodplain
396,3623,Floodplain,80,LFE005,Hpb,Arkansas,"",#N/A,-93.8502,33.0909,SCPT,2005.12.22,,Vs,209.4059,m/s,15.05,m,m,m/s,-,Floodplain
397,3624,Floodplain,80,LFE006,Hpb,Arkansas,"",#N/A,-93.8339,33.1028,SCPT,2005.12.22,,Vs,251.8703,m/s,15.15,m,m,m/s,-,Floodplain
398,3625,Floodplain,80,LFE007,Hpb,Arkansas,"",#N/A,-93.8213,33.1134,SCPT,2005.12.22,,Vs,221.3353,m/s,15.25,m,m,m/s,-,Floodplain
399,3626,Floodplain,80,LFE008,Hpb,Arkansas,"",#N/A,-93.822,33.1219,SCPT,2005.12.22,,Vs,176.5019,m/s,13.25,m,m,m/s,-,Floodplain
400,3627,Floodplain,80,LFE009,Hpb,Arkansas,"",#N/A,-93.7921,33.1303,SCPT,2005.12.22,,Vs,215.6863,m/s,13.75,m,m,m/s,-,Floodplain
401,3628,Floodplain,80,LFE010,Hpb,Arkansas,"",#N/A,-93.7787,33.1374,SCPT,2005.12.22,,Vs,193.4168,m/s,13.75,m,m,m/s,-,Floodplain
402,3629,Floodplain,80,LVR001,Hpb,Arkansas,"",#N/A,-94.1409,33.5956,SCPT,2005.12.23,,Vs,209.622,m/s,12.2,m,m,m/s,-,Floodplain
403,3630,Floodplain,80,LVR002,Hpb,Arkansas,"",#N/A,-94.1262,33.5953,SCPT,2005.12.23,,Vs,199.7806,m/s,12.75,m,m,m/s,-,Floodplain
404,3631,Floodplain,80,LVR003,Hpb,Arkansas,"",#N/A,-94.1106,33.5913,SCPT,2005.12.23,,Vs,216.0796,m/s,13.25,m,m,m/s,-,Floodplain
405,3632,Floodplain,80,LWE001,Hpb,Illinois,"",Floodplain,-87.5111,38.7472,SCPT,2004.10.6,,Vs,284.8525,m/s,12.75,m,m,m/s,#N/A,Floodplain
406,3633,Lagoonal,80,MGA001,Lagoonal,Texas,"",#N/A,-95.769,28.75,SCPT,2006.1.5,,Vs,182.1291,m/s,21.3,m,m,m/s,-,Lagoonal
407,3634,Lagoonal,80,MGA002,Lagoonal,Texas,"",#N/A,-95.7747,28.7582,SCPT,2006.1.5,,Vs,197.6775,m/s,22.3,m,m,m/s,-,Lagoonal
408,3635,Lagoonal,80,MGA003,Lagoonal,Texas,"",#N/A,-95.7867,28.7651,SCPT,2006.1.5,,Vs,190.6143,m/s,17.75,m,m,m/s,-,Lagoonal
409,3636,Lagoonal,80,MGA004,Lagoonal,Texas,"",#N/A,-95.6124,28.7747,SCPT,2006.1.5,,Vs,135.9084,m/s,23.75,m,m,m/s,-,Lagoonal
410,3637,Lagoonal,80,MGA005,Lagoonal,Texas,"",#N/A,-95.6044,28.7964,SCPT,2006.1.8,,Vs,155.3682,m/s,21.75,m,m,m/s,-,Lagoonal
411,3638,Lagoonal,80,MGA006,Lagoonal,Texas,"",#N/A,-95.6102,28.802,SCPT,2006.1.8,,Vs,158.3516,m/s,20.25,m,m,m/s,-,Lagoonal
412,3639,Lagoonal,80,MGA007,Lagoonal,Texas,"",#N/A,-95.6167,28.7966,SCPT,2006.1.8,,Vs,130.8478,m/s,20.25,m,m,m/s,-,Lagoonal
413,3640,Lagoonal,80,MGA008,Lagoonal,Texas,"",#N/A,-95.6293,28.7899,SCPT,2006.1.8,,Vs,145.0573,m/s,20.25,m,m,m/s,-,Lagoonal
414,3641,Lagoonal,80,MGA009,Lagoonal,Texas,"",#N/A,-95.6365,28.8331,SCPT,2006.1.8,,Vs,149.8335,m/s,20.25,m,m,m/s,-,Lagoonal
415,3642,Lagoonal,80,MGA010,Lagoonal,Texas,"",#N/A,-95.6446,28.8254,SCPT,2006.1.8,,Vs,153.7469,m/s,20.25,m,m,m/s,-,Lagoonal
416,3643,Floodplain,80,MLR001,Hpb,Arkansas,"",#N/A,-93.9544,33.5381,SCPT,2005.12.20,,Vs,150.8538,m/s,11.75,m,m,m/s,-,Floodplain
417,3644,Floodplain,80,MLR002,Hpb,Arkansas,"",#N/A,-93.9141,33.4908,SCPT,2005.12.20,,Vs,255.8409,m/s,13.25,m,m,m/s,-,Floodplain
418,3645,Floodplain,80,MLR003,Hpb,Arkansas,"",#N/A,-93.9233,33.491,SCPT,2005.12.20,,Vs,205.4696,m/s,14.35,m,m,m/s,-,Floodplain
419,3646,Floodplain,80,MLR004,Hpb,Arkansas,"",#N/A,-93.9158,33.4788,SCPT,2005.12.20,,Vs,230.456,m/s,14.15,m,m,m/s,-,Floodplain
420,3647,Floodplain,80,MLR005,Hpb,Arkansas,"",#N/A,-93.8856,33.4725,SCPT,2005.12.20,,Vs,226.7321,m/s,15.25,m,m,m/s,-,Floodplain
421,3648,Floodplain,80,MLR006,Hpb,Arkansas,"",#N/A,-93.8201,33.4901,SCPT,2005.12.20,,Vs,267.8419,m/s,15.65,m,m,m/s,-,Floodplain
422,3649,Floodplain,80,MLR007,Hpb,Arkansas,"",#N/A,-93.8089,33.4917,SCPT,2005.12.20,,Vs,237.0384,m/s,13.35,m,m,m/s,-,Floodplain
423,3650,Floodplain,80,MLR008,Hpb,Arkansas,"",#N/A,-93.8879,33.5549,SCPT,2005.12.21,,Vs,200.2616,m/s,12.25,m,m,m/s,-,Floodplain
424,3651,Floodplain,80,MLR009,Hpb,Arkansas,"",#N/A,-93.8752,33.5899,SCPT,2005.12.21,,Vs,215.2755,m/s,13.05,m,m,m/s,-,Floodplain
425,3652,Floodplain,80,MLR010,Hpb,Arkansas,"",#N/A,-93.8756,33.5794,SCPT,2005.12.21,,Vs,169.5771,m/s,11.75,m,m,m/s,-,Floodplain
426,3653,Floodplain,80,MLR011,Hpb,Arkansas,"",#N/A,-93.8757,33.5713,SCPT,2005.12.21,,Vs,251.3966,m/s,15.75,m,m,m/s,-,Floodplain
427,3654,Floodplain,80,MLR012,Hpb,Arkansas,"",#N/A,-93.7041,33.363,SCPT,2005.12.22,,Vs,217.6403,m/s,15.2,m,m,m/s,-,Floodplain
428,3655,Floodplain,80,MLR013,Hpb,Arkansas,"",#N/A,-94.0108,33.5056,SCPT,2005.12.23,,Vs,196.9865,m/s,14.25,m,m,m/s,-,Floodplain
429,3656,Floodplain,80,MLR014,Hpb,Arkansas,"",#N/A,-94.0421,33.5512,SCPT,2005.12.23,,Vs,232,m/s,10.15,m,m,m/s,-,Floodplain
430,3657,Valley_Train,80,MSC001,Pvl1,Arkansas,"",#N/A,-89.9855,35.9817,SCPT,2003.10.16,,Vs,207.498,m/s,20.7,m,m,m/s,2.8,Valley_Train
431,3658,Valley_Train,80,MSC002,Pvl1,Arkansas,"",#N/A,-90.0181,35.9814,SCPT,2003.10.16,,Vs,197.7509,m/s,20.75,m,m,m/s,2,Valley_Train
432,3659,Floodplain,80,MSC003,Hchm,Arkansas,"",#N/A,-89.9144,35.9822,SCPT,2003.10.16,,Vs,191.9514,m/s,18.65,m,m,m/s,>0,Floodplain
433,3660,Floodplain,80,MSC004,Hchm,Arkansas,"",#N/A,-89.9121,35.9818,SCPT,2003.10.16,,Vs,189.4142,m/s,17.75,m,m,m/s,2.1,Floodplain
434,3661,Valley_Train,80,MSC005,Pvl1,Arkansas,"",#N/A,-90.0344,35.9813,SCPT,2003.10.17,,Vs,196.9127,m/s,19.9,m,m,m/s,2.6,Valley_Train
435,3662,Valley_Train,80,MSC006,Pvl1,Arkansas,"",#N/A,-90.0351,35.8141,SCPT,2003.10.17,,Vs,198.8122,m/s,19.75,m,m,m/s,>0,Valley_Train
436,3663,Valley_Train,80,MSC007,Pvl1,Arkansas,"",#N/A,-90.0174,35.842,SCPT,2003.10.17,,Vs,196.0863,m/s,24.35,m,m,m/s,>0,Valley_Train
437,3664,Valley_Train,80,MSC008,Pvl1,Arkansas,"",#N/A,-90.0987,35.6838,SCPT,2003.10.19,,Vs,171.2433,m/s,16.9,m,m,m/s,3.3,Valley_Train
438,3665,Valley_Train,80,MSC009,Pvl1,Arkansas,"",#N/A,-90.0729,35.7151,SCPT,2003.10.19,,Vs,166.4167,m/s,17.75,m,m,m/s,3.2,Valley_Train
