Depth (m),Qtncs,Ic_layered,$\sigma_v^\prime$_CPT (atm),Vs_National_Model (m/s)
18.3,130.39273276816004,2.75315957540664,1.582020558832517,272.8194811584575
18.35,130.39273276816004,2.75315957540664,1.5861309352273285,273.0955867642819
18.4,130.39273276816004,2.75315957540664,1.590203293764846,273.3687083901914
18.45,130.39273276816004,2.75315957540664,1.594111406229463,273.6304134799291
18.5,130.39273276816004,2.75315957540664,1.597966850398726,273.8882083351953
18.55,130.39273276816004,2.75315957540664,1.6018295866431076,274.14611046123804
18.6,130.39273276816004,2.75315957540664,1.6055698115939179,274.39547154971524
18.65,130.39273276816004,2.75315957540664,1.6092085696875424,274.6377279127166
18.7,130.39273276816004,2.75315957540664,1.6126896377263087,274.8691731640319
18.75,130.39273276816004,2.75315957540664,1.6162965787192718,275.10866597074136
18.8,130.39273276816004,2.75315957540664,1.6201455183822082,275.36386755909024
18.85,130.39273276816004,2.75315957540664,1.624352469868896,275.6423841117931
18.9,130.39273276816004,2.75315957540664,1.6289513999775327,275.94634807235315
18.95,130.39273276816004,2.75315957540664,1.6339840771502212,276.2783808919843
19.0,130.39273276816004,2.75315957540664,1.6392794054570423,276.6270692132931
19.05,130.39273276816004,2.75315957540664,1.644680282387827,276.9820004939558
19.1,130.39273276816004,2.75315957540664,1.6500531356713686,277.3343851805978
19.15,130.39273276816004,2.75315957540664,1.6551835319095731,277.6702151955714
19.2,130.39273276816004,2.75315957540664,1.6602455387480943,278.0009465843943
19.25,130.39273276816004,2.75315957540664,1.6654172902132969,278.33821342230084
19.3,130.39273276816004,2.75315957540664,1.6703438666392039,278.65889777621834
19.35,130.39273276816004,2.75315957540664,1.6749670699143628,278.9593102512529
19.4,130.39273276816004,2.75315957540664,1.679231621382292,279.2359695149889
19.45,130.39273276816004,2.75315957540664,1.6833533699104197,279.5029574392576
19.5,130.39273276816004,2.75315957540664,1.6877062966497824,279.7844873074532
19.55,130.39273276816004,2.75315957540664,1.6922544502913972,280.07817076079164
19.6,130.39273276816004,2.75315957540664,1.6966149131687223,280.359282772998
19.65,130.39273276816004,2.75315957540664,1.7005581747348009,280.61311914727315
19.7,130.39273276816004,2.75315957540664,1.7042506592175275,280.85048704566594
19.75,130.39273276816004,2.75315957540664,1.7081163190910038,281.09865137647444
19.8,130.39273276816004,2.75315957540664,1.7121585334924216,281.3577837558993
19.85,130.39273276816004,2.75315957540664,1.7163210421846484,281.62423796052394
19.9,130.39273276816004,2.75315957540664,1.7205542727725456,281.89481517605014
