travelTimeArray_ID,travelTimeMeta_ID,depth,traveltime
2383,243,9.75,51.56
2384,243,11.75,60.78
2385,243,13.75,69.6
2386,243,15.75,78.04
2387,243,17.75,85.15
2388,243,20.25,94.99
2389,244,1.75,15.86
2390,244,3.75,24.22
2391,244,5.75,38.04
2392,244,7.75,46.87
2393,244,9.75,55
2394,244,11.75,65.15
2395,244,13.75,75.85
2396,244,15.75,85.23
2397,244,17.75,93.74
2398,244,19.95,104.99
2399,245,1.75,10.55
2400,245,3.75,22.42
2401,245,5.75,33.59
2402,245,7.75,43.12
2403,245,9.75,52.5
2404,245,11.75,61.71
2405,245,13.75,70.07
2406,245,15.75,77.73
2407,245,17.75,84.76
2408,245,19.95,92.57
2409,246,1.75,12.5
2410,246,3.75,23.28
2411,246,5.75,33.51
2412,246,7.75,45.08
2413,246,9.75,55
2414,246,11.75,62.89
2415,246,13.75,70.23
2416,246,15.75,78.59
2417,246,17.75,85.78
2418,246,20.25,94.6
2419,247,1.75,13.28
2420,247,3.75,21.64
2421,247,5.75,30.86
2422,247,7.75,39.61
2423,247,9.75,47.42
2424,247,11.75,53.43
2425,247,13.75,60.7
2426,247,15.75,69.21
2427,247,17.75,78.67
2428,247,20.25,87.96
2429,248,1.75,12.34
2430,248,3.75,21.4
2431,248,5.75,33.9
2432,248,7.75,42.73
2433,248,9.75,50.31
2434,248,11.75,59.68
2435,248,13.75,68.36
2436,248,15.75,74.84
2437,248,17.75,82.03
2438,248,20.25,91.71
2439,249,1.75,15
2440,249,3.75,27.97
2441,249,5.75,38.9
2442,249,7.75,47.18
2443,249,9.75,55.62
2444,249,11.75,62.73
2445,249,13.75,70.23
2446,249,15.75,77.73
2447,249,17.75,86.48
2448,249,20.25,98.04
2449,250,1.75,15.08
2450,250,3.75,25.31
2451,250,5.75,34.61
2452,250,7.75,43.59
2453,250,9.75,53.36
2454,250,11.75,60.15
2455,250,13.75,67.5
2456,250,15.75,73.28
2457,250,17.75,79.6
2458,250,20.25,89.37
2459,251,1.75,15
2460,251,3.75,28.2
2461,251,6.15,38.04
2462,251,7.75,44.22
2463,251,9.75,53.67
2464,251,11.75,63.98
2465,251,13.75,78.82
2466,251,15.75,81.87
2467,251,17.75,87.1
2468,251,20.25,95.62
2469,252,1.75,10.08
2470,252,3.75,17.19
2471,252,5.75,25.47
2472,252,7.75,34.92
2473,252,9.75,41.17
2474,252,11.75,49.22
2475,252,13.75,60.54
2476,252,15.75,66.95
2477,252,17.75,73.98
2478,252,20.25,83.35
2479,253,1.75,14.37
2480,253,3.75,25.94
2481,253,5.75,35.78
2482,253,7.75,48.67
2483,253,9.75,60.93
2484,253,11.75,70.62
2485,253,13.75,77.26
2486,253,15.75,84.53
2487,253,17.75,92.88
2488,253,20.55,102.26
2489,254,1.75,12.11
2490,254,3.75,20.55
2491,254,5.75,28.67
2492,254,7.75,37.11
2493,254,9.75,46.64
2494,254,11.75,55.07
2495,254,13.75,62.73
2496,254,15.75,70.78
2497,254,17.75,77.96
2498,255,1.75,11.95
2499,255,3.75,21.01
2500,255,5.75,33.12
2501,255,7.75,42.89
2502,255,9.75,51.64
2503,255,11.75,60.54
2504,255,13.75,67.89
2505,255,15.75,76.4
2506,255,17.75,83.9
2507,255,20.25,93.28
2508,256,1.75,14.3
2509,256,3.8,24.61
2510,256,5.75,31.95
2511,256,7.75,40.86
2512,256,9.75,49.53
2513,256,11.75,57.5
2514,256,13.75,67.03
2515,256,15.75,75.54
2516,256,17.75,82.34
2517,256,20.25,93.28
2518,257,1.75,15.39
2519,257,3.75,26.17
2520,257,5.75,36.87
2521,257,7.75,46.72
2522,257,9.75,53.43
2523,257,11.75,59.37
2524,257,13.75,67.5
2525,257,15.75,75.39
2526,257,17.75,84.76
2527,257,20.25,96.87
2528,258,1.75,12.81
2529,258,3.75,24.76
2530,258,5.75,35.94
2531,258,7.75,44.68
2532,258,9.75,55.39
2533,258,11.75,65.46
2534,258,13.75,74.53
2535,258,15.75,82.34
2536,258,17.75,91.95
2537,258,19.95,98.9
2538,259,1.75,12.73
2539,259,3.75,23.67
2540,259,5.75,33.51
2541,259,7.75,42.05
2542,259,9.75,52.03
2543,259,11.75,60.15
2544,259,13.75,68.9
2545,259,15.75,78.28
2546,259,17.75,86.64
2547,259,19.95,94.29
2548,260,1.75,12.11
2549,260,3.75,23.44
2550,260,5.75,34.61
2551,260,7.75,45.78
2552,260,9.75,54.92
2553,260,11.75,62.57
2554,260,13.75,70.46
2555,260,15.75,77.89
2556,260,17.75,84.37
2557,260,18.95,88.82
2558,261,1.75,13.2
2559,261,3.75,24.84
2560,261,5.75,36.72
2561,261,7.75,46.4
2562,261,9.75,53.43
2563,261,11.75,60.86
2564,261,13.75,68.51
2565,261,15.75,75.54
2566,261,17.75,83.98
2567,261,19.95,92.57
2568,262,1.75,13.05
2569,262,3.75,21.48
2570,262,5.75,28.36
2571,262,7.75,36.25
2572,262,9.75,46.4
2573,262,11.75,54.68
2574,262,13.75,64.06
2575,262,15.75,71.01
2576,262,17.75,79.45
2577,262,19.35,85.07
2578,263,1.75,15.62
2579,263,3.75,25.94
2580,263,5.75,33.98
2581,263,7.75,41.72
2582,263,9.75,50.07
2583,263,11.75,57.65
2584,263,13.75,67.03
2585,263,15.75,75.23
2586,263,17.75,81.87
2587,263,19.75,89.13
2588,264,1.75,14.84
2589,264,3.75,24.14
2590,264,5.75,34.37
2591,264,7.75,41.33
2592,264,9.75,49.37
2593,264,11.75,57.89
2594,264,13.75,65.46
2595,264,15.75,73.04
2596,264,17.75,79.99
2597,264,19.75,87.18
2598,265,1.75,10.78
2599,265,3.75,18.83
2600,265,5.75,26.87
2601,265,7.75,35.31
2602,265,9.75,42.97
2603,265,11.75,50
2604,265,13.75,58.9
2605,265,15.75,67.26
2606,265,17.75,75.31
2607,265,19.55,80.39
2608,266,1.75,14.14
2609,266,3.75,25.23
2610,266,5.75,35.7
2611,266,7.75,44.06
2612,266,9.75,52.65
2613,266,11.75,60.93
2614,266,13.75,69.06
2615,266,15.75,76.25
2616,266,17.75,83.04
2617,266,19.75,89.99
2618,267,1.75,12.97
2619,267,3.75,26.01
2620,267,5.75,35.31
2621,267,7.75,43.12
2622,267,9.75,50.23
2623,267,11.75,58.98
2624,267,13.75,66.79
2625,267,15.75,73.9
2626,267,17.75,80.78
2627,267,19.95,89.06
2628,268,1.75,12.5
2629,268,3.75,22.65
2630,268,5.75,32.19
2631,268,7.75,40.39
2632,268,9.75,48.75
2633,268,11.75,57.57
2634,268,13.75,66.4
2635,268,15.75,74.6
2636,268,17.75,82.03
2637,268,19.55,88.67
2638,269,1.75,13.83
2639,269,3.75,25.08
2640,269,5.75,32.58
2641,269,7.75,40.47
2642,269,9.75,47.42
2643,269,11.75,54.92
2644,269,13.75,63.04
2645,269,15.75,71.4
2646,269,17.75,78.35
2647,269,19.75,85.07
2648,270,1.75,14.06
2649,270,3.75,24.76
2650,270,5.75,36.64
2651,270,7.75,46.09
2652,270,9.75,56.25
2653,270,11.75,63.2
2654,270,13.75,70.39
2655,270,15.75,79.68
2656,270,17.75,86.64
2657,270,18.05,87.73
2658,271,1.75,15
2659,271,3.75,29.14
2660,271,5.75,39.29
2661,271,7.75,48.04
2662,271,9.75,55.86
2663,271,11.75,63.59
2664,271,13.75,71.09
2665,271,15.75,77.89
2666,271,17.75,86.01
2667,271,19.05,90.85
2668,272,1.75,11.48
2669,272,3.75,22.11
2670,272,5.75,31.72
2671,272,7.75,42.03
2672,272,9.75,49.76
2673,272,11.75,57.42
2674,272,13.75,64.21
2675,272,15.75,70.54
2676,272,17.75,78.35
2677,273,1.75,14.37
2678,273,3.75,24.92
2679,273,5.75,33.51
2680,273,7.75,41.79
2681,273,9.75,50.15
2682,273,11.75,57.18
2683,273,13.8,65
2684,273,14.8,68.67
2685,274,1.75,14.77
2686,274,3.75,25.64
2687,274,5.75,37.01
2688,274,7.75,49.56
2689,274,9.8,62.97
2690,274,11.75,73.5
2691,274,13.75,81.17
2692,274,15.75,88.34
2693,274,17.75,96.29
2694,274,20,104.28
2695,275,1.75,11.87
2696,275,3.75,19.52
2697,275,5.75,28.34
2698,275,7.75,37.51
2699,275,9.75,46.51
2700,275,12.1,56.18
2701,275,13.65,61.3
2702,276,1.75,9.5
2703,276,3.75,16.79
2704,276,5.75,25.29
2705,276,7.75,34.64
2706,276,9.75,44.31
2707,276,11.75,53.88
2708,276,13.75,63.15
2709,276,15.75,71.62
2710,276,16.05,72.87
2711,277,1.75,14.59
2712,277,3.75,24.97
2713,277,5.75,33.44
2714,277,7.9,43.86
2715,277,9.75,52.08
2716,277,11.75,60.68
2717,277,13.75,68.97
2718,277,15.75,76.84
2719,278,1.75,9.67
2720,278,3.75,17.49
2721,278,5.75,28.69
2722,278,7.75,38.71
2723,278,9.75,48.56
2724,278,11.75,58.35
2725,278,13.75,67.77
2726,278,15.75,74.22
2727,278,17.75,82.59
2728,278,18.65,85.92
2729,279,1.75,11.2
2730,279,3.75,23.94
2731,279,5.75,35.81
2732,279,7.75,45.48
2733,279,9.75,53.98
2734,279,11.75,63.3
2735,279,13.75,71
2736,279,15.75,78.52
2737,279,16.75,82.97
2738,280,1.75,11.07
2739,280,3.75,22.57
2740,280,5.75,32.94
2741,280,7.75,42.96
2742,280,9.75,53.48
2743,280,11.75,61.3
2744,280,13.75,69.17
2745,280,15.75,76.99
2746,280,17.75,86.12
2747,280,19.75,93.14
2748,281,1.75,11.37
2749,281,3.8,21.04
2750,281,5.75,31.24
2751,281,7.75,40.41
2752,281,9.75,49.06
2753,281,11.75,57.6
2754,281,13.75,66.67
2755,281,15.75,74.82
2756,281,17.75,83.14
2757,281,19.8,91.76
2758,282,1.75,16.47
2759,282,3.75,29.54
2760,282,5.75,42.61
2761,282,7.75,56.18
2762,282,9.75,70.4
2763,282,11.75,86.72
2764,282,13.75,102.96
2765,282,15.75,120.38
2766,282,17.75,134.72
2767,282,19.75,142.29
2768,282,21.75,149.27
2769,282,23.75,157.09
2770,282,25.75,164.08
2771,282,26.45,166.66
2772,283,1.75,10.52
2773,283,3.75,20.19
2774,283,5.85,34.46
2775,283,7.75,43.96
2776,283,9.75,55.18
2777,283,11.75,67
2778,283,13.75,76.69
2779,283,15.75,85.19
2780,283,17.75,93.34
2781,283,19.75,101.06
2782,283,21.75,107.58
2783,283,23.75,114.98
2784,283,25.7,122.23
2785,284,1.75,10.87
2786,284,3.75,22.42
2787,284,5.75,35.99
2788,284,7.75,50.08
2789,284,9.75,60.78
2790,284,11.75,70.55
2791,284,13.75,79.62
2792,284,15.75,88.71
2793,284,17.75,96.74
2794,284,19.75,106.23
2795,284,21.75,114.63
2796,284,23.75,121.9
2797,284,25.75,128.85
2798,284,27,132.4
2799,285,3.75,23.94
2800,285,5.75,38.53
2801,285,7.75,53.48
2802,285,9.75,62.23
2803,285,11.75,72.4
2804,285,13.75,81.79
2805,285,15.75,89.99
2806,285,17.75,98.14
2807,285,19.75,104.93
2808,285,21.65,112.95
2809,286,1.75,13.07
2810,286,3.75,38.71
2811,286,5.75,73.15
2812,286,7.75,106.88
2813,286,9.8,136.12
2814,286,11.75,159.54
2815,286,13.75,172.08
2816,286,15.75,182.38
2817,286,17.75,190.82
2818,286,19.75,200.37
2819,286,21.75,210.22
2820,286,23.75,217.34
2821,286,25.75,224.81
2822,286,27.75,232.03
2823,286,30.15,240.83
2824,287,1.75,9.85
2825,287,3.75,18.49
2826,287,5.75,26.81
2827,287,7.75,35.49
2828,287,9.75,42.26
2829,287,11.75,50.75
2830,287,13.75,60.28
2831,287,15.75,71.32
2832,287,17.75,79.99
2833,287,19.75,87.22
2834,287,20.85,91.11
2835,288,1.75,12.22
2836,288,3.75,18.67
2837,288,5.75,26.99
2838,288,7.75,33.79
2839,288,9.75,43.96
2840,288,11.75,52.73
2841,288,13.75,60.55
2842,288,15.75,68.85
2843,288,17.75,78.39
2844,288,20.1,87.96
2845,289,1.75,10.02
2846,289,3.75,18.49
2847,289,5.75,27.34
2848,289,7.75,39.41
2849,289,9.75,49.06
2850,289,11.75,60.28
2851,289,13.75,71.62
2852,289,15.75,79.27
2853,289,17.75,86.84
2854,289,19.85,96.29
2855,290,1.75,12.57
2856,290,3.75,17.99
2857,290,5.75,26.81
2858,290,7.75,37.86
2859,290,9.75,47.03
2860,290,11.75,58.98
2861,290,13.75,66.05
2862,290,15.75,73.45
2863,290,17.75,80.19
2864,290,19.75,88.51
2865,290,21.75,96.74
2866,290,23.75,104.08
2867,290,25.75,111.86
2868,290,27.75,119.9
2869,290,29.35,125.3
2870,291,1.75,12.22
2871,291,3.75,23.27
2872,291,5.75,36.66
2873,291,7.75,49.91
2874,291,9.75,62.3
2875,291,11.75,74.87
2876,291,13.75,85.49
2877,291,15.75,92.79
2878,291,17.75,101.06
2879,291,19.95,109.08
2880,292,1.75,15.79
2881,292,3.75,26.64
2882,292,5.75,38.03
2883,292,7.75,48.88
2884,292,9.75,61.35
2885,292,11.75,73.95
2886,292,13.75,85.74
2887,292,15.75,95.01
2888,292,17.75,101.48
2889,292,20.25,111.11
2890,293,1.75,13.07
2891,293,3.75,22.92
2892,293,5.75,35.99
2893,293,7.75,48.03
2894,293,9.75,56.35
2895,293,11.75,66.07
2896,293,13.75,74.37
2897,293,15.75,82.42
2898,293,17.75,91.29
2899,293,19.85,99.76
2900,294,1.75,12.05
2901,294,3.75,20.37
2902,294,5.75,31.56
2903,294,7.75,42.61
2904,294,9.75,49.48
2905,294,11.75,56.48
2906,294,13.75,66.85
2907,294,15.75,76.84
2908,294,17.75,86.49
2909,294,19.95,94.56
2910,295,1.75,14.94
2911,295,3.75,29.86
2912,295,5.75,46.33
2913,295,7.75,72.25
2914,295,9.75,95.56
2915,295,11.75,112.23
2916,295,13.75,120.68
2917,295,15.75,129.17
2918,295,17.75,138.69
2919,295,19.95,147.77
2920,296,1.75,10.57
2921,296,3.75,20.04
2922,296,5.75,31.41
2923,296,7.75,41.26
2924,296,9.75,50.98
2925,296,11.75,60.55
2926,296,13.75,69.62
2927,296,15.75,77.77
2928,296,17.75,86.29
2929,296,19.75,94.14
2930,297,1.75,12.72
2931,297,3.75,21.72
2932,297,5.75,35.81
2933,297,7.75,48.83
2934,297,9.75,60.38
2935,297,11.75,70.7
2936,297,13.75,81.79
2937,297,15.75,91.49
2938,297,17.75,101.26
2939,297,19.85,109.63
2940,298,1.75,12.22
2941,298,3.75,20.72
2942,298,5.75,30.04
2943,298,7.75,41.08
2944,298,9.75,51.1
2945,298,11.75,60.7
2946,298,13.75,69.62
2947,298,15.75,79.07
2948,298,17.75,87.42
2949,298,19.95,95.44
2950,299,1.75,14.59
2951,299,3.75,29.54
2952,299,5.95,43.63
2953,299,7.75,52.73
2954,299,10.15,65.15
2955,299,11.75,71.75
2956,299,13.75,80.57
2957,299,15.75,88.14
2958,299,17.75,96.94
2959,299,20.25,106.48
2960,300,1.75,11.87
2961,300,3.75,21.89
2962,300,5.75,34.79
2963,300,7.75,45.83
2964,300,9.75,57.03
2965,300,11.75,67.15
2966,300,13.75,78.39
2967,300,15.75,88.14
2968,300,17.75,97.59
2969,300,19.8,106.48
2970,301,1.75,10.02
2971,301,3.75,17.14
2972,301,5.75,24.97
2973,301,7.75,36.66
2974,301,9.75,48.38
2975,301,11.75,58.98
2976,301,13.75,67.47
2977,301,15.75,77.77
2978,301,17.65,84.44
2979,302,1.75,12.22
2980,302,3.75,23.94
2981,302,5.75,38.18
2982,302,7.75,48.71
2983,302,9.75,61.68
2984,302,11.75,71.62
2985,302,13.75,80.24
2986,302,15.75,88.14
2987,302,17.75,95.21
2988,302,20.45,107.03
2989,303,1.75,17.32
2990,303,3.75,31.56
2991,303,5.75,50.58
2992,303,7.75,73.95
2993,303,9.75,97.96
2994,303,11.75,119.83
2995,303,13.75,140.74
2996,303,15.75,150.74
2997,303,17.75,159.11
2998,303,19.75,168.33
2999,303,21.45,175.9
3000,304,1.75,12.89
3001,304,3.75,23.42
3002,304,5.75,34.11
3003,304,7.75,44.63
3004,304,9.75,53.88
3005,304,11.75,64.37
3006,304,13.75,73.92
3007,304,15.75,81.67
3008,304,17.75,89.64
3009,304,19.95,99.54
3010,305,1.75,9
3011,305,3.75,18.17
3012,305,5.75,25.79
3013,305,7.75,33.96
3014,305,9.75,41.58
3015,305,11.75,50.13
3016,305,13.75,59.13
3017,305,15.75,66.82
3018,305,17.75,74.62
3019,305,18.9,79.62
3020,306,1.75,13.74
3021,306,3.75,28.34
3022,306,5.75,42.96
3023,306,7.75,53.53
3024,306,9.75,64.07
3025,306,11.75,74.37
3026,306,13.75,83.52
3027,306,15.75,91.66
3028,306,17.75,100.18
3029,306,19.8,108.88
3030,307,1.75,10.2
3031,307,3.75,21.22
3032,307,5.75,33.26
3033,307,7.75,40.91
3034,307,10.2,51.25
3035,307,11.75,57.68
3036,307,13.75,64.7
3037,307,15.7,71.75
3038,308,1.75,10.02
3039,308,3.75,18.34
3040,308,5.75,28.34
3041,308,7.75,42.43
3042,308,9.75,51.43
3043,308,11.75,60.08
3044,308,13.75,68.55
3045,308,15.75,76.84
3046,308,17.75,85.37
3047,308,18.2,87.04
3048,309,1.75,8.5
3049,309,3.75,15.44
3050,309,5.75,23.59
3051,309,7.75,34.29
3052,309,9.75,45.33
3053,309,11.75,52.5
3054,309,13.75,60.38
3055,309,15.75,68.85
3056,309,17.75,77.22
3057,309,18.8,81.12
3058,310,1.75,11.17
3059,310,3.75,20.62
3060,310,5.75,27.89
3061,310,7.75,35.23
3062,310,9.75,42.81
3063,310,11.75,50.39
3064,310,13.75,59.06
3065,310,15.75,66.32
3066,310,17.75,73.35
3067,310,19.75,80.7
3068,310,20.25,82.49
3069,311,1.75,15.39
3070,311,3.75,24.61
3071,311,5.75,35.62
3072,311,7.75,47.34
3073,311,9.75,57.03
3074,311,11.75,66.64
3075,311,13.75,75.85
3076,311,15.75,85.7
3077,311,17.75,93.67
3078,311,19.75,102.42
3079,311,20.25,104.68
3080,312,3.75,18.17
3081,312,5.75,25.96
3082,312,7.75,36.16
3083,312,9.75,47.71
3084,312,11.75,55.1
3085,312,13.75,62.65
3086,312,15.75,71.32
3087,312,17.75,78.39
3088,313,1.75,10.02
3089,313,3.75,16.79
3090,313,7.75,38.71
3091,313,9.75,50.93
3092,313,11.75,61.15
3093,313,13.75,71.32
3094,313,15.75,79.82
3095,313,17.75,88.51
3096,313,19.85,97.81
3097,314,1.75,10.7
3098,314,3.75,19.19
3099,314,5.75,28.51
3100,314,7.75,37.51
3101,314,9.75,47.03
3102,314,11.75,55.75
3103,314,13.8,63.92
3104,314,15.75,73.3
3105,314,17.75,81.49
3106,314,19.75,89.44
3107,314,21.75,98.24
3108,314,23.9,104.41
3109,315,1.75,11.82
3110,315,3.75,21.22
3111,315,5.75,30.89
3112,315,7.75,41.08
3113,315,9.75,50.08
3114,315,11.75,58.53
3115,315,13.75,69.02
3116,315,15.75,76.07
3117,315,17.45,82.77
3118,316,1.75,11.5
3119,316,3.75,19.87
3120,316,5.75,28.34
3121,316,7.75,35.99
3122,316,9.75,43.96
3123,316,11.75,52.95
3124,316,13.75,60.83
3125,316,17.75,75.74
3126,316,19.75,83.34
3127,316,20.8,87.22
3128,317,1.75,10.87
3129,317,3.75,17.64
3130,317,5.75,24.97
3131,317,7.75,32.41
3132,317,9.75,44.81
3133,317,11.75,54
3134,317,13.75,64.07
3135,317,15.75,71.75
3136,317,17.75,79.82
3137,317,19.75,86.84
3138,317,21.4,93.26
3139,318,1.75,10.02
3140,318,3.75,18.49
3141,318,5.75,29.19
3142,318,7.75,37.68
3143,318,9.75,46.33
3144,318,11.75,54
3145,318,13.75,61.75
3146,318,15.75,68.67
3147,318,17.75,76.67
3148,318,19.3,83.14
3149,319,1.75,12.11
3150,319,3.75,22.11
3151,319,5.75,36.17
3152,319,7.75,53.67
3153,319,9.75,68.59
3154,319,11.75,79.29
3155,319,13.75,87.18
3156,319,15.75,94.29
3157,319,17.75,102.18
3158,319,19.75,109.13
3159,319,20.2,110.85
3160,320,2.05,9.77
3161,320,3.75,18.91
3162,320,5.75,28.83
3163,320,7.75,37.26
3164,320,9.75,44.68
3165,320,11.75,52.03
3166,320,13.75,60.46
3167,320,15.25,66.87
3168,321,1.75,13.83
3169,321,3.75,26.95
3170,321,5.75,39.14
3171,321,7.75,47.42
3172,321,9.75,54.68
3173,321,11.75,62.5
3174,321,13.75,71.32
3175,321,15.75,81.01
3176,321,17.75,88.51
3177,321,19.75,94.68
3178,321,20.55,97.1
3179,322,1.75,8.52
3180,322,3.75,17.5
3181,322,5.75,27.26
3182,322,7.75,37.19
3183,322,9.75,44.53
3184,322,11.75,53.04
3185,322,13.75,61.79
3186,322,15.75,69.45
3187,322,17.75,76.79
3188,322,19.75,84.21
3189,322,20.35,86.64
3190,323,1.75,10.39
3191,323,3.75,19.22
3192,323,5.75,27.89
3193,323,7.75,37.5
3194,323,9.75,47.65
3195,323,11.75,56.56
3196,323,13.75,64.68
3197,323,15.75,73.04
3198,323,17.75,80.62
3199,323,19.75,87.57
3200,323,20.35,89.76
3201,324,1.75,10.23
3202,324,3.75,20
3203,324,5.75,26.01
3204,324,7.75,35.62
3205,324,9.75,47.42
3206,324,11.75,56.01
3207,324,13.75,65.39
3208,324,15.75,73.82
3209,324,17.75,80.7
3210,324,19.75,88.2
3211,324,20.35,90.85
3212,325,1.75,8.75
3213,325,3.75,19.06
3214,325,5.75,29.84
3215,325,7.75,38.67
3216,325,9.75,46.87
3217,325,11.75,56.01
3218,325,13.75,65.07
3219,325,15.75,73.82
3220,325,17.75,82.49
3221,325,19.75,89.84
3222,325,20.35,92.18
3223,326,1.75,13.51
3224,326,3.75,22.5
3225,326,5.75,33.83
3226,326,7.75,43.12
3227,326,9.75,52.57
3228,326,11.75,59.21
3229,326,13.75,66.01
3230,326,15.75,73.9
3231,326,17.75,82.81
3232,326,19.75,91.01
3233,326,20.15,92.81
3234,327,1.75,10.31
3235,327,3.75,17.97
3236,327,5.75,27.73
3237,327,7.75,37.34
3238,327,9.75,46.79
3239,327,11.8,53.75
3240,327,13.75,60.23
3241,327,15.75,68.59
3242,327,17.75,76.48
3243,327,20.25,85.54
3244,328,1.75,10.78
3245,328,3.75,16.25
3246,328,5.75,25
3247,328,7.75,33.12
3248,328,9.75,40.08
3249,328,11.75,48.36
3250,328,13.75,57.26
3251,328,15.75,64.45
3252,328,17.75,71.79
3253,328,20.15,79.76
3254,329,1.75,11.25
3255,329,3.75,19.3
3256,329,5.75,28.28
3257,329,6.75,31.95
3258,329,7.75,36.87
3259,329,9.75,46.56
3260,329,11.75,54.92
3261,329,13.75,63.98
3262,329,15.75,69.92
3263,329,17.75,76.25
3264,329,20.35,85.93
3265,330,1.75,9.45
3266,330,3.75,20.31
3267,330,5.75,29.53
3268,330,6.4,30.7
3269,331,1.75,11.09
3270,331,3.75,17.34
3271,331,5.75,30.94
3272,331,7.75,39.84
3273,331,9.75,51.58
3274,331,10.95,57.34
3275,332,1.75,11.64
3276,332,3.75,17.58
3277,333,1.75,13.51
3278,333,3.75,22.11
3279,333,5.75,29.76
3280,333,7.75,37.5
3281,333,9.75,42.73
3282,333,11.75,50.93
3283,333,13.75,57.34
3284,333,15.75,65.93
3285,334,1.75,8.75
3286,335,1.75,10.82
3287,336,1.75,10.08
3288,336,3.75,17.66
3289,336,5.75,24.49
3290,336,7.75,31.91
3291,336,9.75,37.19
3292,336,11.75,43.36
3293,336,13.75,51.32
3294,336,15.75,58.08
3295,336,17.1,63.82
3296,337,1.75,9.96
3297,337,3.75,20.19
3298,337,5.75,30.15
3299,337,7.75,36.29
3300,337,9.75,43.28
3301,337,11.75,54.64
3302,337,13.75,63.47
3303,337,15.75,71.4
3304,337,17.75,77.46
3305,337,20.25,85.39
3306,338,1.75,11.99
3307,338,3.75,21.52
3308,338,5.75,27.62
3309,338,7.75,37.85
3310,338,9.75,47.34
3311,338,11.75,56.91
3312,338,13.75,66.71
3313,338,15.75,74.41
3314,338,17.75,82.49
3315,338,20.25,89.02
3316,339,1.75,13.09
3317,339,3.75,19.96
3318,339,5.75,25.7
3319,339,6.35,27.26
3320,340,1.75,10.94
3321,340,3.75,23.2
3322,340,7.75,41.33
3323,340,9.75,54.57
3324,340,11.75,63.28
3325,340,13.75,69.6
3326,340,15.75,76.52
3327,340,17.75,83.67
3328,340,20.25,87.49
3329,341,1.75,12.26
3330,341,3.75,25
3331,341,5.75,42.89
3332,341,7.75,56.32
3333,341,9.75,66.79
3334,341,11.75,76.01
3335,341,13.75,85.23
3336,341,15.75,92.88
3337,341,17.75,102.49
3338,341,19.75,109.99
3339,342,1.75,14.61
3340,342,3.75,27.58
3341,342,5.75,42.18
3342,342,7.75,59.21
3343,342,9.75,71.25
3344,342,11.75,83.59
3345,342,13.75,94.21
3346,342,15.75,103.12
3347,342,17.75,111.56
3348,342,18.65,114.6
3349,343,1.75,13.91
3350,343,3.75,25.86
3351,343,5.75,35.94
3352,343,7.75,47.18
3353,343,9.75,56.25
3354,343,11.75,65.62
3355,343,13.75,73.59
3356,343,15.75,82.65
3357,343,17.75,90.62
3358,343,19.75,98.27
3359,343,20.25,100.46
3360,344,1.75,9.61
3361,344,3.75,18.75
3362,344,5.75,28.51
3363,344,7.75,40.15
3364,344,9.75,49.29
3365,344,11.75,56.4
3366,344,13.75,63.51
3367,344,15.75,72.34
3368,344,17.75,79.21
3369,344,19.75,87.18
3370,344,20.35,89.6
3371,345,1.75,8.05
3372,345,3.75,17.73
3373,345,5.75,27.03
3374,345,7.75,36.09
3375,345,9.75,44.61
3376,345,11.75,53.12
3377,345,13.75,60.86
3378,345,15.75,69.14
3379,345,16.55,72.1
3380,346,1.75,9.69
3381,346,3.75,18.91
3382,346,5.75,28.59
3383,346,7.75,35.94
3384,346,9.75,43.36
3385,346,11.75,51.79
3386,346,13.75,59.92
3387,346,15.75,68.2
3388,346,17.75,77.03
3389,346,19.75,84.84
3390,346,20.35,87.65
3391,347,1.75,8.59
3392,347,3.75,20.62
3393,347,5.75,30.39
3394,347,7.75,39.45
3395,347,9.75,47.65
3396,347,11.75,56.32
3397,347,13.75,64.68
3398,347,15.75,72.1
3399,347,17.75,79.84
3400,347,19.75,87.73
3401,347,20.05,89.06
3402,348,1.75,16.79
3403,348,3.75,28.86
3404,348,5.75,40.56
3405,348,7.75,50.08
3406,348,9.75,60.38
3407,348,11.75,67.77
3408,349,1.75,15.44
3409,349,3.75,28.01
3410,349,5.75,39.03
3411,349,7.75,50.4
3412,349,9.75,60.08
3413,349,11.75,68.7
3414,349,13.75,77.64
3415,349,15.75,85.34
3416,349,17.75,94.06
3417,349,19.75,102.58
3418,350,1.75,11.55
3419,350,3.75,19.52
3420,350,5.75,26.31
3421,350,7.75,35.31
3422,350,9.75,43.01
3423,350,11.75,48.41
3424,350,13.75,56.3
3425,350,15.75,62.82
3426,350,17.75,70.82
3427,350,19.8,78.52
3428,351,1.75,9.17
3429,351,3.75,15.12
3430,351,5.75,23.27
3431,351,7.75,34.29
3432,351,9.75,42.11
3433,351,11.75,48.41
3434,351,13.65,55.55
3435,352,1.75,13.42
3436,352,3.75,21.22
3437,352,5.75,29.86
3438,352,7.75,41.93
3439,352,9.75,52.93
3440,352,11.75,62.23
3441,352,13.75,72.22
3442,352,15.75,81.79
3443,352,17.75,90.56
3444,352,19.75,98.51
3445,353,1.75,11.72
3446,353,3.75,21.04
3447,353,5.75,31.56
3448,353,7.75,39.88
3449,353,10.2,50.25
3450,353,11.75,57.03
3451,353,13.75,66.07
3452,353,15.75,73.45
3453,353,17.75,80.74
3454,353,20.55,91.49
3455,354,1.75,8.59
3456,354,3.75,13.98
3457,354,5.75,26.8
3458,354,7.75,31.25
3459,354,9.75,42.34
