conePenetrationTestMeta_ID,site_ID,citation_ID,name,longitude,latitude,date,coneNo,tipArea_unit,tipArea_value,pushRate_unit,pushRate_value,notes,depth_unit,tipResistance_unit,sleeveFriction_unit,porePressure_unit
1264,3125,58,POR-2,-122.35942,37.910459,,,,NULL,cm/s,2, ,m,MPa,MPa,
1265,3125,58,POR-3,-122.359498,37.90998,,,,NULL,cm/s,2, ,m,MPa,MPa,
1266,3125,58,POR-4,-122.359184,37.909985,,,,NULL,cm/s,2, ,m,MPa,MPa,
1267,3227,30,SY,-120.250796,36.308024,19980605,,,NULL,cm/s,NULL,,m,MPa,kPa,
1268,3227,30,Plant,-120.250796,36.308024,19980605,,,NULL,cm/s,NULL,,m,MPa,kPa,
1269,3228,80,AGR002,-86.8453,46.43,2004.9.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1270,3229,80,AGR003,-86.8454,46.4249,2004.9.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1271,3230,80,AGR005,-86.8262,46.4143,2004.9.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1272,3231,80,AGR006,-86.8305,46.4168,2004.9.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1273,3232,80,AGR007,-86.8721,46.4295,2004.9.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1274,3233,80,AGR008,-86.8634,46.4288,2004.9.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1275,3234,80,AGR009,-86.8531,46.4296,2004.9.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1276,3235,80,AGR010,-86.8396,46.4272,2004.9.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1277,3236,80,AGR011,-86.8339,46.4273,2004.9.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1278,3237,80,AGR012,-86.8316,46.4308,2004.9.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1279,3238,80,AHY001,-91.4805,33.3304,2004.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1280,3239,80,AHY002,-91.4829,33.3305,2004.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1281,3240,80,AHY003,-91.4854,33.3305,2004.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1282,3241,80,AHY004,-91.4863,33.3305,2004.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1283,3242,80,ALC001,-122.253,37.7847,2000.11.7,660,,0,cm/s,0,,m,MPa,kPa,
1284,3243,80,ALC002,-122.2463,37.7802,2000.11.7,660,,0,cm/s,0,,m,MPa,kPa,
1285,3244,80,ALC003,-122.2491,37.7828,2000.11.7,660,,0,cm/s,0,,m,MPa,kPa,
1286,3245,80,ALC004,-122.2478,37.7829,2000.11.21,660,,0,cm/s,0,,m,MPa,kPa,
1287,3246,80,ALC005,-122.2506,37.7816,2000.11.15,660,,0,cm/s,0,,m,MPa,kPa,
1288,3247,80,ALC006,-122.2518,37.7831,2000.11.21,660,,0,cm/s,0,,m,MPa,kPa,
1289,3248,80,ALC007,-122.2371,37.7478,2000.12.7,660,,0,cm/s,0,,m,MPa,kPa,
1290,3249,80,ALC008,-122.2371,37.7506,2000.12.7,660,,0,cm/s,0,,m,MPa,kPa,
1291,3250,80,ALC009,-122.279,37.785,2000.12.8,660,,0,cm/s,0,,m,MPa,kPa,
1292,3251,80,ALC010,-122.2882,37.7851,2000.12.8,660,,0,cm/s,0,,m,MPa,kPa,
1293,3252,80,ALC011,-122.2884,37.7881,2000.12.8,660,,0,cm/s,0,,m,MPa,kPa,
1294,3253,80,ALC012,-122.2385,37.7417,2001.1.12,660,,0,cm/s,0,,m,MPa,kPa,
1295,3254,80,ALC013,-122.2791,37.7893,2001.1.12,660,,0,cm/s,0,,m,MPa,kPa,
1296,3255,80,ALC014,-122.2788,37.7869,2001.1.12,660,,0,cm/s,0,,m,MPa,kPa,
1297,3256,80,ALC015,-122.3137,37.7832,2001.1.24,660,,0,cm/s,0,,m,MPa,kPa,
1298,3257,80,ALC016,-122.3136,37.7824,2001.1.24,660,,0,cm/s,0,,m,MPa,kPa,
1299,3258,80,ALC017,-122.3134,37.7838,2001.1.24,660,,0,cm/s,0,,m,MPa,kPa,
1300,3259,80,ALC018,-122.3251,37.7817,2001.1.25,660,,0,cm/s,0,,m,MPa,kPa,
1301,3260,80,ALC019,-122.3257,37.7894,2001.1.25,660,,0,cm/s,0,,m,MPa,kPa,
1302,3261,80,ALC020,-122.3265,37.7955,2001.1.25,660,,0,cm/s,0,,m,MPa,kPa,
1303,3262,80,ALC021,-122.2369,37.7592,2001.1.31,660,,0,cm/s,0,,m,MPa,kPa,
1304,3263,80,ALC022,-122.2384,37.7665,2001.1.31,660,,0,cm/s,0,,m,MPa,kPa,
1305,3264,80,ALC023,-122.2897,37.7747,2001.1.31,660,,0,cm/s,0,,m,MPa,kPa,
1306,3265,80,ALC024,-122.2659,37.7732,2001.1.31,660,,0,cm/s,0,,m,MPa,kPa,
1307,3266,80,ALC025,-122.2955,37.7723,2001.2.1,660,,0,cm/s,0,,m,MPa,kPa,
1308,3267,80,ALC026,-122.2717,37.7682,2001.2.1,660,,0,cm/s,0,,m,MPa,kPa,
1309,3268,80,ALC027,-122.2588,37.7606,2001.2.1,660,,0,cm/s,0,,m,MPa,kPa,
1310,3269,80,ALC028,-122.2377,37.7382,2001.2.5,660,,0,cm/s,0,,m,MPa,kPa,
1311,3270,80,ALC029,-122.2393,37.7317,2001.2.5,660,,0,cm/s,0,,m,MPa,kPa,
1312,3271,80,ALC030,-122.2591,37.7437,2001.2.5,660,,0,cm/s,0,,m,MPa,kPa,
1313,3272,80,ALC031,-122.2272,37.755,2001.2.6,660,,0,cm/s,0,,m,MPa,kPa,
1314,3273,80,ALC032,-122.2794,37.7764,2001.2.6,660,,0,cm/s,0,,m,MPa,kPa,
1315,3274,80,ALC033,-122.3141,37.8636,2001.6.14,770TC,,0,cm/s,0,,m,MPa,kPa,
1316,3275,80,ALC034,-122.3123,37.8673,2001.6.14,770TC,,0,cm/s,0,,m,MPa,kPa,
1317,3276,80,ALC035,-122.3065,37.8663,2001.6.15,770TC,,0,cm/s,0,,m,MPa,kPa,
1318,3277,80,ALC036,-122.3058,37.8711,2001.6.15,770TC,,0,cm/s,0,,m,MPa,kPa,
1319,3278,80,ALC037,-122.3017,37.8613,2001.6.19,770TC,,0,cm/s,0,,m,MPa,kPa,
1320,3279,80,ALC038,-122.3011,37.8585,2001.6.19,770TC,,0,cm/s,0,,m,MPa,kPa,
1321,3280,80,ALC039,-122.2957,37.8501,2001.6.20,770TC,,0,cm/s,0,,m,MPa,kPa,
1322,3281,80,ALC040,-122.2994,37.8533,2001.6.20,770TC,,0,cm/s,0,,m,MPa,kPa,
1323,3282,80,ALC041,-122.3033,37.8673,2001.6.20,770TC,,0,cm/s,0,,m,MPa,kPa,
1324,3283,80,ALC042,-122.3094,37.8776,2001.6.21,770TC,,0,cm/s,0,,m,MPa,kPa,
1325,3284,80,ALC043,-122.3043,37.8635,2001.6.21,770TC,,0,cm/s,0,,m,MPa,kPa,
1326,3285,80,ALC044,-122.2787,37.8804,2001.6.26,770TC,,0,cm/s,0,,m,MPa,kPa,
1327,3286,80,ALC045,-122.2843,37.8786,2001.6.26,770TC,,0,cm/s,0,,m,MPa,kPa,
1328,3287,80,ALC046,-122.3,37.8817,2001.6.26,770TC,,0,cm/s,0,,m,MPa,kPa,
1329,3288,80,ALC047,-122.2743,37.8882,2001.6.26,770TC,,0,cm/s,0,,m,MPa,kPa,
1330,3289,80,ALC048,-122.2795,37.8743,2001.6.27,770TC,,0,cm/s,0,,m,MPa,kPa,
1331,3290,80,ALC049,-122.2875,37.8706,2001.6.27,770TC,,0,cm/s,0,,m,MPa,kPa,
1332,3291,80,ALC050,-122.2811,37.8765,2001.6.27,770TC,,0,cm/s,0,,m,MPa,kPa,
1333,3292,80,ALC051,-122.2982,37.865,2001.6.28,770TC,,0,cm/s,0,,m,MPa,kPa,
1334,3293,80,ALC052,-122.2903,37.8537,2001.7.5,770TC,,0,cm/s,0,,m,MPa,kPa,
1335,3294,80,ALC053,-122.2799,37.8492,2001.7.5,770TC,,0,cm/s,0,,m,MPa,kPa,
1336,3295,80,ALC054,-122.2752,37.8564,2001.7.9,770TC,,0,cm/s,0,,m,MPa,kPa,
1337,3296,80,ALC055,-122.2614,37.8561,2001.7.9,770TC,,0,cm/s,0,,m,MPa,kPa,
1338,3297,80,ALC056,-122.2634,37.8661,2001.7.9,770TC,,0,cm/s,0,,m,MPa,kPa,
1339,3298,80,ALC057,-122.2759,37.865,2001.7.9,770TC,,0,cm/s,0,,m,MPa,kPa,
1340,3299,80,ALC058,-122.2774,37.8704,2001.7.9,770TC,,0,cm/s,0,,m,MPa,kPa,
1341,3300,80,ALC059,-122.2941,37.8716,2001.7.23,770TC,,0,cm/s,0,,m,MPa,kPa,
1342,3301,80,ALC060,-122.2914,37.8642,2001.7.23,770TC,,0,cm/s,0,,m,MPa,kPa,
1343,3302,80,ALC061,-122.2835,37.8642,2001.7.24,770TC,,0,cm/s,0,,m,MPa,kPa,
1344,3303,80,ALC062,-122.2712,37.8695,2001.8.3,770TC,,0,cm/s,0,,m,MPa,kPa,
1345,3304,80,ALC063,-122.3151,37.8395,2001.9.19,770TC,,0,cm/s,0,,m,MPa,kPa,
1346,3305,80,ALC064,-122.3031,37.837,2001.9.19,770TC,,0,cm/s,0,,m,MPa,kPa,
1347,3306,80,ALC065,-122.2988,37.8375,2001.9.19,770TC,,0,cm/s,0,,m,MPa,kPa,
1348,3307,80,ALC067,-122.2932,37.8309,2001.9.19,770TC,,0,cm/s,0,,m,MPa,kPa,
1349,3308,80,ALC068,-122.2836,37.8338,2001.9.21,770TC,,0,cm/s,0,,m,MPa,kPa,
1350,3309,80,ALC069,-122.2903,37.8412,2001.9.21,770TC,,0,cm/s,0,,m,MPa,kPa,
1351,3310,80,ALC070,-122.2876,37.8449,2001.9.25,770TC,,0,cm/s,0,,m,MPa,kPa,
1352,3311,80,ALC071,-122.2916,37.8479,2001.9.25,770TC,,0,cm/s,0,,m,MPa,kPa,
1353,3312,80,ALC072,-122.2974,37.8443,2001.9.25,770TC,,0,cm/s,0,,m,MPa,kPa,
1354,3313,80,ALC073,-122.2906,37.8372,2001.9.26,770TC,,0,cm/s,0,,m,MPa,kPa,
1355,3314,80,ALC074,-122.2907,37.8315,2001.9.26,770TC,,0,cm/s,0,,m,MPa,kPa,
1356,3315,80,ALC075,-122.2914,37.8554,2001.11.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1357,3316,80,ALC076,-122.2826,37.8574,2001.11.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1358,3317,80,ALC077,-122.2818,37.8544,2001.11.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1359,3318,80,ALC078,-122.2827,37.8596,2001.11.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1360,3319,80,ALC079,-122.2695,37.8594,2001.11.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1361,3320,80,ALC080,-122.2692,37.8565,2001.11.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1362,3321,80,ALC081,-122.2926,37.8591,2002.3.28,766TC,,0,cm/s,0,,m,MPa,kPa,
1363,3322,80,ALC082,-122.2915,37.8608,2002.3.28,766TC,,0,cm/s,0,,m,MPa,kPa,
1364,3323,80,ALC083,-122.3027,37.8795,2002.3.28,766TC,,0,cm/s,0,,m,MPa,kPa,
1365,3324,80,ALC084,-122.3016,37.8761,2002.3.28,766TC,,0,cm/s,0,,m,MPa,kPa,
1366,3325,80,ALC085,-122.1568,37.6679,2006.6.22,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1367,3326,80,AXR001,-89.5092,37.2955,2005.11.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1368,3327,80,AXR002,-89.512,37.2959,2005.12.1,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1369,3328,80,BDY001,-92.3444,33.2868,2005.12.14,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1370,3329,80,BDY002,-92.3331,33.2779,2005.12.14,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1371,3330,80,BKY001,-79.8135,32.9703,2004.10.22,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1372,3331,80,BKY002,-79.8062,32.9757,2004.10.22,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1373,3332,80,BKY003,-79.7976,32.9804,2004.11.5,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1374,3333,80,BKY004,-79.7866,32.9841,2004.11.5,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1375,3334,80,BKY005,-79.7798,32.9899,2004.11.5,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1376,3335,80,BKY006,-79.9237,32.9046,2004.11.6,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1377,3336,80,BKY007,-79.9061,32.915,2004.11.6,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1378,3337,80,BKY008,-79.8988,32.9234,2004.11.6,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1379,3338,80,BKY009,-79.8385,32.9443,2004.11.6,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1380,3339,80,BKY010,-79.853,32.962,2004.11.6,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1381,3340,80,BKY011,-79.8171,32.9543,2004.11.8,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1382,3341,80,BKY012,-79.821,32.9682,2004.11.8,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1383,3342,80,BKY013,-79.8343,32.9653,2004.11.8,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1384,3343,80,BKY014,-79.7711,32.995,2004.11.8,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1385,3344,80,BKY015,-79.7625,32.9999,2004.11.8,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1386,3345,80,BKY016,-79.759,32.9928,2004.11.9,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1387,3346,80,BKY017,-79.7486,33.002,2004.11.9,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1388,3347,80,BKY018,-79.7407,33.0122,2004.11.9,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1389,3348,80,BKY019,-79.9151,32.9087,2004.11.9,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1390,3349,80,BKY020,-79.733,33.0216,2004.11.14,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1391,3350,80,BKY021,-79.7362,33.0357,2004.11.14,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1392,3351,80,BKY022,-79.7212,33.0327,2004.11.14,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1393,3352,80,BKY023,-79.9855,32.9115,2004.11.19,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1394,3353,80,BKY024,-80.0071,32.9118,2004.11.19,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1395,3354,80,BZA001,-95.2851,28.9794,2006.1.3,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1396,3355,80,BZA002,-95.2963,28.9756,2006.1.3,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1397,3356,80,BZA003,-95.2688,28.9792,2006.1.3,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1398,3357,80,BZA004,-95.4492,28.8691,2006.1.4,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1399,3358,80,BZA005,-95.4812,28.8871,2006.1.4,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1400,3359,80,BZA006,-95.5063,28.8959,2006.1.4,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1401,3360,80,BZA007,-95.5464,28.9145,2006.1.4,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1402,3361,80,BZA008,-95.2676,29.0601,2006.1.6,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1403,3362,80,BZA009,-95.2555,29.065,2006.1.6,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1404,3363,80,BZA010,-95.246,29.0739,2006.1.6,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1405,3364,80,BZA011,-95.2291,29.0581,2006.1.6,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1406,3365,80,BZA012,-95.2399,29.0616,2006.1.6,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1407,3366,80,BZA013,-95.2675,29.0379,2006.1.6,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1408,3367,80,BZA014,-95.5872,28.8668,2006.1.7,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1409,3368,80,BZA015,-95.5841,28.8765,2006.1.7,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1410,3369,80,BZA016,-95.5662,28.8805,2006.1.7,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1411,3370,80,BZA017,-95.5576,28.8808,2006.1.7,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1412,3371,80,BZA018,-95.565,28.8885,2006.1.7,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1413,3372,80,BZA019,-95.576,28.8838,2006.1.7,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1414,3373,80,BZA020,-95.2183,29.0127,2006.1.9,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1415,3374,80,CCT001,-91.4037,33.4179,2004.11.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1416,3375,80,CGD001,-90.303,35.8311,2005.11.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1417,3376,80,CGD003,-90.3987,35.9061,2005.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1418,3377,80,CGD005,-90.3329,35.934,2005.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1419,3378,80,CGD010,-90.5639,35.7779,2005.12.3,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1420,3379,80,CGD012,-90.5424,35.7785,2005.12.4,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1421,3380,80,CGD013,-90.5134,35.7791,2005.12.4,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1422,3381,80,CGD014,-90.3582,35.8029,2005.12.4,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1423,3382,80,CGD015,-90.3097,35.802,2005.12.4,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1424,3383,80,CGD016,-90.4206,35.805,2005.12.5,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1425,3384,80,CGD017,-90.4703,35.7927,2005.12.5,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1426,3385,80,CGD018,-90.4537,35.8922,2005.12.6,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1427,3386,80,CGD019,-90.3226,35.7369,2008.9.28,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1428,3387,80,CHN001,-79.79,32.7874,2004.10.23,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1429,3388,80,CHN002,-79.748,32.803,2004.10.23,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1430,3389,80,CHN003,-79.7629,32.7987,2004.10.23,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1431,3390,80,CHN004,-79.7739,32.7953,2004.10.23,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1432,3391,80,CHN005,-79.7988,32.7838,2004.10.23,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1433,3392,80,CHN006,-79.81,32.8193,2004.10.24,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1434,3393,80,CHN007,-79.8134,32.8231,2004.10.24,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1435,3394,80,CHN008,-79.8167,32.8287,2004.10.24,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1436,3395,80,CHN009,-79.7766,32.8445,2004.10.24,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1437,3396,80,CHN010,-79.8154,32.8152,2004.10.25,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1438,3397,80,CHN011,-79.8051,32.8311,2004.10.25,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1439,3398,80,CHN012,-79.7989,32.831,2004.10.25,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1440,3399,80,CHN013,-79.7832,32.8409,2004.10.25,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1441,3400,80,CHN014,-79.787,32.8482,2004.10.25,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1442,3401,80,CHN016,-79.7089,32.9121,2004.10.26,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1443,3402,80,CHN017,-79.7187,32.9163,2004.10.26,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1444,3403,80,CHN018,-79.7364,32.8808,2004.10.26,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1445,3404,80,CHN019,-79.7655,32.8603,2004.10.27,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1446,3405,80,CHN020,-79.815,32.8373,2004.10.27,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1447,3406,80,CHN021,-79.825,32.8207,2004.10.27,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1448,3407,80,CHN022,-79.8311,32.8049,2004.10.30,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1449,3408,80,CHN023,-79.8472,32.7922,2004.10.30,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1450,3409,80,CHN024,-79.8186,32.7692,2004.10.30,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1451,3410,80,CHN025,-79.8145,32.7766,2004.10.30,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1452,3411,80,CHN026,-79.8051,32.7808,2004.11.1,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1453,3412,80,CHN027,-79.857,32.7602,2004.11.1,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1454,3413,80,CHN028,-79.8428,32.7597,2004.11.1,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1455,3414,80,CHN029,-79.784,32.8682,2004.11.2,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1456,3415,80,CHN030,-79.7554,32.8848,2004.11.2,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1457,3416,80,CHN031,-79.752,32.8741,2004.11.2,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1458,3417,80,CHN032,-80.0267,32.9043,2004.11.3,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1459,3418,80,CHN033,-80.0323,32.9166,2004.11.3,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1460,3419,80,CHN034,-80.0391,32.917,2004.11.3,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1461,3420,80,CHN035,-80.013,32.8994,2004.11.3,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1462,3421,80,CHN036,-79.8234,32.847,2004.11.3,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1463,3422,80,CHN037,-79.4676,33.0991,2004.11.5,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1464,3423,80,CHN038,-80.1276,32.5954,2004.11.10,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1465,3424,80,CHN039,-80.1283,32.5907,2004.11.10,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1466,3425,80,CHN040,-80.1175,32.6016,2004.11.10,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1467,3426,80,CHN041,-80.105,32.6039,2004.11.10,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1468,3427,80,CHN042,-80.0564,32.6245,2004.11.10,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1469,3428,80,CHN043,-80.0184,32.6178,2004.11.12,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1470,3429,80,CHN044,-80.049,32.6136,2004.11.12,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1471,3430,80,CHN045,-80.0603,32.6106,2004.11.12,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1472,3431,80,CHN046,-80.1423,32.6101,2004.11.12,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1473,3432,80,CHN047,-80.05,32.7444,2004.11.13,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1474,3433,80,CHN048,-80.0658,32.7306,2004.11.13,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1475,3434,80,CHN049,-80.1784,32.6685,2004.11.13,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1476,3435,80,CHN050,-80.1235,32.7023,2004.11.13,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1477,3436,80,CHN051,-80.1625,32.5916,2004.11.15,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1478,3437,80,CHN052,-80.1774,32.5617,2004.11.15,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1479,3438,80,CHN053,-80.1583,32.57,2004.11.15,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1480,3439,80,CHN054,-79.9452,32.6736,2004.11.16,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1481,3440,80,CHN055,-79.9496,32.6538,2004.11.16,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1482,3441,80,CHN056,-79.9607,32.6487,2004.11.16,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1483,3442,80,CHN057,-79.9433,32.6569,2004.11.17,DDE0766,,0,cm/s,0,,m,MPa,kPa,
1484,3443,80,CHN058,-79.9271,32.6627,2004.11.17,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1485,3444,80,CHN059,-79.9655,32.7575,2004.11.17,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1486,3445,80,CHN060,-79.9652,32.695,2004.11.18,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1487,3446,80,CHN061,-79.9193,32.6677,2004.11.18,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1488,3447,80,CHN062,-79.9018,32.6758,2004.11.18,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1489,3448,80,CHN063,-79.8915,32.6833,2004.11.18,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1490,3449,80,CHN064,-80.0604,32.8982,2004.11.19,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1491,3450,80,CHN065,-80.068,32.9118,2004.11.19,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1492,3451,80,CHN066,-79.9663,32.7359,2004.11.20,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1493,3452,80,CHN067,-79.992,32.7695,2004.11.20,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1494,3453,80,CHN068,-79.9387,32.7085,2004.11.20,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1495,3454,80,CHN069,-79.9133,32.731,2004.11.20,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1496,3455,80,CHN070,-80.1515,32.5892,2004.11.22,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1497,3456,80,CHN071,-80.1675,32.5778,2004.11.22,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1498,3457,80,CHN072,-80.1785,32.5723,2004.11.22,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1499,3458,80,CHN073,-80.1712,32.5753,2004.11.22,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1500,3459,80,CHN074,-79.9679,32.7164,2004.11.23,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1501,3460,80,CHN075,-79.9477,32.7298,2004.11.23,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1502,3461,80,CHN076,-79.9353,32.6621,2004.11.23,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1503,3462,80,CLN001,-92.5832,33.3959,2005.12.13,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1504,3463,80,CLN002,-92.5906,33.4169,2005.12.13,DDG0766,,0,cm/s,0,,m,MPa,kPa,
