conePenetrationTestMeta_ID,site_ID,citation_ID,name,longitude,latitude,date,coneNo,tipArea_unit,tipArea_value,pushRate_unit,pushRate_value,notes,depth_unit,tipResistance_unit,sleeveFriction_unit,porePressure_unit
1505,3464,80,CLN003,-92.5874,33.4267,2005.12.13,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1506,3465,80,CLN004,-92.5853,33.4356,2005.12.13,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1507,3466,80,CLN005,-92.528,33.339,2005.12.13,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1508,3467,80,CLN006,-92.5304,33.3477,2005.12.13,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1509,3468,80,CLY001,-90.2322,36.2373,2008.10.9,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1510,3469,80,CMN001,-97.5469,25.9473,2005.1.14,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1511,3470,80,CMN002,-97.5597,25.9527,2005.1.14,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1512,3471,80,CMN003,-97.5684,25.9572,2005.1.14,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1513,3472,80,CMN004,-97.5761,25.9611,2005.1.14,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1514,3473,80,CMN005,-97.5842,25.9655,2005.1.15,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1515,3474,80,CMN006,-97.5921,25.9729,2005.1.15,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1516,3475,80,CMN007,-97.5979,25.9816,2005.1.15,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1517,3476,80,CMN008,-97.6018,25.9903,2005.1.15,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1518,3477,80,CMN009,-97.6037,25.9993,2005.1.15,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1519,3478,80,CMN010,-97.6055,26.0079,2005.1.16,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1520,3479,80,CMN011,-97.607,26.0154,2005.1.16,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1521,3480,80,CMN012,-97.6224,26.0232,2005.1.16,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1522,3481,80,CMN013,-97.6308,26.0258,2005.1.16,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1523,3482,80,CMN014,-97.641,26.029,2005.1.16,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1524,3483,80,CMN015,-97.651,26.0329,2005.1.17,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1525,3484,80,CMN016,-97.6587,26.0392,2005.1.17,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1526,3485,80,CMN017,-97.6713,26.0452,2005.1.17,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1527,3486,80,CMN018,-97.6827,26.0449,2005.1.17,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1528,3487,80,CMN019,-97.7047,26.0444,2005.1.17,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1529,3488,80,CMN020,-97.7206,26.0492,2005.1.18,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1530,3489,80,CMN021,-97.6181,26.057,2005.1.18,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1531,3490,80,CMN022,-97.6243,26.0468,2005.1.19,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1532,3491,80,CMN023,-97.6197,26.0739,2005.1.19,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1533,3492,80, CMN024,-97.6302,26.0847,2005.1.19,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1534,3493,80,CMN025,-97.644,26.0921,2005.1.20,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1535,3494,80,CMN026,-97.6472,26.1066,2005.1.20,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1536,3495,80,CMN027,-97.6644,26.1187,2005.1.20,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1537,3496,80,CMN028,-97.6653,26.0618,2005.1.20,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1538,3497,80,CMN029,-97.6059,26.1127,2005.1.21,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1539,3498,80,CMN030,-97.5749,26.1246,2005.1.21,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1540,3499,80,CMN031,-97.5435,26.0895,2005.1.21,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1541,3500,80,CMN032,-97.5756,26.0741,2005.1.21,DSG0766,,0,cm/s,0,,m,MPa,kPa,
1542,3501,80,CNC001,-90.204,35.211,2003.9.29,766TC,,0,cm/s,0,,m,MPa,kPa,
1543,3502,80,CNC002,-90.1843,35.2192,2003.9.29,766TC,,0,cm/s,0,,m,MPa,kPa,
1544,3503,80,CNC003,-90.1398,35.2181,2003.9.29,766TC,,0,cm/s,0,,m,MPa,kPa,
1545,3504,80,CNC004,-90.2545,35.2561,2003.9.29,766TC,,0,cm/s,0,,m,MPa,kPa,
1546,3505,80,CNC005,-90.2233,35.2767,2003.9.30,766TC,,0,cm/s,0,,m,MPa,kPa,
1547,3506,80,CNC006,-90.2006,35.2989,2003.9.30,766TC,,0,cm/s,0,,m,MPa,kPa,
1548,3507,80,CNC007,-90.2719,35.3101,2003.9.30,766TC,,0,cm/s,0,,m,MPa,kPa,
1549,3508,80,CNC008,-90.3255,35.263,2003.9.30,766TC,,0,cm/s,0,,m,MPa,kPa,
1550,3509,80,CNC009,-90.3272,35.2061,2003.10.1,766TC,,0,cm/s,0,,m,MPa,kPa,
1551,3510,80,CNC010,-90.3635,35.1665,2003.10.1,766TC,,0,cm/s,0,,m,MPa,kPa,
1552,3511,80,CNC011,-90.2926,35.1546,2003.10.1,766TC,,0,cm/s,0,,m,MPa,kPa,
1553,3512,80,CNC012,-90.365,35.1188,2003.10.3,766TC,,0,cm/s,0,,m,MPa,kPa,
1554,3513,80,CNC013,-90.2807,35.2114,2003.10.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1555,3514,80,CNC014,-90.2547,35.2107,2003.10.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1556,3515,80,CNC015,-90.298,35.2638,2003.10.7,766TC,,0,cm/s,0,,m,MPa,kPa,
1557,3516,80,CNC016,-90.1291,35.1928,2003.10.7,766TC,,0,cm/s,0,,m,MPa,kPa,
1558,3517,80,CNC017,-90.1405,35.143,2003.10.7,766TC,,0,cm/s,0,,m,MPa,kPa,
1559,3518,80,CNC018,-90.1318,35.1614,2003.10.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1560,3519,80,CNC019,-90.1272,35.1708,2003.10.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1561,3520,80,CNC020,-90.1158,35.2097,2003.10.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1562,3521,80,CNC021,-90.1129,35.2401,2003.10.8,766TC,,0,cm/s,0,,m,MPa,kPa,
1563,3522,80,CNC022,-90.166,35.2482,2003.10.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1564,3523,80,CNC023,-90.2012,35.2701,2003.10.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1565,3524,80,CNC024,-90.2009,35.2871,2003.10.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1566,3525,80,CNC025,-90.1961,35.3089,2003.10.9,766TC,,0,cm/s,0,,m,MPa,kPa,
1567,3526,80,CNC026,-90.2153,35.3794,2003.10.10,766TC,,0,cm/s,0,,m,MPa,kPa,
1568,3527,80,CNC027,-90.3076,35.307,2003.10.10,766TC,,0,cm/s,0,,m,MPa,kPa,
1569,3528,80,CNC028,-90.3252,35.3004,2003.10.10,766TC,,0,cm/s,0,,m,MPa,kPa,
1570,3529,80,CNC029,-90.1936,35.3791,2003.10.13,766TC,,0,cm/s,0,,m,MPa,kPa,
1571,3530,80,CNC030,-90.2317,35.3796,2003.10.13,766TC,,0,cm/s,0,,m,MPa,kPa,
1572,3531,80,CNC031,-90.3063,35.3513,2003.10.13,766TC,,0,cm/s,0,,m,MPa,kPa,
1573,3532,80,CNC032,-90.3063,35.3655,2003.10.13,766TC,,0,cm/s,0,,m,MPa,kPa,
1574,3533,80,CNC033,-90.1823,35.3297,2003.10.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1575,3534,80,CNC034,-90.3857,35.432,2003.10.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1576,3535,80,CNC035,-90.3859,35.4184,2003.10.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1577,3536,80,CNC036,-90.4198,35.3651,2003.10.14,766TC,,0,cm/s,0,,m,MPa,kPa,
1578,3537,80,CNC037,-90.4841,35.4198,2008.10.11,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1579,3538,80,CNC038,-90.2449,35.4194,2008.10.18,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1580,3539,80,CSC001,-90.5221,35.2988,2003.10.2,766TC,,0,cm/s,0,,m,MPa,kPa,
1581,3540,80,CSC002,-90.5218,35.3097,2003.10.2,766TC,,0,cm/s,0,,m,MPa,kPa,
1582,3541,80,CSC003,-90.5227,35.326,2003.10.2,766TC,,0,cm/s,0,,m,MPa,kPa,
1583,3542,80,CSC004,-90.5609,35.1611,2003.10.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1584,3543,80,CSC005,-90.5598,35.1793,2003.10.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1585,3544,80,CSC006,-90.5031,35.3745,2003.10.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1586,3545,80,CSC007,-90.5031,35.3545,2003.10.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1587,3546,80,CSC008,-90.5302,35.4019,2008.10.11,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1588,3547,80,DKN001,-89.9611,36.2205,2008.9.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1589,3548,80,DKN002,-89.9769,36.1034,2008.9.23,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1590,3549,80,DKN009,-90.0715,36.1562,2008.9.27,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1591,3550,80,DKN010,-90.0871,36.1268,2008.9.27,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1592,3551,80,DKN011,-90.0999,36.0975,2008.9.27,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1593,3552,80,DKN012,-90.1503,36.047,2008.9.27,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1594,3553,80,DKN013,-90.2478,36.0173,2008.9.27,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1595,3554,80,DSA001,-91.3335,33.7972,2004.11.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1596,3555,80,DSA002,-91.3336,33.7958,2004.11.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1597,3556,80,DSA003,-91.3337,33.7933,2004.11.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1598,3557,80,DSO001,-90.0016,34.9921,2004.12.8,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1599,3558,80,DSO002,-89.9979,34.953,2004.12.8,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1600,3559,80,DSO003,-89.9957,34.9348,2004.12.8,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1601,3560,80,DSO004,-89.9915,34.8705,2004.12.8,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1602,3561,80,DSO005,-89.9916,34.8614,2004.12.9,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1603,3562,80,DSO006,-89.9896,34.8579,2004.12.9,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1604,3563,80,DSO007,-90.0778,34.8612,2004.12.11,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1605,3564,80,DSO008,-90.0782,34.8639,2004.12.11,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1606,3565,80,DSO009,-89.9896,34.8625,2004.12.11,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1607,3566,80,DSO010,-89.9931,34.933,2004.12.11,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1608,3567,80,DSO011,-89.9898,34.7231,2004.12.12,DSG0769,,0,cm/s,0,,m,MPa,kPa,
1609,3568,80,DSO012,-90.2248,34.8758,2004.12.13,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1610,3569,80,DSO013,-90.2255,34.8673,2004.12.13,DDE0770,,0,cm/s,0,,m,MPa,kPa,
1611,3570,80,DYR002,-89.5315,36.1511,2008.10.15,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1612,3571,80,GEE001,-90.3013,36.1571,2008.10.9,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1613,3572,80,GEE002,-90.3198,36.1097,2008.10.9,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1614,3573,80,GEE003,-90.3687,36.0478,2008.10.9,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1615,3574,80,GEE004,-90.4415,35.9722,2008.10.9,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1616,3575,80,HNC001,-87.5922,37.8153,2003.12.5,766TC,,0,cm/s,0,,m,MPa,kPa,
1617,3576,80,HNC002,-87.6669,37.8043,2003.12.5,766TC,,0,cm/s,0,,m,MPa,kPa,
1618,3577,80,HNC003,-87.6908,37.8382,2003.12.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1619,3578,80,HNC004,-87.6978,37.8552,2003.12.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1620,3579,80,HNC005,-87.7019,37.8721,2003.12.6,770TC,,0,cm/s,0,,m,MPa,kPa,
1621,3580,80,HNC006,-87.7073,37.8204,2003.12.6,770TC,,0,cm/s,0,,m,MPa,kPa,
1622,3581,80,HPD001,-93.8101,33.6062,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1623,3582,80,HPD002,-93.8103,33.597,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1624,3583,80,HPD003,-93.8151,33.6107,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1625,3584,80,HTH007,-88.2449,47.1664,2004.9.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1626,3585,80,HTN001,-88.2634,47.1777,2004.9.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1627,3586,80,HTN002,-88.2442,47.1795,2004.9.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1628,3587,80,HTN003,-88.2449,47.1588,2004.9.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1629,3588,80,HTN004,-88.2658,47.1579,2004.9.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1630,3589,80,HTN005,-88.2688,47.168,2004.9.15,766TC,,0,cm/s,0,,m,MPa,kPa,
1631,3590,80,HTN006,-88.2585,47.178,2004.9.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1632,3591,80,HTN008,-88.2664,47.1617,2004.9.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1633,3592,80,IMC001,-115.5347,33.0966,2003.4.7,770tc,,0,cm/s,0,,m,MPa,kPa,
1634,3593,80,IMC002,-115.5344,33.0966,2003.4.7,770tc,,0,cm/s,0,,m,MPa,kPa,
1635,3594,80,IMC003,-115.5333,33.0966,2003.4.7,770tc,,0,cm/s,0,,m,MPa,kPa,
1636,3595,80,IMC004,-115.5325,33.0966,2003.4.7,770tc,,0,cm/s,0,,m,MPa,kPa,
1637,3596,80,IMC005,-115.5322,33.0971,2003.4.8,770tc,,0,cm/s,0,,m,MPa,kPa,
1638,3597,80,IMC006,-115.5314,33.0972,2003.4.8,770tc,,0,cm/s,0,,m,MPa,kPa,
1639,3598,80,IMC007,-115.5312,33.0969,2003.4.8,770tc,,0,cm/s,0,,m,MPa,kPa,
1640,3599,80,IMC008,-115.5307,33.0966,2003.4.8,770tc,,0,cm/s,0,,m,MPa,kPa,
1641,3600,80,IMC009,-115.5328,33.0966,2003.4.8,770tc,,0,cm/s,0,,m,MPa,kPa,
1642,3601,80,IMC010,-115.5338,33.0966,2003.4.9,766tc,,0,cm/s,0,,m,MPa,kPa,
1643,3602,80,IMC031,-115.5306,33.0975,2003.4.12,766tc,,0,cm/s,0,,m,MPa,kPa,
1644,3603,80,IMC038,-115.5305,33.0973,2003.4.13,766tc,,0,cm/s,0,,m,MPa,kPa,
1645,3604,80,IMC050,-115.5305,33.0974,2003.4.14,766tc,,0,cm/s,0,,m,MPa,kPa,
1646,3605,80,KER006,-118.2913,34.8212,2011.1.20,DDG1127,,0,cm/s,0,,m,MPa,kPa,
1647,3606,80,KNX001,-87.6039,38.6446,2004.10.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1648,3607,80,LAC001,-118.2233,33.7964,2002.9.12,,,0,cm/s,0,,m,MPa,kPa,
1649,3608,80,LAC010,-118.2234,33.7962,2002.9.14,,,0,cm/s,0,,m,MPa,kPa,
1650,3609,80,LAC019,-118.1734,33.88,2002.9.18,766TC,,0,cm/s,0,,m,MPa,kPa,
1651,3610,80,LAC020,-118.1482,33.9743,2002.9.19,766TC,,0,cm/s,0,,m,MPa,kPa,
1652,3611,80,LAC021,-118.3321,33.8705,2002.9.19,766TC,,0,cm/s,0,,m,MPa,kPa,
1653,3612,80,LAC027,-117.9507,34.0093,2002.9.23,770TC,,0,cm/s,0,,m,MPa,kPa,
1654,3613,80,LAC028,-118.0809,34.0512,2002.9.23,770TC,,0,cm/s,0,,m,MPa,kPa,
1655,3614,80,LAC120,-118.3965,34.8056,2009.9.16,DDG766,,0,cm/s,0,,m,MPa,kPa,
1656,3615,80,LEE001,-90.8196,34.7205,2004.12.2,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1657,3616,80,LEE002,-90.8196,34.7235,2004.12.2,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1658,3617,80,LEE003,-90.8204,34.7157,2004.12.2,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1659,3618,80,LEE004,-90.8108,34.7157,2004.12.2,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1660,3619,80,LFE001,-93.6989,33.4245,2005.12.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1661,3620,80,LFE002,-93.692,33.4146,2005.12.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1662,3621,80,LFE003,-93.6942,33.4714,2005.12.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1663,3622,80,LFE004,-93.676,33.4489,2005.12.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1664,3623,80,LFE005,-93.8502,33.0909,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1665,3624,80,LFE006,-93.8339,33.1028,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1666,3625,80,LFE007,-93.8213,33.1134,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1667,3626,80,LFE008,-93.822,33.1219,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1668,3627,80,LFE009,-93.7921,33.1303,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1669,3628,80,LFE010,-93.7787,33.1374,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1670,3629,80,LVR001,-94.1409,33.5956,2005.12.23,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1671,3630,80,LVR002,-94.1262,33.5953,2005.12.23,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1672,3631,80,LVR003,-94.1106,33.5913,2005.12.23,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1673,3632,80,LWE001,-87.5111,38.7472,2004.10.6,766TC,,0,cm/s,0,,m,MPa,kPa,
1674,3633,80,MGA001,-95.769,28.75,2006.1.5,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1675,3634,80,MGA002,-95.7747,28.7582,2006.1.5,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1676,3635,80,MGA003,-95.7867,28.7651,2006.1.5,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1677,3636,80,MGA004,-95.6124,28.7747,2006.1.5,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1678,3637,80,MGA005,-95.6044,28.7964,2006.1.8,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1679,3638,80,MGA006,-95.6102,28.802,2006.1.8,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1680,3639,80,MGA007,-95.6167,28.7966,2006.1.8,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1681,3640,80,MGA008,-95.6293,28.7899,2006.1.8,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1682,3641,80,MGA009,-95.6365,28.8331,2006.1.8,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1683,3642,80,MGA010,-95.6446,28.8254,2006.1.8,DDG0770,,0,cm/s,0,,m,MPa,kPa,
1684,3643,80,MLR001,-93.9544,33.5381,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1685,3644,80,MLR002,-93.9141,33.4908,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1686,3645,80,MLR003,-93.9233,33.491,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1687,3646,80,MLR004,-93.9158,33.4788,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1688,3647,80,MLR005,-93.8856,33.4725,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1689,3648,80,MLR006,-93.8201,33.4901,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1690,3649,80,MLR007,-93.8089,33.4917,2005.12.20,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1691,3650,80,MLR008,-93.8879,33.5549,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1692,3651,80,MLR009,-93.8752,33.5899,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1693,3652,80,MLR010,-93.8756,33.5794,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1694,3653,80,MLR011,-93.8757,33.5713,2005.12.21,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1695,3654,80,MLR012,-93.7041,33.363,2005.12.22,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1696,3655,80,MLR013,-94.0108,33.5056,2005.12.23,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1697,3656,80,MLR014,-94.0421,33.5512,2005.12.23,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1698,3657,80,MSC001,-89.9855,35.9817,2003.10.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1699,3658,80,MSC002,-90.0181,35.9814,2003.10.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1700,3659,80,MSC003,-89.9144,35.9822,2003.10.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1701,3660,80,MSC004,-89.9121,35.9818,2003.10.16,766TC,,0,cm/s,0,,m,MPa,kPa,
1702,3661,80,MSC005,-90.0344,35.9813,2003.10.17,766TC,,0,cm/s,0,,m,MPa,kPa,
1703,3662,80,MSC006,-90.0351,35.8141,2003.10.17,766TC,,0,cm/s,0,,m,MPa,kPa,
1704,3663,80,MSC007,-90.0174,35.842,2003.10.17,766TC,,0,cm/s,0,,m,MPa,kPa,
1705,3664,80,MSC008,-90.0987,35.6838,2003.10.19,766TC,,0,cm/s,0,,m,MPa,kPa,
1706,3665,80,MSC009,-90.0729,35.7151,2003.10.19,766TC,,0,cm/s,0,,m,MPa,kPa,
1707,3666,80,MSC010,-90.0737,35.771,2003.10.19,766TC,,0,cm/s,0,,m,MPa,kPa,
1708,3667,80,MSC011,-90.0572,35.9812,2003.10.20,766TC,,0,cm/s,0,,m,MPa,kPa,
1709,3668,80,MSC012,-90.0368,35.9669,2003.10.20,766TC,,0,cm/s,0,,m,MPa,kPa,
1710,3669,80,MSC013,-90.0366,35.9521,2003.10.20,766TC,,0,cm/s,0,,m,MPa,kPa,
1711,3670,80,MSC014,-89.9831,35.9519,2003.10.20,766TC,,0,cm/s,0,,m,MPa,kPa,
1712,3671,80,MSC015,-90.0049,35.952,2003.10.21,766TC,,0,cm/s,0,,m,MPa,kPa,
1713,3672,80,MSC016,-90.0365,35.9377,2003.10.21,766TC,,0,cm/s,0,,m,MPa,kPa,
1714,3673,80,MSC017,-90.0915,35.8073,2003.10.21,766TC,,0,cm/s,0,,m,MPa,kPa,
1715,3674,80,MSC018,-89.8561,35.9502,2003.10.22,766TC,,0,cm/s,0,,m,MPa,kPa,
1716,3675,80,MSC019,-89.8137,35.9736,2003.10.22,766TC,,0,cm/s,0,,m,MPa,kPa,
1717,3676,80,MSC020,-89.7931,35.8758,2003.10.22,766TC,,0,cm/s,0,,m,MPa,kPa,
1718,3677,80,MSC021,-89.8382,35.8957,2003.10.22,766TC,,0,cm/s,0,,m,MPa,kPa,
1719,3678,80,MSC022,-89.7353,35.9736,2003.10.23,766TC,,0,cm/s,0,,m,MPa,kPa,
1720,3679,80,MSC023,-89.7429,35.9953,2003.10.23,766TC,,0,cm/s,0,,m,MPa,kPa,
1721,3680,80,MSC024,-89.8123,35.9465,2003.10.23,766TC,,0,cm/s,0,,m,MPa,kPa,
1722,3681,80,MSC027,-90.2871,35.9321,2005.11.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1723,3682,80,MSC029,-90.1546,35.9314,2005.12.5,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1724,3683,80,MSC030,-90.1958,35.8369,2005.12.5,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1725,3684,80,MSC031,-90.2014,35.8005,2005.12.5,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1726,3685,80,MSC032,-90.2442,35.7283,2008.9.28,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1727,3686,80,MSC034,-90.1775,35.6928,2008.9.28,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1728,3687,80,MSC037,-90.0884,35.6258,2008.9.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1729,3688,80,MSC038,-90.0701,35.6253,2008.9.29,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1730,3689,80,MSC039,-89.8289,35.8525,2008.9.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1731,3690,80,MSC040,-89.8387,35.8129,2008.9.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1732,3691,80,MSC041,-89.8387,35.7912,2008.9.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1733,3692,80,MSC042,-89.8562,35.7991,2008.9.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1734,3693,80,MSC043,-89.874,35.7988,2008.9.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1735,3694,80,MSC044,-89.9049,35.799,2008.9.30,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1736,3695,80,MSC045,-90.0158,35.6829,2008.10.17,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1737,3696,80,MSC046,-90.2005,35.4811,2008.10.18,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1738,3697,80,MSC047,-90.1758,35.4661,2008.10.18,DDG1107,,0,cm/s,0,,m,MPa,kPa,
1739,3698,80,MSC048,-90.144,35.4768,2008.10.18,DDG1107,,0,cm/s,0,,m,MPa,kPa,
1740,3699,80,MSC049,-90.1213,35.5092,2008.10.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1741,3700,80,MSC050,-90.0898,35.5166,2008.10.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1742,3701,80,MSC051,-90.0814,35.4906,2008.10.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
1743,3702,80,MSC052,-90.1149,35.4896,2008.10.19,DDG0766,,0,cm/s,0,,m,MPa,kPa,
